'Time and date','I','aVF','ABP','PAP','CVP','PLETH','CO2','RESP'
'[23:18:24.304 12/03/1996]',-0.167,-0.088,74.800,23.550,5.037,-0.510,27.083,-0.522
'[23:18:24.306 12/03/1996]',-0.168,-0.083,74.800,23.550,5.037,-0.510,27.083,-0.522
'[23:18:24.308 12/03/1996]',-0.169,-0.079,74.800,23.550,5.037,-0.510,27.083,-0.522
'[23:18:24.310 12/03/1996]',-0.170,-0.075,74.800,23.550,5.037,-0.510,27.083,-0.522
'[23:18:24.312 12/03/1996]',-0.171,-0.071,74.950,24.325,5.100,-0.513,27.167,-0.522
'[23:18:24.314 12/03/1996]',-0.171,-0.068,74.950,24.325,5.100,-0.513,27.167,-0.522
'[23:18:24.316 12/03/1996]',-0.172,-0.065,74.950,24.325,5.100,-0.513,27.167,-0.522
'[23:18:24.318 12/03/1996]',-0.172,-0.061,74.950,24.325,5.100,-0.513,27.167,-0.522
'[23:18:24.320 12/03/1996]',-0.172,-0.057,75.550,25.375,5.162,-0.515,27.250,-0.523
'[23:18:24.322 12/03/1996]',-0.173,-0.053,75.550,25.375,5.162,-0.515,27.250,-0.523
'[23:18:24.324 12/03/1996]',-0.172,-0.050,75.550,25.375,5.162,-0.515,27.250,-0.523
'[23:18:24.326 12/03/1996]',-0.172,-0.046,75.550,25.375,5.162,-0.515,27.250,-0.523
'[23:18:24.328 12/03/1996]',-0.172,-0.043,76.800,26.775,5.275,-0.511,27.333,-0.523
'[23:18:24.330 12/03/1996]',-0.172,-0.040,76.800,26.775,5.275,-0.511,27.333,-0.523
'[23:18:24.332 12/03/1996]',-0.172,-0.038,76.800,26.775,5.275,-0.511,27.333,-0.523
'[23:18:24.334 12/03/1996]',-0.171,-0.037,76.800,26.775,5.275,-0.511,27.333,-0.523
'[23:18:24.336 12/03/1996]',-0.169,-0.036,78.300,28.475,5.338,-0.509,27.417,-0.524
'[23:18:24.338 12/03/1996]',-0.167,-0.036,78.300,28.475,5.338,-0.509,27.417,-0.524
'[23:18:24.340 12/03/1996]',-0.164,-0.036,78.300,28.475,5.338,-0.509,27.417,-0.524
'[23:18:24.342 12/03/1996]',-0.161,-0.036,78.300,28.475,5.338,-0.509,27.417,-0.524
'[23:18:24.344 12/03/1996]',-0.158,-0.035,79.500,30.175,5.450,-0.503,27.500,-0.524
'[23:18:24.346 12/03/1996]',-0.155,-0.034,79.500,30.175,5.450,-0.503,27.500,-0.524
'[23:18:24.348 12/03/1996]',-0.150,-0.034,79.500,30.175,5.450,-0.503,27.500,-0.524
'[23:18:24.350 12/03/1996]',-0.145,-0.033,79.500,30.175,5.450,-0.503,27.500,-0.524
'[23:18:24.352 12/03/1996]',-0.139,-0.033,79.900,31.525,5.575,-0.493,27.583,-0.524
'[23:18:24.354 12/03/1996]',-0.133,-0.032,79.900,31.525,5.575,-0.493,27.583,-0.524
'[23:18:24.356 12/03/1996]',-0.128,-0.032,79.900,31.525,5.575,-0.493,27.583,-0.524
'[23:18:24.358 12/03/1996]',-0.122,-0.031,79.900,31.525,5.575,-0.493,27.583,-0.524
'[23:18:24.360 12/03/1996]',-0.117,-0.032,80.150,32.350,5.750,-0.480,27.567,-0.525
'[23:18:24.362 12/03/1996]',-0.111,-0.032,80.150,32.350,5.750,-0.480,27.567,-0.525
'[23:18:24.364 12/03/1996]',-0.105,-0.034,80.150,32.350,5.750,-0.480,27.567,-0.525
'[23:18:24.366 12/03/1996]',-0.100,-0.035,80.150,32.350,5.750,-0.480,27.567,-0.525
'[23:18:24.368 12/03/1996]',-0.095,-0.035,80.950,32.525,5.975,-0.457,27.550,-0.527
'[23:18:24.370 12/03/1996]',-0.090,-0.036,80.950,32.525,5.975,-0.457,27.550,-0.527
'[23:18:24.372 12/03/1996]',-0.084,-0.037,80.950,32.525,5.975,-0.457,27.550,-0.527
'[23:18:24.374 12/03/1996]',-0.078,-0.038,80.950,32.525,5.975,-0.457,27.550,-0.527
'[23:18:24.376 12/03/1996]',-0.073,-0.040,82.550,32.100,6.150,-0.426,27.533,-0.529
'[23:18:24.378 12/03/1996]',-0.068,-0.042,82.550,32.100,6.150,-0.426,27.533,-0.529
'[23:18:24.380 12/03/1996]',-0.064,-0.044,82.550,32.100,6.150,-0.426,27.533,-0.529
'[23:18:24.382 12/03/1996]',-0.060,-0.047,82.550,32.100,6.150,-0.426,27.533,-0.529
'[23:18:24.384 12/03/1996]',-0.055,-0.049,84.100,31.450,6.388,-0.388,27.517,-0.532
'[23:18:24.386 12/03/1996]',-0.050,-0.050,84.100,31.450,6.388,-0.388,27.517,-0.532
'[23:18:24.388 12/03/1996]',-0.046,-0.051,84.100,31.450,6.388,-0.388,27.517,-0.532
'[23:18:24.390 12/03/1996]',-0.043,-0.053,84.100,31.450,6.388,-0.388,27.517,-0.532
'[23:18:24.392 12/03/1996]',-0.041,-0.057,85.100,30.700,6.625,-0.341,27.517,-0.534
'[23:18:24.394 12/03/1996]',-0.039,-0.060,85.100,30.700,6.625,-0.341,27.517,-0.534
'[23:18:24.396 12/03/1996]',-0.038,-0.065,85.100,30.700,6.625,-0.341,27.517,-0.534
'[23:18:24.398 12/03/1996]',-0.037,-0.069,85.100,30.700,6.625,-0.341,27.517,-0.534
'[23:18:24.400 12/03/1996]',-0.036,-0.074,85.800,30.050,6.800,-0.287,27.550,-0.535
'[23:18:24.402 12/03/1996]',-0.036,-0.080,85.800,30.050,6.800,-0.287,27.550,-0.535
'[23:18:24.404 12/03/1996]',-0.035,-0.087,85.800,30.050,6.800,-0.287,27.550,-0.535
'[23:18:24.406 12/03/1996]',-0.035,-0.094,85.800,30.050,6.800,-0.287,27.550,-0.535
'[23:18:24.408 12/03/1996]',-0.035,-0.099,86.700,29.525,7.037,-0.227,27.583,-0.537
'[23:18:24.410 12/03/1996]',-0.035,-0.103,86.700,29.525,7.037,-0.227,27.583,-0.537
'[23:18:24.412 12/03/1996]',-0.035,-0.106,86.700,29.525,7.037,-0.227,27.583,-0.537
'[23:18:24.414 12/03/1996]',-0.035,-0.109,86.700,29.525,7.037,-0.227,27.583,-0.537
'[23:18:24.416 12/03/1996]',-0.035,-0.112,87.600,28.950,7.213,-0.163,27.617,-0.538
'[23:18:24.418 12/03/1996]',-0.036,-0.114,87.600,28.950,7.213,-0.163,27.617,-0.538
'[23:18:24.420 12/03/1996]',-0.037,-0.117,87.600,28.950,7.213,-0.163,27.617,-0.538
'[23:18:24.422 12/03/1996]',-0.038,-0.119,87.600,28.950,7.213,-0.163,27.617,-0.538
'[23:18:24.424 12/03/1996]',-0.039,-0.123,88.350,28.425,7.388,-0.093,27.633,-0.538
'[23:18:24.426 12/03/1996]',-0.040,-0.127,88.350,28.425,7.388,-0.093,27.633,-0.538
'[23:18:24.428 12/03/1996]',-0.041,-0.132,88.350,28.425,7.388,-0.093,27.633,-0.538
'[23:18:24.430 12/03/1996]',-0.041,-0.137,88.350,28.425,7.388,-0.093,27.633,-0.538
'[23:18:24.432 12/03/1996]',-0.041,-0.141,88.950,27.700,7.625,-0.026,27.700,-0.538
'[23:18:24.434 12/03/1996]',-0.040,-0.145,88.950,27.700,7.625,-0.026,27.700,-0.538
'[23:18:24.436 12/03/1996]',-0.040,-0.148,88.950,27.700,7.625,-0.026,27.700,-0.538
'[23:18:24.438 12/03/1996]',-0.040,-0.152,88.950,27.700,7.625,-0.026,27.700,-0.538
'[23:18:24.440 12/03/1996]',-0.041,-0.155,89.350,26.950,7.850,0.042,27.767,-0.538
'[23:18:24.442 12/03/1996]',-0.041,-0.158,89.350,26.950,7.850,0.042,27.767,-0.538
'[23:18:24.444 12/03/1996]',-0.042,-0.160,89.350,26.950,7.850,0.042,27.767,-0.538
'[23:18:24.446 12/03/1996]',-0.043,-0.162,89.350,26.950,7.850,0.042,27.767,-0.538
'[23:18:24.448 12/03/1996]',-0.044,-0.164,89.550,26.075,8.025,0.110,27.833,-0.538
'[23:18:24.450 12/03/1996]',-0.045,-0.166,89.550,26.075,8.025,0.110,27.833,-0.538
'[23:18:24.452 12/03/1996]',-0.047,-0.167,89.550,26.075,8.025,0.110,27.833,-0.538
'[23:18:24.454 12/03/1996]',-0.049,-0.168,89.550,26.075,8.025,0.110,27.833,-0.538
'[23:18:24.456 12/03/1996]',-0.050,-0.169,89.550,25.125,8.200,0.172,27.933,-0.537
'[23:18:24.458 12/03/1996]',-0.051,-0.170,89.550,25.125,8.200,0.172,27.933,-0.537
'[23:18:24.460 12/03/1996]',-0.051,-0.171,89.550,25.125,8.200,0.172,27.933,-0.537
'[23:18:24.462 12/03/1996]',-0.052,-0.171,89.550,25.125,8.200,0.172,27.933,-0.537
'[23:18:24.464 12/03/1996]',-0.052,-0.172,89.200,24.250,8.387,0.231,28.033,-0.537
'[23:18:24.466 12/03/1996]',-0.052,-0.172,89.200,24.250,8.387,0.231,28.033,-0.537
'[23:18:24.468 12/03/1996]',-0.051,-0.173,89.200,24.250,8.387,0.231,28.033,-0.537
'[23:18:24.470 12/03/1996]',-0.051,-0.174,89.200,24.250,8.387,0.231,28.033,-0.537
'[23:18:24.472 12/03/1996]',-0.051,-0.174,88.650,23.725,8.438,0.286,28.133,-0.536
'[23:18:24.474 12/03/1996]',-0.052,-0.175,88.650,23.725,8.438,0.286,28.133,-0.536
'[23:18:24.476 12/03/1996]',-0.053,-0.175,88.650,23.725,8.438,0.286,28.133,-0.536
'[23:18:24.478 12/03/1996]',-0.055,-0.176,88.650,23.725,8.438,0.286,28.133,-0.536
'[23:18:24.480 12/03/1996]',-0.056,-0.176,87.950,23.500,8.438,0.336,28.233,-0.536
'[23:18:24.482 12/03/1996]',-0.056,-0.176,87.950,23.500,8.438,0.336,28.233,-0.536
'[23:18:24.484 12/03/1996]',-0.058,-0.176,87.950,23.500,8.438,0.336,28.233,-0.536
'[23:18:24.486 12/03/1996]',-0.059,-0.176,87.950,23.500,8.438,0.336,28.233,-0.536
'[23:18:24.488 12/03/1996]',-0.059,-0.176,87.300,23.375,8.438,0.380,28.467,-0.536
'[23:18:24.490 12/03/1996]',-0.059,-0.177,87.300,23.375,8.438,0.380,28.467,-0.536
'[23:18:24.492 12/03/1996]',-0.059,-0.178,87.300,23.375,8.438,0.380,28.467,-0.536
'[23:18:24.494 12/03/1996]',-0.059,-0.179,87.300,23.375,8.438,0.380,28.467,-0.536
'[23:18:24.496 12/03/1996]',-0.059,-0.179,86.650,23.025,8.387,0.417,28.700,-0.535
'[23:18:24.498 12/03/1996]',-0.058,-0.180,86.650,23.025,8.387,0.417,28.700,-0.535
'[23:18:24.500 12/03/1996]',-0.057,-0.180,86.650,23.025,8.387,0.417,28.700,-0.535
'[23:18:24.502 12/03/1996]',-0.056,-0.180,86.650,23.025,8.387,0.417,28.700,-0.535
'[23:18:24.504 12/03/1996]',-0.056,-0.180,86.100,22.675,8.325,0.448,28.933,-0.535
'[23:18:24.506 12/03/1996]',-0.055,-0.180,86.100,22.675,8.325,0.448,28.933,-0.535
'[23:18:24.508 12/03/1996]',-0.055,-0.180,86.100,22.675,8.325,0.448,28.933,-0.535
'[23:18:24.510 12/03/1996]',-0.055,-0.181,86.100,22.675,8.325,0.448,28.933,-0.535
'[23:18:24.512 12/03/1996]',-0.055,-0.181,85.450,22.200,8.262,0.471,29.167,-0.534
'[23:18:24.514 12/03/1996]',-0.055,-0.181,85.450,22.200,8.262,0.471,29.167,-0.534
'[23:18:24.516 12/03/1996]',-0.055,-0.181,85.450,22.200,8.262,0.471,29.167,-0.534
'[23:18:24.518 12/03/1996]',-0.055,-0.182,85.450,22.200,8.262,0.471,29.167,-0.534
'[23:18:24.520 12/03/1996]',-0.055,-0.183,84.750,21.625,8.150,0.488,29.283,-0.534
'[23:18:24.522 12/03/1996]',-0.055,-0.184,84.750,21.625,8.150,0.488,29.283,-0.534
'[23:18:24.524 12/03/1996]',-0.055,-0.185,84.750,21.625,8.150,0.488,29.283,-0.534
'[23:18:24.526 12/03/1996]',-0.055,-0.187,84.750,21.625,8.150,0.488,29.283,-0.534
'[23:18:24.528 12/03/1996]',-0.055,-0.187,84.100,20.925,8.025,0.495,29.400,-0.534
'[23:18:24.530 12/03/1996]',-0.055,-0.187,84.100,20.925,8.025,0.495,29.400,-0.534
'[23:18:24.532 12/03/1996]',-0.054,-0.186,84.100,20.925,8.025,0.495,29.400,-0.534
'[23:18:24.534 12/03/1996]',-0.054,-0.185,84.100,20.925,8.025,0.495,29.400,-0.534
'[23:18:24.536 12/03/1996]',-0.053,-0.181,83.650,20.275,7.912,0.495,29.517,-0.533
'[23:18:24.538 12/03/1996]',-0.052,-0.178,83.650,20.275,7.912,0.495,29.517,-0.533
'[23:18:24.540 12/03/1996]',-0.051,-0.172,83.650,20.275,7.912,0.495,29.517,-0.533
'[23:18:24.542 12/03/1996]',-0.049,-0.165,83.650,20.275,7.912,0.495,29.517,-0.533
'[23:18:24.544 12/03/1996]',-0.046,-0.159,83.200,19.625,7.737,0.489,29.633,-0.533
'[23:18:24.546 12/03/1996]',-0.043,-0.152,83.200,19.625,7.737,0.489,29.633,-0.533
'[23:18:24.548 12/03/1996]',-0.040,-0.146,83.200,19.625,7.737,0.489,29.633,-0.533
'[23:18:24.550 12/03/1996]',-0.036,-0.141,83.200,19.625,7.737,0.489,29.633,-0.533
'[23:18:24.552 12/03/1996]',-0.034,-0.138,82.600,18.975,7.625,0.477,29.767,-0.532
'[23:18:24.554 12/03/1996]',-0.032,-0.135,82.600,18.975,7.625,0.477,29.767,-0.532
'[23:18:24.556 12/03/1996]',-0.030,-0.135,82.600,18.975,7.625,0.477,29.767,-0.532
'[23:18:24.558 12/03/1996]',-0.029,-0.135,82.600,18.975,7.625,0.477,29.767,-0.532
'[23:18:24.560 12/03/1996]',-0.026,-0.136,81.950,18.575,7.450,0.459,29.900,-0.531
'[23:18:24.562 12/03/1996]',-0.024,-0.137,81.950,18.575,7.450,0.459,29.900,-0.531
'[23:18:24.564 12/03/1996]',-0.021,-0.138,81.950,18.575,7.450,0.459,29.900,-0.531
'[23:18:24.566 12/03/1996]',-0.018,-0.138,81.950,18.575,7.450,0.459,29.900,-0.531
'[23:18:24.568 12/03/1996]',-0.015,-0.137,81.450,18.275,7.325,0.435,30.033,-0.530
'[23:18:24.570 12/03/1996]',-0.013,-0.135,81.450,18.275,7.325,0.435,30.033,-0.530
'[23:18:24.572 12/03/1996]',-0.011,-0.132,81.450,18.275,7.325,0.435,30.033,-0.530
'[23:18:24.574 12/03/1996]',-0.009,-0.129,81.450,18.275,7.325,0.435,30.033,-0.530
'[23:18:24.576 12/03/1996]',-0.006,-0.126,80.950,18.100,7.150,0.407,30.167,-0.529
'[23:18:24.578 12/03/1996]',-0.003,-0.122,80.950,18.100,7.150,0.407,30.167,-0.529
'[23:18:24.580 12/03/1996]',0.001,-0.120,80.950,18.100,7.150,0.407,30.167,-0.529
'[23:18:24.582 12/03/1996]',0.005,-0.118,80.950,18.100,7.150,0.407,30.167,-0.529
'[23:18:24.584 12/03/1996]',0.008,-0.120,80.500,17.925,6.912,0.377,30.250,-0.529
'[23:18:24.586 12/03/1996]',0.011,-0.122,80.500,17.925,6.912,0.377,30.250,-0.529
'[23:18:24.588 12/03/1996]',0.013,-0.127,80.500,17.925,6.912,0.377,30.250,-0.529
'[23:18:24.590 12/03/1996]',0.014,-0.131,80.500,17.925,6.912,0.377,30.250,-0.529
'[23:18:24.592 12/03/1996]',0.015,-0.136,80.000,17.800,6.625,0.344,30.383,-0.529
'[23:18:24.594 12/03/1996]',0.015,-0.140,80.000,17.800,6.625,0.344,30.383,-0.529
'[23:18:24.596 12/03/1996]',0.014,-0.144,80.000,17.800,6.625,0.344,30.383,-0.529
'[23:18:24.598 12/03/1996]',0.013,-0.148,80.000,17.800,6.625,0.344,30.383,-0.529
'[23:18:24.600 12/03/1996]',0.011,-0.150,79.550,17.750,6.388,0.310,30.517,-0.530
'[23:18:24.602 12/03/1996]',0.008,-0.152,79.550,17.750,6.388,0.310,30.517,-0.530
'[23:18:24.604 12/03/1996]',0.003,-0.154,79.550,17.750,6.388,0.310,30.517,-0.530
'[23:18:24.606 12/03/1996]',-0.002,-0.156,79.550,17.750,6.388,0.310,30.517,-0.530
'[23:18:24.608 12/03/1996]',-0.008,-0.160,79.100,17.750,6.150,0.276,30.650,-0.531
'[23:18:24.610 12/03/1996]',-0.014,-0.163,79.100,17.750,6.150,0.276,30.650,-0.531
'[23:18:24.612 12/03/1996]',-0.021,-0.169,79.100,17.750,6.150,0.276,30.650,-0.531
'[23:18:24.614 12/03/1996]',-0.029,-0.175,79.100,17.750,6.150,0.276,30.650,-0.531
'[23:18:24.616 12/03/1996]',-0.036,-0.182,78.700,17.875,5.925,0.241,30.650,-0.531
'[23:18:24.618 12/03/1996]',-0.043,-0.190,78.700,17.875,5.925,0.241,30.650,-0.531
'[23:18:24.620 12/03/1996]',-0.048,-0.198,78.700,17.875,5.925,0.241,30.650,-0.531
'[23:18:24.622 12/03/1996]',-0.053,-0.205,78.700,17.875,5.925,0.241,30.650,-0.531
'[23:18:24.624 12/03/1996]',-0.056,-0.211,78.300,18.100,5.688,0.206,30.667,-0.532
'[23:18:24.626 12/03/1996]',-0.059,-0.218,78.300,18.100,5.688,0.206,30.667,-0.532
'[23:18:24.628 12/03/1996]',-0.060,-0.222,78.300,18.100,5.688,0.206,30.667,-0.532
'[23:18:24.630 12/03/1996]',-0.061,-0.225,78.300,18.100,5.688,0.206,30.667,-0.532
'[23:18:24.632 12/03/1996]',-0.061,-0.226,78.100,18.400,5.513,0.171,30.683,-0.532
'[23:18:24.634 12/03/1996]',-0.061,-0.227,78.100,18.400,5.513,0.171,30.683,-0.532
'[23:18:24.636 12/03/1996]',-0.060,-0.227,78.100,18.400,5.513,0.171,30.683,-0.532
'[23:18:24.638 12/03/1996]',-0.060,-0.227,78.100,18.400,5.513,0.171,30.683,-0.532
'[23:18:24.640 12/03/1996]',-0.059,-0.227,77.900,18.625,5.338,0.138,30.700,-0.533
'[23:18:24.642 12/03/1996]',-0.059,-0.226,77.900,18.625,5.338,0.138,30.700,-0.533
'[23:18:24.644 12/03/1996]',-0.059,-0.225,77.900,18.625,5.338,0.138,30.700,-0.533
'[23:18:24.646 12/03/1996]',-0.058,-0.224,77.900,18.625,5.338,0.138,30.700,-0.533
'[23:18:24.648 12/03/1996]',-0.059,-0.223,77.700,18.625,5.162,0.103,30.667,-0.533
'[23:18:24.650 12/03/1996]',-0.060,-0.222,77.700,18.625,5.162,0.103,30.667,-0.533
'[23:18:24.652 12/03/1996]',-0.061,-0.221,77.700,18.625,5.162,0.103,30.667,-0.533
'[23:18:24.654 12/03/1996]',-0.062,-0.219,77.700,18.625,5.162,0.103,30.667,-0.533
'[23:18:24.656 12/03/1996]',-0.062,-0.217,77.450,18.450,5.037,0.069,30.667,-0.533
'[23:18:24.658 12/03/1996]',-0.062,-0.215,77.450,18.450,5.037,0.069,30.667,-0.533
'[23:18:24.660 12/03/1996]',-0.061,-0.214,77.450,18.450,5.037,0.069,30.667,-0.533
'[23:18:24.662 12/03/1996]',-0.060,-0.214,77.450,18.450,5.037,0.069,30.667,-0.533
'[23:18:24.664 12/03/1996]',-0.059,-0.214,77.200,18.150,4.987,0.035,30.667,-0.533
'[23:18:24.666 12/03/1996]',-0.059,-0.214,77.200,18.150,4.987,0.035,30.667,-0.533
'[23:18:24.668 12/03/1996]',-0.059,-0.213,77.200,18.150,4.987,0.035,30.667,-0.533
'[23:18:24.670 12/03/1996]',-0.058,-0.213,77.200,18.150,4.987,0.035,30.667,-0.533
'[23:18:24.672 12/03/1996]',-0.058,-0.212,77.050,17.875,4.987,0.004,30.667,-0.533
'[23:18:24.674 12/03/1996]',-0.058,-0.211,77.050,17.875,4.987,0.004,30.667,-0.533
'[23:18:24.676 12/03/1996]',-0.057,-0.210,77.050,17.875,4.987,0.004,30.667,-0.533
'[23:18:24.678 12/03/1996]',-0.056,-0.209,77.050,17.875,4.987,0.004,30.667,-0.533
'[23:18:24.680 12/03/1996]',-0.056,-0.208,76.900,17.525,5.037,-0.028,30.633,-0.534
'[23:18:24.682 12/03/1996]',-0.055,-0.208,76.900,17.525,5.037,-0.028,30.633,-0.534
'[23:18:24.684 12/03/1996]',-0.055,-0.207,76.900,17.525,5.037,-0.028,30.633,-0.534
'[23:18:24.686 12/03/1996]',-0.055,-0.206,76.900,17.525,5.037,-0.028,30.633,-0.534
'[23:18:24.688 12/03/1996]',-0.055,-0.205,76.800,17.050,5.162,-0.057,30.617,-0.534
'[23:18:24.690 12/03/1996]',-0.055,-0.205,76.800,17.050,5.162,-0.057,30.617,-0.534
'[23:18:24.692 12/03/1996]',-0.055,-0.206,76.800,17.050,5.162,-0.057,30.617,-0.534
'[23:18:24.694 12/03/1996]',-0.055,-0.208,76.800,17.050,5.162,-0.057,30.617,-0.534
'[23:18:24.696 12/03/1996]',-0.055,-0.208,76.600,16.450,5.388,-0.086,30.600,-0.535
'[23:18:24.698 12/03/1996]',-0.055,-0.209,76.600,16.450,5.388,-0.086,30.600,-0.535
'[23:18:24.700 12/03/1996]',-0.054,-0.209,76.600,16.450,5.388,-0.086,30.600,-0.535
'[23:18:24.702 12/03/1996]',-0.054,-0.209,76.600,16.450,5.388,-0.086,30.600,-0.535
'[23:18:24.704 12/03/1996]',-0.053,-0.208,76.500,15.700,5.688,-0.114,30.583,-0.535
'[23:18:24.706 12/03/1996]',-0.052,-0.208,76.500,15.700,5.688,-0.114,30.583,-0.535
'[23:18:24.708 12/03/1996]',-0.052,-0.206,76.500,15.700,5.688,-0.114,30.583,-0.535
'[23:18:24.710 12/03/1996]',-0.052,-0.205,76.500,15.700,5.688,-0.114,30.583,-0.535
'[23:18:24.712 12/03/1996]',-0.053,-0.203,76.400,14.825,6.037,-0.140,30.433,-0.536
'[23:18:24.714 12/03/1996]',-0.054,-0.200,76.400,14.825,6.037,-0.140,30.433,-0.536
'[23:18:24.716 12/03/1996]',-0.055,-0.199,76.400,14.825,6.037,-0.140,30.433,-0.536
'[23:18:24.718 12/03/1996]',-0.056,-0.197,76.400,14.825,6.037,-0.140,30.433,-0.536
'[23:18:24.720 12/03/1996]',-0.058,-0.196,76.400,13.825,6.388,-0.165,30.283,-0.536
'[23:18:24.722 12/03/1996]',-0.059,-0.194,76.400,13.825,6.388,-0.165,30.283,-0.536
'[23:18:24.724 12/03/1996]',-0.059,-0.195,76.400,13.825,6.388,-0.165,30.283,-0.536
'[23:18:24.726 12/03/1996]',-0.059,-0.196,76.400,13.825,6.388,-0.165,30.283,-0.536
'[23:18:24.728 12/03/1996]',-0.057,-0.198,76.450,12.700,6.688,-0.188,30.133,-0.536
'[23:18:24.730 12/03/1996]',-0.055,-0.199,76.450,12.700,6.688,-0.188,30.133,-0.536
'[23:18:24.732 12/03/1996]',-0.048,-0.198,76.450,12.700,6.688,-0.188,30.133,-0.536
'[23:18:24.734 12/03/1996]',-0.041,-0.196,76.450,12.700,6.688,-0.188,30.133,-0.536
'[23:18:24.736 12/03/1996]',-0.026,-0.188,76.450,11.650,6.862,-0.210,29.983,-0.536
'[23:18:24.738 12/03/1996]',-0.011,-0.179,76.450,11.650,6.862,-0.210,29.983,-0.536
'[23:18:24.740 12/03/1996]',0.018,-0.161,76.450,11.650,6.862,-0.210,29.983,-0.536
'[23:18:24.742 12/03/1996]',0.046,-0.142,76.450,11.650,6.862,-0.210,29.983,-0.536
'[23:18:24.744 12/03/1996]',0.088,-0.116,76.400,10.775,6.975,-0.231,29.917,-0.536
'[23:18:24.746 12/03/1996]',0.131,-0.090,76.400,10.775,6.975,-0.231,29.917,-0.536
'[23:18:24.748 12/03/1996]',0.186,-0.062,76.400,10.775,6.975,-0.231,29.917,-0.536
'[23:18:24.750 12/03/1996]',0.242,-0.034,76.400,10.775,6.975,-0.231,29.917,-0.536
'[23:18:24.752 12/03/1996]',0.303,-0.009,76.350,10.200,7.037,-0.250,29.867,-0.536
'[23:18:24.754 12/03/1996]',0.364,0.015,76.350,10.200,7.037,-0.250,29.867,-0.536
'[23:18:24.756 12/03/1996]',0.421,0.030,76.350,10.200,7.037,-0.250,29.867,-0.536
'[23:18:24.758 12/03/1996]',0.479,0.046,76.350,10.200,7.037,-0.250,29.867,-0.536
'[23:18:24.760 12/03/1996]',0.525,0.052,76.350,9.950,7.037,-0.269,29.817,-0.535
'[23:18:24.762 12/03/1996]',0.572,0.059,76.350,9.950,7.037,-0.269,29.817,-0.535
'[23:18:24.764 12/03/1996]',0.601,0.059,76.350,9.950,7.037,-0.269,29.817,-0.535
'[23:18:24.766 12/03/1996]',0.630,0.058,76.350,9.950,7.037,-0.269,29.817,-0.535
'[23:18:24.768 12/03/1996]',0.636,0.056,76.350,10.075,7.037,-0.283,29.767,-0.534
'[23:18:24.770 12/03/1996]',0.643,0.054,76.350,10.075,7.037,-0.283,29.767,-0.534
'[23:18:24.772 12/03/1996]',0.625,0.057,76.350,10.075,7.037,-0.283,29.767,-0.534
'[23:18:24.774 12/03/1996]',0.607,0.060,76.350,10.075,7.037,-0.283,29.767,-0.534
'[23:18:24.776 12/03/1996]',0.570,0.069,76.350,10.550,6.912,-0.299,29.667,-0.533
'[23:18:24.778 12/03/1996]',0.533,0.078,76.350,10.550,6.912,-0.299,29.667,-0.533
'[23:18:24.780 12/03/1996]',0.483,0.090,76.350,10.550,6.912,-0.299,29.667,-0.533
'[23:18:24.782 12/03/1996]',0.434,0.102,76.350,10.550,6.912,-0.299,29.667,-0.533
'[23:18:24.784 12/03/1996]',0.381,0.113,76.250,11.425,6.800,-0.313,29.617,-0.532
'[23:18:24.786 12/03/1996]',0.327,0.123,76.250,11.425,6.800,-0.313,29.617,-0.532
'[23:18:24.788 12/03/1996]',0.280,0.128,76.250,11.425,6.800,-0.313,29.617,-0.532
'[23:18:24.790 12/03/1996]',0.232,0.133,76.250,11.425,6.800,-0.313,29.617,-0.532
'[23:18:24.792 12/03/1996]',0.195,0.135,76.150,12.600,6.562,-0.325,29.567,-0.530
'[23:18:24.794 12/03/1996]',0.158,0.136,76.150,12.600,6.562,-0.325,29.567,-0.530
'[23:18:24.796 12/03/1996]',0.133,0.136,76.150,12.600,6.562,-0.325,29.567,-0.530
'[23:18:24.798 12/03/1996]',0.107,0.136,76.150,12.600,6.562,-0.325,29.567,-0.530
'[23:18:24.800 12/03/1996]',0.090,0.135,76.050,13.875,6.325,-0.339,29.517,-0.529
'[23:18:24.802 12/03/1996]',0.073,0.134,76.050,13.875,6.325,-0.339,29.517,-0.529
'[23:18:24.804 12/03/1996]',0.061,0.127,76.050,13.875,6.325,-0.339,29.517,-0.529
'[23:18:24.806 12/03/1996]',0.050,0.119,76.050,13.875,6.325,-0.339,29.517,-0.529
'[23:18:24.808 12/03/1996]',0.041,0.102,75.900,15.175,6.100,-0.351,29.317,-0.529
'[23:18:24.810 12/03/1996]',0.032,0.085,75.900,15.175,6.100,-0.351,29.317,-0.529
'[23:18:24.812 12/03/1996]',0.025,0.060,75.900,15.175,6.100,-0.351,29.317,-0.529
'[23:18:24.814 12/03/1996]',0.017,0.035,75.900,15.175,6.100,-0.351,29.317,-0.529
'[23:18:24.816 12/03/1996]',0.008,0.003,75.850,16.350,5.925,-0.361,29.167,-0.529
'[23:18:24.818 12/03/1996]',-0.001,-0.030,75.850,16.350,5.925,-0.361,29.167,-0.529
'[23:18:24.820 12/03/1996]',-0.013,-0.066,75.850,16.350,5.925,-0.361,29.167,-0.529
'[23:18:24.822 12/03/1996]',-0.025,-0.102,75.850,16.350,5.925,-0.361,29.167,-0.529
'[23:18:24.824 12/03/1996]',-0.039,-0.139,75.850,17.225,5.750,-0.373,29.017,-0.529
'[23:18:24.826 12/03/1996]',-0.053,-0.176,75.850,17.225,5.750,-0.373,29.017,-0.529
