'Time and date','I','aVL','ABP','PAP','CVP','PLETH','CO2'
'[16:40:40.986 01/04/1996]',0.190,0.162,148.650,51.843,35.587,0.024,43.817
'[16:40:40.988 01/04/1996]',0.188,0.162,148.650,51.843,35.587,0.024,43.817
'[16:40:40.990 01/04/1996]',0.187,0.152,148.650,51.843,35.587,0.024,43.817
'[16:40:40.992 01/04/1996]',0.184,0.152,149.050,51.843,35.288,0.038,43.817
'[16:40:40.994 01/04/1996]',0.181,0.152,149.050,51.843,35.288,0.038,43.817
'[16:40:40.996 01/04/1996]',0.178,0.152,149.050,51.843,35.288,0.038,43.817
'[16:40:40.998 01/04/1996]',0.175,0.152,149.050,51.843,35.288,0.038,43.817
'[16:40:41.000 01/04/1996]',0.171,0.152,147.550,51.893,35.000,0.050,43.767
'[16:40:41.002 01/04/1996]',0.167,0.152,147.550,51.893,35.000,0.050,43.767
'[16:40:41.004 01/04/1996]',0.163,0.142,147.550,51.893,35.000,0.050,43.767
'[16:40:41.006 01/04/1996]',0.158,0.142,147.550,51.893,35.000,0.050,43.767
'[16:40:41.008 01/04/1996]',0.153,0.152,144.800,51.793,34.825,0.061,43.767
'[16:40:41.010 01/04/1996]',0.148,0.142,144.800,51.793,34.825,0.061,43.767
'[16:40:41.012 01/04/1996]',0.143,0.142,144.800,51.793,34.825,0.061,43.767
'[16:40:41.014 01/04/1996]',0.138,0.142,144.800,51.793,34.825,0.061,43.767
'[16:40:41.016 01/04/1996]',0.134,0.142,140.950,51.668,34.763,0.070,43.767
'[16:40:41.018 01/04/1996]',0.129,0.152,140.950,51.668,34.763,0.070,43.767
'[16:40:41.020 01/04/1996]',0.124,0.142,140.950,51.668,34.763,0.070,43.767
'[16:40:41.022 01/04/1996]',0.120,0.142,140.950,51.668,34.763,0.070,43.767
'[16:40:41.024 01/04/1996]',0.117,0.132,136.500,51.443,34.825,0.079,43.767
'[16:40:41.026 01/04/1996]',0.114,0.112,136.500,51.443,34.825,0.079,43.767
'[16:40:41.028 01/04/1996]',0.111,0.112,136.500,51.443,34.825,0.079,43.767
'[16:40:41.030 01/04/1996]',0.109,0.112,136.500,51.443,34.825,0.079,43.767
'[16:40:41.032 01/04/1996]',0.106,0.112,131.750,51.093,35.112,0.087,43.767
'[16:40:41.034 01/04/1996]',0.103,0.112,131.750,51.093,35.112,0.087,43.767
'[16:40:41.036 01/04/1996]',0.100,0.122,131.750,51.093,35.112,0.087,43.767
'[16:40:41.038 01/04/1996]',0.096,0.122,131.750,51.093,35.112,0.087,43.767
'[16:40:41.040 01/04/1996]',0.090,0.122,127.250,50.367,35.462,0.090,43.800
'[16:40:41.042 01/04/1996]',0.085,0.122,127.250,50.367,35.462,0.090,43.800
'[16:40:41.044 01/04/1996]',0.078,0.112,127.250,50.367,35.462,0.090,43.800
'[16:40:41.046 01/04/1996]',0.072,0.112,127.250,50.367,35.462,0.090,43.800
'[16:40:41.048 01/04/1996]',0.066,0.102,123.200,49.391,35.875,0.093,43.833
'[16:40:41.050 01/04/1996]',0.060,0.102,123.200,49.391,35.875,0.093,43.833
'[16:40:41.052 01/04/1996]',0.056,0.092,123.200,49.391,35.875,0.093,43.833
'[16:40:41.054 01/04/1996]',0.052,0.082,123.200,49.391,35.875,0.093,43.833
'[16:40:41.056 01/04/1996]',0.050,0.071,119.450,48.215,36.288,0.093,43.867
'[16:40:41.058 01/04/1996]',0.048,0.082,119.450,48.215,36.288,0.093,43.867
'[16:40:41.060 01/04/1996]',0.047,0.082,119.450,48.215,36.288,0.093,43.867
'[16:40:41.062 01/04/1996]',0.046,0.082,119.450,48.215,36.288,0.093,43.867
'[16:40:41.064 01/04/1996]',0.045,0.082,116.000,47.264,36.700,0.097,43.883
'[16:40:41.066 01/04/1996]',0.044,0.092,116.000,47.264,36.700,0.097,43.883
'[16:40:41.068 01/04/1996]',0.043,0.092,116.000,47.264,36.700,0.097,43.883
'[16:40:41.070 01/04/1996]',0.041,0.092,116.000,47.264,36.700,0.097,43.883
'[16:40:41.072 01/04/1996]',0.038,0.082,112.650,46.689,37.163,0.093,43.950
'[16:40:41.074 01/04/1996]',0.035,0.082,112.650,46.689,37.163,0.093,43.950
'[16:40:41.076 01/04/1996]',0.032,0.082,112.650,46.689,37.163,0.093,43.950
'[16:40:41.078 01/04/1996]',0.030,0.071,112.650,46.689,37.163,0.093,43.950
'[16:40:41.080 01/04/1996]',0.028,0.071,109.250,46.213,37.513,0.090,44.017
'[16:40:41.082 01/04/1996]',0.025,0.061,109.250,46.213,37.513,0.090,44.017
'[16:40:41.084 01/04/1996]',0.024,0.051,109.250,46.213,37.513,0.090,44.017
'[16:40:41.086 01/04/1996]',0.022,0.051,109.250,46.213,37.513,0.090,44.017
'[16:40:41.088 01/04/1996]',0.021,0.051,105.750,45.638,37.812,0.087,44.083
'[16:40:41.090 01/04/1996]',0.020,0.041,105.750,45.638,37.812,0.087,44.083
'[16:40:41.092 01/04/1996]',0.019,0.051,105.750,45.638,37.812,0.087,44.083
'[16:40:41.094 01/04/1996]',0.019,0.051,105.750,45.638,37.812,0.087,44.083
'[16:40:41.096 01/04/1996]',0.020,0.051,102.150,45.213,37.987,0.082,44.167
'[16:40:41.098 01/04/1996]',0.021,0.051,102.150,45.213,37.987,0.082,44.167
'[16:40:41.100 01/04/1996]',0.023,0.051,102.150,45.213,37.987,0.082,44.167
'[16:40:41.102 01/04/1996]',0.025,0.051,102.150,45.213,37.987,0.082,44.167
'[16:40:41.104 01/04/1996]',0.027,0.051,98.700,45.638,38.038,0.076,44.283
'[16:40:41.106 01/04/1996]',0.029,0.051,98.700,45.638,38.038,0.076,44.283
'[16:40:41.108 01/04/1996]',0.031,0.061,98.700,45.638,38.038,0.076,44.283
'[16:40:41.110 01/04/1996]',0.032,0.061,98.700,45.638,38.038,0.076,44.283
'[16:40:41.112 01/04/1996]',0.032,0.061,95.900,47.515,38.038,0.073,44.400
'[16:40:41.114 01/04/1996]',0.033,0.061,95.900,47.515,38.038,0.073,44.400
'[16:40:41.116 01/04/1996]',0.032,0.051,95.900,47.515,38.038,0.073,44.400
'[16:40:41.118 01/04/1996]',0.031,0.051,95.900,47.515,38.038,0.073,44.400
'[16:40:41.120 01/04/1996]',0.029,0.061,94.000,50.667,37.987,0.065,44.517
'[16:40:41.122 01/04/1996]',0.027,0.061,94.000,50.667,37.987,0.065,44.517
'[16:40:41.124 01/04/1996]',0.025,0.051,94.000,50.667,37.987,0.065,44.517
'[16:40:41.126 01/04/1996]',0.024,0.051,94.000,50.667,37.987,0.065,44.517
'[16:40:41.128 01/04/1996]',0.024,0.051,93.300,53.895,38.038,0.061,44.500
'[16:40:41.130 01/04/1996]',0.023,0.041,93.300,53.895,38.038,0.061,44.500
'[16:40:41.132 01/04/1996]',0.024,0.041,93.300,53.895,38.038,0.061,44.500
'[16:40:41.134 01/04/1996]',0.025,0.041,93.300,53.895,38.038,0.061,44.500
'[16:40:41.136 01/04/1996]',0.028,0.041,93.650,55.771,38.163,0.050,44.533
'[16:40:41.138 01/04/1996]',0.031,0.041,93.650,55.771,38.163,0.050,44.533
'[16:40:41.140 01/04/1996]',0.033,0.051,93.650,55.771,38.163,0.050,44.533
'[16:40:41.142 01/04/1996]',0.036,0.051,93.650,55.771,38.163,0.050,44.533
'[16:40:41.144 01/04/1996]',0.039,0.051,95.150,55.546,38.337,0.041,44.567
'[16:40:41.146 01/04/1996]',0.043,0.051,95.150,55.546,38.337,0.041,44.567
'[16:40:41.148 01/04/1996]',0.046,0.051,95.150,55.546,38.337,0.041,44.567
'[16:40:41.150 01/04/1996]',0.049,0.051,95.150,55.546,38.337,0.041,44.567
'[16:40:41.152 01/04/1996]',0.051,0.051,97.650,53.545,38.575,0.029,44.600
'[16:40:41.154 01/04/1996]',0.054,0.051,97.650,53.545,38.575,0.029,44.600
'[16:40:41.156 01/04/1996]',0.055,0.061,97.650,53.545,38.575,0.029,44.600
'[16:40:41.158 01/04/1996]',0.057,0.061,97.650,53.545,38.575,0.029,44.600
'[16:40:41.160 01/04/1996]',0.057,0.061,100.950,50.792,38.925,0.018,44.600
'[16:40:41.162 01/04/1996]',0.057,0.051,100.950,50.792,38.925,0.018,44.600
'[16:40:41.164 01/04/1996]',0.055,0.051,100.950,50.792,38.925,0.018,44.600
'[16:40:41.166 01/04/1996]',0.054,0.051,100.950,50.792,38.925,0.018,44.600
'[16:40:41.168 01/04/1996]',0.051,0.051,104.600,48.140,39.212,0.011,44.633
'[16:40:41.170 01/04/1996]',0.049,0.051,104.600,48.140,39.212,0.011,44.633
'[16:40:41.172 01/04/1996]',0.046,0.051,104.600,48.140,39.212,0.011,44.633
'[16:40:41.174 01/04/1996]',0.043,0.051,104.600,48.140,39.212,0.011,44.633
'[16:40:41.176 01/04/1996]',0.039,0.051,108.150,45.988,39.513,0.003,44.667
'[16:40:41.178 01/04/1996]',0.034,0.051,108.150,45.988,39.513,0.003,44.667
'[16:40:41.180 01/04/1996]',0.029,0.051,108.150,45.988,39.513,0.003,44.667
'[16:40:41.182 01/04/1996]',0.024,0.051,108.150,45.988,39.513,0.003,44.667
'[16:40:41.184 01/04/1996]',0.019,0.051,111.250,43.862,39.688,-0.006,44.700
'[16:40:41.186 01/04/1996]',0.015,0.051,111.250,43.862,39.688,-0.006,44.700
'[16:40:41.188 01/04/1996]',0.010,0.051,111.250,43.862,39.688,-0.006,44.700
'[16:40:41.190 01/04/1996]',0.006,0.041,111.250,43.862,39.688,-0.006,44.700
'[16:40:41.192 01/04/1996]',0.002,0.031,113.700,41.460,39.862,-0.009,44.717
'[16:40:41.194 01/04/1996]',-0.001,0.031,113.700,41.460,39.862,-0.009,44.717
'[16:40:41.196 01/04/1996]',-0.003,0.021,113.700,41.460,39.862,-0.009,44.717
'[16:40:41.198 01/04/1996]',-0.004,0.021,113.700,41.460,39.862,-0.009,44.717
'[16:40:41.200 01/04/1996]',-0.004,0.021,115.450,39.007,40.038,-0.011,44.783
'[16:40:41.202 01/04/1996]',-0.004,0.021,115.450,39.007,40.038,-0.011,44.783
'[16:40:41.204 01/04/1996]',-0.003,0.031,115.450,39.007,40.038,-0.011,44.783
'[16:40:41.206 01/04/1996]',-0.001,0.031,115.450,39.007,40.038,-0.011,44.783
'[16:40:41.208 01/04/1996]',0.001,0.041,116.400,37.231,40.212,-0.015,44.850
'[16:40:41.210 01/04/1996]',0.002,0.051,116.400,37.231,40.212,-0.015,44.850
'[16:40:41.212 01/04/1996]',0.003,0.051,116.400,37.231,40.212,-0.015,44.850
'[16:40:41.214 01/04/1996]',0.004,0.051,116.400,37.231,40.212,-0.015,44.850
'[16:40:41.216 01/04/1996]',0.004,0.051,116.500,36.706,40.388,-0.011,44.917
'[16:40:41.218 01/04/1996]',0.004,0.051,116.500,36.706,40.388,-0.011,44.917
'[16:40:41.220 01/04/1996]',0.002,0.051,116.500,36.706,40.388,-0.011,44.917
'[16:40:41.222 01/04/1996]',0.001,0.051,116.500,36.706,40.388,-0.011,44.917
'[16:40:41.224 01/04/1996]',-0.001,0.051,115.800,37.406,40.562,-0.009,44.967
'[16:40:41.226 01/04/1996]',-0.003,0.051,115.800,37.406,40.562,-0.009,44.967
'[16:40:41.228 01/04/1996]',-0.004,0.041,115.800,37.406,40.562,-0.009,44.967
'[16:40:41.230 01/04/1996]',-0.006,0.041,115.800,37.406,40.562,-0.009,44.967
'[16:40:41.232 01/04/1996]',-0.007,0.041,114.550,38.882,40.737,-0.006,45.017
'[16:40:41.234 01/04/1996]',-0.008,0.041,114.550,38.882,40.737,-0.006,45.017
'[16:40:41.236 01/04/1996]',-0.009,0.041,114.550,38.882,40.737,-0.006,45.017
'[16:40:41.238 01/04/1996]',-0.009,0.041,114.550,38.882,40.737,-0.006,45.017
'[16:40:41.240 01/04/1996]',-0.010,0.041,112.900,40.534,40.913,-0.003,45.067
'[16:40:41.242 01/04/1996]',-0.010,0.041,112.900,40.534,40.913,-0.003,45.067
'[16:40:41.244 01/04/1996]',-0.011,0.031,112.900,40.534,40.913,-0.003,45.067
'[16:40:41.246 01/04/1996]',-0.012,0.031,112.900,40.534,40.913,-0.003,45.067
'[16:40:41.248 01/04/1996]',-0.015,0.041,111.050,42.060,41.025,0.003,45.117
'[16:40:41.250 01/04/1996]',-0.017,0.031,111.050,42.060,41.025,0.003,45.117
'[16:40:41.252 01/04/1996]',-0.019,0.031,111.050,42.060,41.025,0.003,45.117
'[16:40:41.254 01/04/1996]',-0.021,0.031,111.050,42.060,41.025,0.003,45.117
'[16:40:41.256 01/04/1996]',-0.024,0.031,109.100,43.236,41.087,0.006,45.217
'[16:40:41.258 01/04/1996]',-0.026,0.021,109.100,43.236,41.087,0.006,45.217
'[16:40:41.260 01/04/1996]',-0.027,0.021,109.100,43.236,41.087,0.006,45.217
'[16:40:41.262 01/04/1996]',-0.028,0.001,109.100,43.236,41.087,0.006,45.217
'[16:40:41.264 01/04/1996]',-0.027,0.001,106.950,43.862,41.150,0.009,45.317
'[16:40:41.266 01/04/1996]',-0.026,0.001,106.950,43.862,41.150,0.009,45.317
'[16:40:41.268 01/04/1996]',-0.022,0.001,106.950,43.862,41.150,0.009,45.317
'[16:40:41.270 01/04/1996]',-0.018,0.021,106.950,43.862,41.150,0.009,45.317
'[16:40:41.272 01/04/1996]',-0.009,0.021,104.900,44.212,41.150,0.009,45.417
'[16:40:41.274 01/04/1996]',-0.001,0.041,104.900,44.212,41.150,0.009,45.417
'[16:40:41.276 01/04/1996]',0.014,0.051,104.900,44.212,41.150,0.009,45.417
'[16:40:41.278 01/04/1996]',0.030,0.051,104.900,44.212,41.150,0.009,45.417
'[16:40:41.280 01/04/1996]',0.055,0.071,103.200,44.212,41.087,0.011,45.517
'[16:40:41.282 01/04/1996]',0.080,0.082,103.200,44.212,41.087,0.011,45.517
'[16:40:41.284 01/04/1996]',0.114,0.102,103.200,44.212,41.087,0.011,45.517
'[16:40:41.286 01/04/1996]',0.149,0.112,103.200,44.212,41.087,0.011,45.517
'[16:40:41.288 01/04/1996]',0.186,0.142,102.050,44.112,40.975,0.006,45.533
'[16:40:41.290 01/04/1996]',0.222,0.193,102.050,44.112,40.975,0.006,45.533
'[16:40:41.292 01/04/1996]',0.247,0.253,102.050,44.112,40.975,0.006,45.533
'[16:40:41.294 01/04/1996]',0.272,0.334,102.050,44.112,40.975,0.006,45.533
'[16:40:41.296 01/04/1996]',0.271,0.405,101.150,43.862,40.800,0.003,45.567
'[16:40:41.298 01/04/1996]',0.269,0.435,101.150,43.862,40.800,0.003,45.567
'[16:40:41.300 01/04/1996]',0.239,0.455,101.150,43.862,40.800,0.003,45.567
'[16:40:41.302 01/04/1996]',0.209,0.445,101.150,43.862,40.800,0.003,45.567
'[16:40:41.304 01/04/1996]',0.162,0.415,100.450,43.686,40.625,0.003,45.600
'[16:40:41.306 01/04/1996]',0.114,0.334,100.450,43.686,40.625,0.003,45.600
'[16:40:41.308 01/04/1996]',0.067,0.223,100.450,43.686,40.625,0.003,45.600
'[16:40:41.310 01/04/1996]',0.020,0.122,100.450,43.686,40.625,0.003,45.600
'[16:40:41.312 01/04/1996]',-0.013,0.051,99.950,43.511,40.450,0.000,45.633
'[16:40:41.314 01/04/1996]',-0.046,-0.009,99.950,43.511,40.450,0.000,45.633
'[16:40:41.316 01/04/1996]',-0.062,-0.040,99.950,43.511,40.450,0.000,45.633
'[16:40:41.318 01/04/1996]',-0.077,-0.070,99.950,43.511,40.450,0.000,45.633
'[16:40:41.320 01/04/1996]',-0.084,-0.080,99.450,43.511,40.275,-0.009,45.767
'[16:40:41.322 01/04/1996]',-0.090,-0.070,99.450,43.511,40.275,-0.009,45.767
'[16:40:41.324 01/04/1996]',-0.097,-0.050,99.450,43.511,40.275,-0.009,45.767
'[16:40:41.326 01/04/1996]',-0.104,-0.040,99.450,43.511,40.275,-0.009,45.767
'[16:40:41.328 01/04/1996]',-0.116,-0.019,99.150,43.586,40.150,-0.009,45.933
'[16:40:41.330 01/04/1996]',-0.129,-0.019,99.150,43.586,40.150,-0.009,45.933
'[16:40:41.332 01/04/1996]',-0.146,-0.019,99.150,43.586,40.150,-0.009,45.933
'[16:40:41.334 01/04/1996]',-0.164,-0.019,99.150,43.586,40.150,-0.009,45.933
'[16:40:41.336 01/04/1996]',-0.184,-0.019,99.000,43.686,40.087,-0.015,46.100
'[16:40:41.338 01/04/1996]',-0.205,-0.019,99.000,43.686,40.087,-0.015,46.100
'[16:40:41.340 01/04/1996]',-0.225,-0.050,99.000,43.686,40.087,-0.015,46.100
'[16:40:41.342 01/04/1996]',-0.245,-0.070,99.000,43.686,40.087,-0.015,46.100
'[16:40:41.344 01/04/1996]',-0.261,-0.100,99.100,43.811,40.150,-0.018,46.267
'[16:40:41.346 01/04/1996]',-0.277,-0.121,99.100,43.811,40.150,-0.018,46.267
'[16:40:41.348 01/04/1996]',-0.288,-0.131,99.100,43.811,40.150,-0.018,46.267
'[16:40:41.350 01/04/1996]',-0.299,-0.151,99.100,43.811,40.150,-0.018,46.267
'[16:40:41.352 01/04/1996]',-0.304,-0.171,99.550,43.862,40.212,-0.024,46.333
'[16:40:41.354 01/04/1996]',-0.309,-0.171,99.550,43.862,40.212,-0.024,46.333
'[16:40:41.356 01/04/1996]',-0.307,-0.171,99.550,43.862,40.212,-0.024,46.333
'[16:40:41.358 01/04/1996]',-0.304,-0.171,99.550,43.862,40.212,-0.024,46.333
'[16:40:41.360 01/04/1996]',-0.294,-0.181,100.000,44.037,40.388,-0.026,46.400
'[16:40:41.362 01/04/1996]',-0.283,-0.171,100.000,44.037,40.388,-0.026,46.400
'[16:40:41.364 01/04/1996]',-0.265,-0.171,100.000,44.037,40.388,-0.026,46.400
'[16:40:41.366 01/04/1996]',-0.247,-0.161,100.000,44.037,40.388,-0.026,46.400
'[16:40:41.368 01/04/1996]',-0.223,-0.151,100.050,44.562,40.562,-0.032,46.467
'[16:40:41.370 01/04/1996]',-0.199,-0.121,100.050,44.562,40.562,-0.032,46.467
'[16:40:41.372 01/04/1996]',-0.171,-0.100,100.050,44.562,40.562,-0.032,46.467
'[16:40:41.374 01/04/1996]',-0.144,-0.080,100.050,44.562,40.562,-0.032,46.467
'[16:40:41.376 01/04/1996]',-0.117,-0.070,99.400,45.563,40.850,-0.032,46.533
'[16:40:41.378 01/04/1996]',-0.089,-0.050,99.400,45.563,40.850,-0.032,46.533
'[16:40:41.380 01/04/1996]',-0.065,-0.029,99.400,45.563,40.850,-0.032,46.533
'[16:40:41.382 01/04/1996]',-0.040,-0.019,99.400,45.563,40.850,-0.032,46.533
'[16:40:41.384 01/04/1996]',-0.020,0.001,98.300,46.864,41.212,-0.038,46.517
'[16:40:41.386 01/04/1996]',0.000,0.021,98.300,46.864,41.212,-0.038,46.517
'[16:40:41.388 01/04/1996]',0.014,0.041,98.300,46.864,41.212,-0.038,46.517
'[16:40:41.390 01/04/1996]',0.029,0.051,98.300,46.864,41.212,-0.038,46.517
'[16:40:41.392 01/04/1996]',0.038,0.071,97.500,48.040,41.562,-0.044,46.550
'[16:40:41.394 01/04/1996]',0.047,0.071,97.500,48.040,41.562,-0.044,46.550
'[16:40:41.396 01/04/1996]',0.052,0.082,97.500,48.040,41.562,-0.044,46.550
'[16:40:41.398 01/04/1996]',0.057,0.092,97.500,48.040,41.562,-0.044,46.550
'[16:40:41.400 01/04/1996]',0.059,0.092,97.500,48.866,41.850,-0.052,46.583
'[16:40:41.402 01/04/1996]',0.062,0.102,97.500,48.866,41.850,-0.052,46.583
'[16:40:41.404 01/04/1996]',0.063,0.092,97.500,48.866,41.850,-0.052,46.583
'[16:40:41.406 01/04/1996]',0.065,0.102,97.500,48.866,41.850,-0.052,46.583
'[16:40:41.408 01/04/1996]',0.066,0.102,98.100,49.741,42.087,-0.056,46.617
'[16:40:41.410 01/04/1996]',0.068,0.092,98.100,49.741,42.087,-0.056,46.617
'[16:40:41.412 01/04/1996]',0.069,0.092,98.100,49.741,42.087,-0.056,46.617
'[16:40:41.414 01/04/1996]',0.070,0.092,98.100,49.741,42.087,-0.056,46.617
'[16:40:41.416 01/04/1996]',0.071,0.102,98.600,51.017,42.200,-0.061,46.633
'[16:40:41.418 01/04/1996]',0.073,0.102,98.600,51.017,42.200,-0.061,46.633
'[16:40:41.420 01/04/1996]',0.073,0.102,98.600,51.017,42.200,-0.061,46.633
'[16:40:41.422 01/04/1996]',0.073,0.102,98.600,51.017,42.200,-0.061,46.633
'[16:40:41.424 01/04/1996]',0.073,0.102,98.450,52.969,42.263,-0.067,46.700
'[16:40:41.426 01/04/1996]',0.072,0.102,98.450,52.969,42.263,-0.067,46.700
'[16:40:41.428 01/04/1996]',0.071,0.102,98.450,52.969,42.263,-0.067,46.700
'[16:40:41.430 01/04/1996]',0.070,0.102,98.450,52.969,42.263,-0.067,46.700
'[16:40:41.432 01/04/1996]',0.069,0.092,98.100,55.196,42.263,-0.070,46.767
'[16:40:41.434 01/04/1996]',0.068,0.092,98.100,55.196,42.263,-0.070,46.767
'[16:40:41.436 01/04/1996]',0.069,0.082,98.100,55.196,42.263,-0.070,46.767
'[16:40:41.438 01/04/1996]',0.069,0.082,98.100,55.196,42.263,-0.070,46.767
'[16:40:41.440 01/04/1996]',0.071,0.092,98.100,57.248,42.150,-0.073,46.833
'[16:40:41.442 01/04/1996]',0.073,0.082,98.100,57.248,42.150,-0.073,46.833
'[16:40:41.444 01/04/1996]',0.075,0.092,98.100,57.248,42.150,-0.073,46.833
'[16:40:41.446 01/04/1996]',0.077,0.092,98.100,57.248,42.150,-0.073,46.833
'[16:40:41.448 01/04/1996]',0.081,0.092,98.450,58.874,42.087,-0.076,46.783
'[16:40:41.450 01/04/1996]',0.084,0.092,98.450,58.874,42.087,-0.076,46.783
'[16:40:41.452 01/04/1996]',0.086,0.092,98.450,58.874,42.087,-0.076,46.783
'[16:40:41.454 01/04/1996]',0.088,0.092,98.450,58.874,42.087,-0.076,46.783
'[16:40:41.456 01/04/1996]',0.090,0.102,98.900,60.000,42.025,-0.073,46.733
'[16:40:41.458 01/04/1996]',0.092,0.102,98.900,60.000,42.025,-0.073,46.733
'[16:40:41.460 01/04/1996]',0.094,0.102,98.900,60.000,42.025,-0.073,46.733
'[16:40:41.462 01/04/1996]',0.096,0.102,98.900,60.000,42.025,-0.073,46.733
'[16:40:41.464 01/04/1996]',0.097,0.112,99.350,60.701,42.025,-0.073,46.683
'[16:40:41.466 01/04/1996]',0.099,0.112,99.350,60.701,42.025,-0.073,46.683
'[16:40:41.468 01/04/1996]',0.102,0.102,99.350,60.701,42.025,-0.073,46.683
'[16:40:41.470 01/04/1996]',0.104,0.102,99.350,60.701,42.025,-0.073,46.683
'[16:40:41.472 01/04/1996]',0.107,0.092,100.600,61.051,42.087,-0.070,46.633
'[16:40:41.474 01/04/1996]',0.109,0.102,100.600,61.051,42.087,-0.070,46.633
'[16:40:41.476 01/04/1996]',0.112,0.102,100.600,61.051,42.087,-0.070,46.633
'[16:40:41.478 01/04/1996]',0.115,0.102,100.600,61.051,42.087,-0.070,46.633
'[16:40:41.480 01/04/1996]',0.117,0.102,103.350,61.226,42.200,-0.067,46.650
'[16:40:41.482 01/04/1996]',0.118,0.102,103.350,61.226,42.200,-0.067,46.650
'[16:40:41.484 01/04/1996]',0.120,0.102,103.350,61.226,42.200,-0.067,46.650
'[16:40:41.486 01/04/1996]',0.121,0.102,103.350,61.226,42.200,-0.067,46.650
'[16:40:41.488 01/04/1996]',0.122,0.112,108.000,61.101,42.263,-0.065,46.717
'[16:40:41.490 01/04/1996]',0.124,0.112,108.000,61.101,42.263,-0.065,46.717
'[16:40:41.492 01/04/1996]',0.127,0.112,108.000,61.101,42.263,-0.065,46.717
'[16:40:41.494 01/04/1996]',0.129,0.112,108.000,61.101,42.263,-0.065,46.717
'[16:40:41.496 01/04/1996]',0.132,0.102,114.400,60.701,42.438,-0.065,46.783
'[16:40:41.498 01/04/1996]',0.135,0.102,114.400,60.701,42.438,-0.065,46.783
'[16:40:41.500 01/04/1996]',0.138,0.102,114.400,60.701,42.438,-0.065,46.783
'[16:40:41.502 01/04/1996]',0.142,0.102,114.400,60.701,42.438,-0.065,46.783
'[16:40:41.504 01/04/1996]',0.147,0.112,121.800,60.175,42.550,-0.061,46.850
'[16:40:41.506 01/04/1996]',0.152,0.112,121.800,60.175,42.550,-0.061,46.850
'[16:40:41.508 01/04/1996]',0.156,0.102,121.800,60.175,42.550,-0.061,46.850
'[16:40:41.510 01/04/1996]',0.161,0.112,121.800,60.175,42.550,-0.061,46.850
'[16:40:41.512 01/04/1996]',0.165,0.122,129.350,59.700,42.675,-0.056,46.833
'[16:40:41.514 01/04/1996]',0.169,0.122,129.350,59.700,42.675,-0.056,46.833
'[16:40:41.516 01/04/1996]',0.171,0.122,129.350,59.700,42.675,-0.056,46.833
'[16:40:41.518 01/04/1996]',0.174,0.122,129.350,59.700,42.675,-0.056,46.833
'[16:40:41.520 01/04/1996]',0.174,0.122,136.300,59.575,42.675,-0.050,46.867
'[16:40:41.522 01/04/1996]',0.175,0.122,136.300,59.575,42.675,-0.050,46.867
'[16:40:41.524 01/04/1996]',0.175,0.132,136.300,59.575,42.675,-0.050,46.867
'[16:40:41.526 01/04/1996]',0.175,0.142,136.300,59.575,42.675,-0.050,46.867
'[16:40:41.528 01/04/1996]',0.175,0.132,142.200,59.700,42.550,-0.038,46.900
'[16:40:41.530 01/04/1996]',0.175,0.132,142.200,59.700,42.550,-0.038,46.900
'[16:40:41.532 01/04/1996]',0.175,0.122,142.200,59.700,42.550,-0.038,46.900
'[16:40:41.534 01/04/1996]',0.175,0.122,142.200,59.700,42.550,-0.038,46.900
'[16:40:41.536 01/04/1996]',0.176,0.132,146.400,59.825,42.325,-0.026,46.933
'[16:40:41.538 01/04/1996]',0.176,0.122,146.400,59.825,42.325,-0.026,46.933
'[16:40:41.540 01/04/1996]',0.176,0.142,146.400,59.825,42.325,-0.026,46.933
'[16:40:41.542 01/04/1996]',0.175,0.132,146.400,59.825,42.325,-0.026,46.933
'[16:40:41.544 01/04/1996]',0.175,0.132,148.700,59.825,42.025,-0.011,46.950
'[16:40:41.546 01/04/1996]',0.174,0.132,148.700,59.825,42.025,-0.011,46.950
'[16:40:41.548 01/04/1996]',0.173,0.142,148.700,59.825,42.025,-0.011,46.950
'[16:40:41.550 01/04/1996]',0.171,0.142,148.700,59.825,42.025,-0.011,46.950
'[16:40:41.552 01/04/1996]',0.169,0.142,148.800,59.750,41.850,0.006,47.017
'[16:40:41.554 01/04/1996]',0.166,0.152,148.800,59.750,41.850,0.006,47.017
'[16:40:41.556 01/04/1996]',0.162,0.152,148.800,59.750,41.850,0.006,47.017
'[16:40:41.558 01/04/1996]',0.158,0.152,148.800,59.750,41.850,0.006,47.017
'[16:40:41.560 01/04/1996]',0.154,0.152,147.000,59.575,41.850,0.018,47.083
'[16:40:41.562 01/04/1996]',0.149,0.142,147.000,59.575,41.850,0.018,47.083
'[16:40:41.564 01/04/1996]',0.143,0.122,147.000,59.575,41.850,0.018,47.083
'[16:40:41.566 01/04/1996]',0.138,0.122,147.000,59.575,41.850,0.018,47.083
'[16:40:41.568 01/04/1996]',0.133,0.122,143.700,59.299,41.962,0.035,47.150
'[16:40:41.570 01/04/1996]',0.127,0.122,143.700,59.299,41.962,0.035,47.150
'[16:40:41.572 01/04/1996]',0.122,0.122,143.700,59.299,41.962,0.035,47.150
'[16:40:41.574 01/04/1996]',0.117,0.112,143.700,59.299,41.962,0.035,47.150
'[16:40:41.576 01/04/1996]',0.114,0.112,139.500,58.774,42.150,0.050,47.150
'[16:40:41.578 01/04/1996]',0.110,0.102,139.500,58.774,42.150,0.050,47.150
'[16:40:41.580 01/04/1996]',0.106,0.102,139.500,58.774,42.150,0.050,47.150
