'Time and date','II ','MCL1 ','V ','ABP ','RESP '
'[14:18:36.906 18/05/1995]',0.144,0.053,0.001,102.621,0.271
'[14:18:36.908 18/05/1995]',0.124,0.053,0.001,102.621,0.271
'[14:18:36.910 18/05/1995]',0.124,0.044,0.001,102.621,0.271
'[14:18:36.912 18/05/1995]',0.103,0.053,0.001,102.020,0.272
'[14:18:36.914 18/05/1995]',0.103,0.044,0.001,102.020,0.272
'[14:18:36.916 18/05/1995]',0.103,0.044,0.001,102.020,0.272
'[14:18:36.918 18/05/1995]',0.103,0.035,0.001,102.020,0.272
'[14:18:36.920 18/05/1995]',0.103,0.035,0.001,100.567,0.273
'[14:18:36.922 18/05/1995]',0.103,0.027,0.001,100.567,0.273
'[14:18:36.924 18/05/1995]',0.103,0.035,0.001,100.567,0.273
'[14:18:36.926 18/05/1995]',0.103,0.027,0.001,100.567,0.273
'[14:18:36.928 18/05/1995]',0.103,0.018,-0.009,98.314,0.272
'[14:18:36.930 18/05/1995]',0.103,0.027,-0.009,98.314,0.272
'[14:18:36.932 18/05/1995]',0.103,0.027,-0.009,98.314,0.272
'[14:18:36.934 18/05/1995]',0.103,0.027,0.001,98.314,0.272
'[14:18:36.936 18/05/1995]',0.083,0.027,0.001,95.509,0.271
'[14:18:36.938 18/05/1995]',0.062,0.027,0.001,95.509,0.271
'[14:18:36.940 18/05/1995]',0.062,0.018,0.001,95.509,0.271
'[14:18:36.942 18/05/1995]',0.042,0.018,0.001,95.509,0.271
'[14:18:36.944 18/05/1995]',0.062,0.018,-0.009,92.103,0.269
'[14:18:36.946 18/05/1995]',0.062,0.018,0.001,92.103,0.269
'[14:18:36.948 18/05/1995]',0.042,0.018,0.001,92.103,0.269
'[14:18:36.950 18/05/1995]',0.042,0.009,0.001,92.103,0.269
'[14:18:36.952 18/05/1995]',0.042,0.001,0.001,88.397,0.266
'[14:18:36.954 18/05/1995]',0.042,0.001,0.001,88.397,0.266
'[14:18:36.956 18/05/1995]',0.042,0.001,0.001,88.397,0.266
'[14:18:36.958 18/05/1995]',0.042,0.001,-0.009,88.397,0.266
'[14:18:36.960 18/05/1995]',0.042,0.001,-0.009,84.541,0.262
'[14:18:36.962 18/05/1995]',0.042,0.009,0.001,84.541,0.262
'[14:18:36.964 18/05/1995]',0.042,0.001,-0.009,84.541,0.262
'[14:18:36.966 18/05/1995]',0.042,0.001,0.001,84.541,0.262
'[14:18:36.968 18/05/1995]',0.021,0.009,0.001,80.785,0.258
'[14:18:36.970 18/05/1995]',0.002,0.001,0.001,80.785,0.258
'[14:18:36.972 18/05/1995]',0.002,0.001,0.001,80.785,0.258
'[14:18:36.974 18/05/1995]',0.002,0.001,0.001,80.785,0.258
'[14:18:36.976 18/05/1995]',0.002,0.001,0.001,77.229,0.254
'[14:18:36.978 18/05/1995]',0.021,0.001,0.001,77.229,0.254
'[14:18:36.980 18/05/1995]',0.021,0.001,0.001,77.229,0.254
'[14:18:36.982 18/05/1995]',0.021,0.001,0.001,77.229,0.254
'[14:18:36.984 18/05/1995]',0.021,0.001,0.001,74.123,0.249
'[14:18:36.986 18/05/1995]',0.021,0.001,0.001,74.123,0.249
'[14:18:36.988 18/05/1995]',0.002,0.001,0.001,74.123,0.249
'[14:18:36.990 18/05/1995]',0.002,0.009,0.001,74.123,0.249
'[14:18:36.992 18/05/1995]',0.021,0.009,0.001,71.419,0.244
'[14:18:36.994 18/05/1995]',0.021,0.018,0.001,71.419,0.244
'[14:18:36.996 18/05/1995]',0.042,0.027,0.001,71.419,0.244
'[14:18:36.998 18/05/1995]',0.042,0.018,0.001,71.419,0.244
'[14:18:37.000 18/05/1995]',0.042,0.018,0.010,69.165,0.240
'[14:18:37.002 18/05/1995]',0.042,0.018,0.001,69.165,0.240
'[14:18:37.004 18/05/1995]',0.021,0.018,0.020,69.165,0.240
'[14:18:37.006 18/05/1995]',0.002,0.027,0.010,69.165,0.240
'[14:18:37.008 18/05/1995]',0.021,0.027,0.010,67.262,0.236
'[14:18:37.010 18/05/1995]',0.021,0.027,0.001,67.262,0.236
'[14:18:37.012 18/05/1995]',0.021,0.027,0.001,67.262,0.236
'[14:18:37.014 18/05/1995]',0.021,0.027,0.001,67.262,0.236
'[14:18:37.016 18/05/1995]',0.021,0.027,0.001,65.810,0.233
'[14:18:37.018 18/05/1995]',0.021,0.018,0.001,65.810,0.233
'[14:18:37.020 18/05/1995]',0.021,0.009,0.010,65.810,0.233
'[14:18:37.022 18/05/1995]',0.002,0.009,0.001,65.810,0.233
'[14:18:37.024 18/05/1995]',0.021,0.001,0.001,64.708,0.230
'[14:18:37.026 18/05/1995]',0.021,0.009,0.001,64.708,0.230
'[14:18:37.028 18/05/1995]',0.021,0.009,-0.009,64.708,0.230
'[14:18:37.030 18/05/1995]',0.042,0.009,0.001,64.708,0.230
'[14:18:37.032 18/05/1995]',0.042,0.001,0.001,63.856,0.229
'[14:18:37.034 18/05/1995]',0.021,0.001,0.001,63.856,0.229
'[14:18:37.036 18/05/1995]',0.002,0.001,0.001,63.856,0.229
'[14:18:37.038 18/05/1995]',0.002,0.001,0.001,63.856,0.229
'[14:18:37.040 18/05/1995]',0.002,0.001,0.001,63.355,0.228
'[14:18:37.042 18/05/1995]',0.002,0.001,-0.009,63.355,0.228
'[14:18:37.044 18/05/1995]',0.002,0.001,0.001,63.355,0.228
'[14:18:37.046 18/05/1995]',0.021,0.001,0.001,63.355,0.228
'[14:18:37.048 18/05/1995]',0.002,0.001,0.001,63.005,0.227
'[14:18:37.050 18/05/1995]',0.002,0.001,0.001,63.005,0.227
'[14:18:37.052 18/05/1995]',0.002,0.001,0.001,63.005,0.227
'[14:18:37.054 18/05/1995]',0.002,0.001,0.001,63.005,0.227
'[14:18:37.056 18/05/1995]',0.002,0.001,0.001,62.855,0.227
'[14:18:37.058 18/05/1995]',0.002,0.001,0.001,62.855,0.227
'[14:18:37.060 18/05/1995]',0.002,0.001,0.001,62.855,0.227
'[14:18:37.062 18/05/1995]',0.002,0.001,0.001,62.855,0.227
'[14:18:37.064 18/05/1995]',0.002,0.001,0.001,62.855,0.226
'[14:18:37.066 18/05/1995]',0.002,0.001,0.001,62.855,0.226
'[14:18:37.068 18/05/1995]',0.002,0.001,0.001,62.855,0.226
'[14:18:37.070 18/05/1995]',0.002,0.001,0.001,62.855,0.226
'[14:18:37.072 18/05/1995]',0.002,0.001,0.001,63.005,0.225
'[14:18:37.074 18/05/1995]',0.002,0.001,0.001,63.005,0.225
'[14:18:37.076 18/05/1995]',0.002,0.001,-0.009,63.005,0.225
'[14:18:37.078 18/05/1995]',0.002,0.001,-0.009,63.005,0.225
'[14:18:37.080 18/05/1995]',0.002,0.001,-0.009,63.155,0.223
'[14:18:37.082 18/05/1995]',0.002,0.001,0.001,63.155,0.223
'[14:18:37.084 18/05/1995]',0.002,0.001,0.001,63.155,0.223
'[14:18:37.086 18/05/1995]',0.002,0.001,0.001,63.155,0.223
'[14:18:37.088 18/05/1995]',0.002,-0.008,0.001,63.506,0.220
'[14:18:37.090 18/05/1995]',0.002,-0.017,0.001,63.506,0.220
'[14:18:37.092 18/05/1995]',0.002,-0.008,-0.009,63.506,0.220
'[14:18:37.094 18/05/1995]',0.002,-0.008,-0.009,63.506,0.220
'[14:18:37.096 18/05/1995]',0.002,-0.017,-0.019,63.856,0.215
'[14:18:37.098 18/05/1995]',0.002,-0.008,0.001,63.856,0.215
'[14:18:37.100 18/05/1995]',0.002,-0.017,-0.009,63.856,0.215
'[14:18:37.102 18/05/1995]',0.002,-0.017,0.001,63.856,0.215
'[14:18:37.104 18/05/1995]',0.002,-0.017,0.001,64.207,0.210
'[14:18:37.106 18/05/1995]',0.002,-0.017,0.001,64.207,0.210
'[14:18:37.108 18/05/1995]',0.002,-0.017,-0.009,64.207,0.210
'[14:18:37.110 18/05/1995]',-0.019,-0.025,-0.009,64.207,0.210
'[14:18:37.112 18/05/1995]',-0.019,-0.034,-0.019,64.557,0.203
'[14:18:37.114 18/05/1995]',-0.039,-0.060,-0.028,64.557,0.203
'[14:18:37.116 18/05/1995]',-0.060,-0.078,-0.028,64.557,0.203
'[14:18:37.118 18/05/1995]',-0.100,-0.113,-0.038,64.557,0.203
'[14:18:37.120 18/05/1995]',-0.121,-0.130,-0.038,64.808,0.197
'[14:18:37.122 18/05/1995]',-0.141,-0.139,-0.048,64.808,0.197
'[14:18:37.124 18/05/1995]',-0.162,-0.139,-0.058,64.808,0.197
'[14:18:37.126 18/05/1995]',-0.162,-0.148,-0.067,64.808,0.197
'[14:18:37.128 18/05/1995]',-0.203,-0.148,-0.067,65.058,0.191
'[14:18:37.130 18/05/1995]',-0.223,-0.148,-0.058,65.058,0.191
'[14:18:37.132 18/05/1995]',-0.244,-0.156,-0.058,65.058,0.191
'[14:18:37.134 18/05/1995]',-0.285,-0.174,-0.048,65.058,0.191
'[14:18:37.136 18/05/1995]',-0.325,-0.183,-0.038,65.209,0.184
'[14:18:37.138 18/05/1995]',-0.366,-0.217,-0.048,65.209,0.184
'[14:18:37.140 18/05/1995]',-0.407,-0.235,-0.067,65.209,0.184
'[14:18:37.142 18/05/1995]',-0.427,-0.261,-0.077,65.209,0.184
'[14:18:37.144 18/05/1995]',-0.427,-0.287,-0.097,65.409,0.176
'[14:18:37.146 18/05/1995]',-0.447,-0.322,-0.126,65.409,0.176
'[14:18:37.148 18/05/1995]',-0.468,-0.348,-0.126,65.409,0.176
'[14:18:37.150 18/05/1995]',-0.447,-0.357,-0.126,65.409,0.176
'[14:18:37.152 18/05/1995]',-0.468,-0.366,-0.126,65.509,0.168
'[14:18:37.154 18/05/1995]',-0.488,-0.383,-0.126,65.509,0.168
'[14:18:37.156 18/05/1995]',-0.509,-0.392,-0.116,65.509,0.168
'[14:18:37.158 18/05/1995]',-0.509,-0.392,-0.107,65.509,0.168
'[14:18:37.160 18/05/1995]',-0.529,-0.383,-0.097,65.559,0.158
'[14:18:37.162 18/05/1995]',-0.550,-0.383,-0.097,65.559,0.158
'[14:18:37.164 18/05/1995]',-0.550,-0.366,-0.077,65.559,0.158
'[14:18:37.166 18/05/1995]',-0.570,-0.374,-0.067,65.559,0.158
'[14:18:37.168 18/05/1995]',-0.590,-0.374,-0.048,65.559,0.147
'[14:18:37.170 18/05/1995]',-0.610,-0.374,-0.038,65.559,0.147
'[14:18:37.172 18/05/1995]',-0.651,-0.366,-0.038,65.559,0.147
'[14:18:37.174 18/05/1995]',-0.651,-0.357,-0.028,65.559,0.147
'[14:18:37.176 18/05/1995]',-0.651,-0.348,-0.019,65.509,0.136
'[14:18:37.178 18/05/1995]',-0.651,-0.331,-0.009,65.509,0.136
'[14:18:37.180 18/05/1995]',-0.651,-0.322,0.001,65.509,0.136
'[14:18:37.182 18/05/1995]',-0.651,-0.313,0.001,65.509,0.136
'[14:18:37.184 18/05/1995]',-0.672,-0.313,0.010,65.359,0.123
'[14:18:37.186 18/05/1995]',-0.672,-0.305,0.020,65.359,0.123
'[14:18:37.188 18/05/1995]',-0.651,-0.296,0.030,65.359,0.123
'[14:18:37.190 18/05/1995]',-0.651,-0.278,0.020,65.359,0.123
'[14:18:37.192 18/05/1995]',-0.610,-0.270,0.010,65.158,0.111
'[14:18:37.194 18/05/1995]',-0.570,-0.261,0.010,65.158,0.111
'[14:18:37.196 18/05/1995]',-0.529,-0.252,0.001,65.158,0.111
'[14:18:37.198 18/05/1995]',-0.488,-0.235,0.001,65.158,0.111
'[14:18:37.200 18/05/1995]',-0.447,-0.217,0.010,64.908,0.098
'[14:18:37.202 18/05/1995]',-0.427,-0.209,0.001,64.908,0.098
'[14:18:37.204 18/05/1995]',-0.366,-0.183,0.010,64.908,0.098
'[14:18:37.206 18/05/1995]',-0.325,-0.156,0.010,64.908,0.098
'[14:18:37.208 18/05/1995]',-0.285,-0.130,0.001,64.658,0.085
'[14:18:37.210 18/05/1995]',-0.244,-0.122,0.001,64.658,0.085
'[14:18:37.212 18/05/1995]',-0.203,-0.095,0.001,64.658,0.085
'[14:18:37.214 18/05/1995]',-0.182,-0.078,0.001,64.658,0.085
'[14:18:37.216 18/05/1995]',-0.162,-0.060,0.001,64.307,0.072
'[14:18:37.218 18/05/1995]',-0.141,-0.052,0.010,64.307,0.072
'[14:18:37.220 18/05/1995]',-0.121,-0.052,0.010,64.307,0.072
'[14:18:37.222 18/05/1995]',-0.121,-0.052,0.010,64.307,0.072
'[14:18:37.224 18/05/1995]',-0.100,-0.043,0.001,63.906,0.059
'[14:18:37.226 18/05/1995]',-0.080,-0.025,0.001,63.906,0.059
'[14:18:37.228 18/05/1995]',-0.080,-0.017,0.001,63.906,0.059
'[14:18:37.230 18/05/1995]',-0.060,0.001,0.001,63.906,0.059
'[14:18:37.232 18/05/1995]',-0.019,0.001,0.001,63.556,0.046
'[14:18:37.234 18/05/1995]',0.002,0.009,0.010,63.556,0.046
'[14:18:37.236 18/05/1995]',0.002,0.018,0.020,63.556,0.046
'[14:18:37.238 18/05/1995]',0.002,0.027,0.020,63.556,0.046
'[14:18:37.240 18/05/1995]',0.021,0.044,0.020,63.205,0.033
'[14:18:37.242 18/05/1995]',0.042,0.053,0.010,63.205,0.033
'[14:18:37.244 18/05/1995]',0.062,0.079,0.010,63.205,0.033
'[14:18:37.246 18/05/1995]',0.103,0.097,0.020,63.205,0.033
'[14:18:37.248 18/05/1995]',0.103,0.114,0.030,62.955,0.019
'[14:18:37.250 18/05/1995]',0.124,0.123,0.040,62.955,0.019
'[14:18:37.252 18/05/1995]',0.124,0.131,0.049,62.955,0.019
'[14:18:37.254 18/05/1995]',0.124,0.131,0.049,62.955,0.019
'[14:18:37.256 18/05/1995]',0.124,0.131,0.040,62.654,0.006
'[14:18:37.258 18/05/1995]',0.144,0.140,0.040,62.654,0.006
'[14:18:37.260 18/05/1995]',0.165,0.140,0.040,62.654,0.006
'[14:18:37.262 18/05/1995]',0.165,0.149,0.040,62.654,0.006
'[14:18:37.264 18/05/1995]',0.165,0.149,0.040,62.354,-0.008
'[14:18:37.266 18/05/1995]',0.165,0.157,0.040,62.354,-0.008
'[14:18:37.268 18/05/1995]',0.165,0.140,0.040,62.354,-0.008
'[14:18:37.270 18/05/1995]',0.165,0.140,0.040,62.354,-0.008
'[14:18:37.272 18/05/1995]',0.165,0.140,0.040,62.103,-0.021
'[14:18:37.274 18/05/1995]',0.165,0.149,0.040,62.103,-0.021
'[14:18:37.276 18/05/1995]',0.185,0.149,0.040,62.103,-0.021
'[14:18:37.278 18/05/1995]',0.185,0.149,0.040,62.103,-0.021
'[14:18:37.280 18/05/1995]',0.206,0.149,0.030,61.853,-0.035
'[14:18:37.282 18/05/1995]',0.206,0.149,0.040,61.853,-0.035
'[14:18:37.284 18/05/1995]',0.206,0.140,0.030,61.853,-0.035
'[14:18:37.286 18/05/1995]',0.206,0.140,0.040,61.853,-0.035
'[14:18:37.288 18/05/1995]',0.206,0.140,0.040,61.703,-0.048
'[14:18:37.290 18/05/1995]',0.206,0.140,0.030,61.703,-0.048
'[14:18:37.292 18/05/1995]',0.206,0.140,0.020,61.703,-0.048
'[14:18:37.294 18/05/1995]',0.226,0.140,0.020,61.703,-0.048
'[14:18:37.296 18/05/1995]',0.226,0.149,0.020,61.603,-0.061
'[14:18:37.298 18/05/1995]',0.226,0.149,0.020,61.603,-0.061
'[14:18:37.300 18/05/1995]',0.226,0.149,0.020,61.603,-0.061
'[14:18:37.302 18/05/1995]',0.226,0.140,0.030,61.603,-0.061
'[14:18:37.304 18/05/1995]',0.226,0.140,0.030,61.452,-0.074
'[14:18:37.306 18/05/1995]',0.226,0.140,0.020,61.452,-0.074
'[14:18:37.308 18/05/1995]',0.247,0.140,0.010,61.452,-0.074
'[14:18:37.310 18/05/1995]',0.247,0.149,0.010,61.452,-0.074
'[14:18:37.312 18/05/1995]',0.247,0.149,0.001,61.352,-0.087
'[14:18:37.314 18/05/1995]',0.247,0.149,0.010,61.352,-0.087
'[14:18:37.316 18/05/1995]',0.247,0.149,0.020,61.352,-0.087
'[14:18:37.318 18/05/1995]',0.247,0.149,0.030,61.352,-0.087
'[14:18:37.320 18/05/1995]',0.247,0.149,0.030,61.302,-0.102
'[14:18:37.322 18/05/1995]',0.226,0.149,0.030,61.302,-0.102
'[14:18:37.324 18/05/1995]',0.247,0.149,0.020,61.302,-0.102
'[14:18:37.326 18/05/1995]',0.247,0.149,0.020,61.302,-0.102
'[14:18:37.328 18/05/1995]',0.267,0.157,0.010,61.352,-0.116
'[14:18:37.330 18/05/1995]',0.267,0.149,0.001,61.352,-0.116
'[14:18:37.332 18/05/1995]',0.267,0.157,0.010,61.352,-0.116
'[14:18:37.334 18/05/1995]',0.267,0.149,0.020,61.352,-0.116
'[14:18:37.336 18/05/1995]',0.247,0.140,0.020,61.452,-0.130
'[14:18:37.338 18/05/1995]',0.247,0.140,0.020,61.452,-0.130
'[14:18:37.340 18/05/1995]',0.247,0.131,0.010,61.452,-0.130
'[14:18:37.342 18/05/1995]',0.267,0.140,0.010,61.452,-0.130
'[14:18:37.344 18/05/1995]',0.267,0.140,0.001,61.953,-0.142
'[14:18:37.346 18/05/1995]',0.267,0.140,0.001,61.953,-0.142
'[14:18:37.348 18/05/1995]',0.267,0.140,0.010,61.953,-0.142
'[14:18:37.350 18/05/1995]',0.267,0.140,0.010,61.953,-0.142
'[14:18:37.352 18/05/1995]',0.247,0.140,0.020,62.754,-0.155
'[14:18:37.354 18/05/1995]',0.247,0.131,0.020,62.754,-0.155
'[14:18:37.356 18/05/1995]',0.247,0.131,0.010,62.754,-0.155
'[14:18:37.358 18/05/1995]',0.247,0.131,0.010,62.754,-0.155
'[14:18:37.360 18/05/1995]',0.247,0.131,0.010,64.207,-0.167
'[14:18:37.362 18/05/1995]',0.247,0.131,0.001,64.207,-0.167
'[14:18:37.364 18/05/1995]',0.247,0.131,0.010,64.207,-0.167
'[14:18:37.366 18/05/1995]',0.226,0.131,0.020,64.207,-0.167
'[14:18:37.368 18/05/1995]',0.206,0.123,0.020,66.260,-0.177
'[14:18:37.370 18/05/1995]',0.206,0.123,0.020,66.260,-0.177
'[14:18:37.372 18/05/1995]',0.206,0.114,0.020,66.260,-0.177
'[14:18:37.374 18/05/1995]',0.206,0.114,0.010,66.260,-0.177
'[14:18:37.376 18/05/1995]',0.206,0.123,0.001,68.865,-0.188
'[14:18:37.378 18/05/1995]',0.206,0.114,0.001,68.865,-0.188
'[14:18:37.380 18/05/1995]',0.206,0.123,0.001,68.865,-0.188
'[14:18:37.382 18/05/1995]',0.206,0.114,0.010,68.865,-0.188
'[14:18:37.384 18/05/1995]',0.185,0.114,0.010,71.870,-0.197
'[14:18:37.386 18/05/1995]',0.165,0.114,0.020,71.870,-0.197
'[14:18:37.388 18/05/1995]',0.165,0.114,0.020,71.870,-0.197
'[14:18:37.390 18/05/1995]',0.144,0.105,0.020,71.870,-0.197
'[14:18:37.392 18/05/1995]',0.144,0.105,0.010,75.125,-0.205
'[14:18:37.394 18/05/1995]',0.165,0.097,0.010,75.125,-0.205
'[14:18:37.396 18/05/1995]',0.165,0.097,0.001,75.125,-0.205
'[14:18:37.398 18/05/1995]',0.165,0.097,0.001,75.125,-0.205
'[14:18:37.400 18/05/1995]',0.165,0.088,0.001,78.531,-0.214
'[14:18:37.402 18/05/1995]',0.144,0.088,0.010,78.531,-0.214
'[14:18:37.404 18/05/1995]',0.144,0.088,0.010,78.531,-0.214
'[14:18:37.406 18/05/1995]',0.124,0.079,0.001,78.531,-0.214
'[14:18:37.408 18/05/1995]',0.124,0.070,0.001,81.936,-0.223
'[14:18:37.410 18/05/1995]',0.144,0.070,0.001,81.936,-0.223
'[14:18:37.412 18/05/1995]',0.144,0.070,0.001,81.936,-0.223
'[14:18:37.414 18/05/1995]',0.144,0.070,0.001,81.936,-0.223
'[14:18:37.416 18/05/1995]',0.144,0.070,0.001,85.042,-0.231
'[14:18:37.418 18/05/1995]',0.124,0.062,0.001,85.042,-0.231
'[14:18:37.420 18/05/1995]',0.124,0.062,0.001,85.042,-0.231
'[14:18:37.422 18/05/1995]',0.103,0.062,0.001,85.042,-0.231
'[14:18:37.424 18/05/1995]',0.103,0.062,0.001,87.696,-0.239
'[14:18:37.426 18/05/1995]',0.103,0.062,0.001,87.696,-0.239
'[14:18:37.428 18/05/1995]',0.103,0.053,0.001,87.696,-0.239
'[14:18:37.430 18/05/1995]',0.103,0.044,0.001,87.696,-0.239
'[14:18:37.432 18/05/1995]',0.103,0.044,0.001,89.749,-0.248
'[14:18:37.434 18/05/1995]',0.083,0.044,0.001,89.749,-0.248
'[14:18:37.436 18/05/1995]',0.083,0.044,0.001,89.749,-0.248
'[14:18:37.438 18/05/1995]',0.062,0.044,0.010,89.749,-0.248
'[14:18:37.440 18/05/1995]',0.062,0.035,0.001,91.052,-0.256
'[14:18:37.442 18/05/1995]',0.042,0.035,0.001,91.052,-0.256
'[14:18:37.444 18/05/1995]',0.042,0.035,0.001,91.052,-0.256
'[14:18:37.446 18/05/1995]',0.042,0.035,0.001,91.052,-0.256
'[14:18:37.448 18/05/1995]',0.042,0.035,0.001,91.552,-0.264
'[14:18:37.450 18/05/1995]',0.042,0.027,0.001,91.552,-0.264
'[14:18:37.452 18/05/1995]',0.021,0.018,0.001,91.552,-0.264
'[14:18:37.454 18/05/1995]',0.021,0.009,0.010,91.552,-0.264
'[14:18:37.456 18/05/1995]',0.021,0.018,0.001,91.202,-0.271
'[14:18:37.458 18/05/1995]',0.021,0.018,0.001,91.202,-0.271
'[14:18:37.460 18/05/1995]',0.021,0.027,0.001,91.202,-0.271
'[14:18:37.462 18/05/1995]',0.021,0.018,0.001,91.202,-0.271
'[14:18:37.464 18/05/1995]',0.021,0.018,0.001,90.050,-0.278
'[14:18:37.466 18/05/1995]',0.002,0.009,0.001,90.050,-0.278
'[14:18:37.468 18/05/1995]',0.002,0.009,0.001,90.050,-0.278
'[14:18:37.470 18/05/1995]',0.002,0.009,0.010,90.050,-0.278
'[14:18:37.472 18/05/1995]',0.002,0.009,0.010,88.247,-0.284
'[14:18:37.474 18/05/1995]',0.002,0.009,0.001,88.247,-0.284
'[14:18:37.476 18/05/1995]',0.002,0.009,0.001,88.247,-0.284
'[14:18:37.478 18/05/1995]',0.002,0.009,0.001,88.247,-0.284
'[14:18:37.480 18/05/1995]',0.002,0.009,0.001,85.843,-0.292
'[14:18:37.482 18/05/1995]',0.002,0.009,0.001,85.843,-0.292
'[14:18:37.484 18/05/1995]',0.002,0.001,0.001,85.843,-0.292
'[14:18:37.486 18/05/1995]',0.002,0.001,0.001,85.843,-0.292
'[14:18:37.488 18/05/1995]',0.002,0.001,0.010,83.088,-0.299
'[14:18:37.490 18/05/1995]',-0.019,0.001,0.001,83.088,-0.299
'[14:18:37.492 18/05/1995]',0.002,0.001,0.001,83.088,-0.299
'[14:18:37.494 18/05/1995]',0.002,0.001,0.001,83.088,-0.299
'[14:18:37.496 18/05/1995]',0.002,0.001,0.001,80.184,-0.307
'[14:18:37.498 18/05/1995]',0.002,0.001,0.001,80.184,-0.307
'[14:18:37.500 18/05/1995]',0.002,0.001,0.001,80.184,-0.307
'[14:18:37.502 18/05/1995]',0.002,0.001,0.001,80.184,-0.307
'[14:18:37.504 18/05/1995]',-0.019,-0.008,0.001,77.429,-0.315
'[14:18:37.506 18/05/1995]',-0.019,-0.008,0.001,77.429,-0.315
'[14:18:37.508 18/05/1995]',-0.019,-0.008,0.001,77.429,-0.315
'[14:18:37.510 18/05/1995]',-0.019,0.001,0.001,77.429,-0.315
'[14:18:37.512 18/05/1995]',-0.019,0.001,0.001,74.925,-0.322
'[14:18:37.514 18/05/1995]',-0.019,0.001,0.001,74.925,-0.322
'[14:18:37.516 18/05/1995]',-0.019,0.001,0.010,74.925,-0.322
'[14:18:37.518 18/05/1995]',-0.019,0.001,0.010,74.925,-0.322
'[14:18:37.520 18/05/1995]',-0.039,0.001,0.020,72.621,-0.330
'[14:18:37.522 18/05/1995]',-0.039,0.001,0.020,72.621,-0.330
'[14:18:37.524 18/05/1995]',-0.019,0.009,0.010,72.621,-0.330
'[14:18:37.526 18/05/1995]',-0.019,0.009,0.010,72.621,-0.330
'[14:18:37.528 18/05/1995]',0.002,0.009,0.001,70.668,-0.338
'[14:18:37.530 18/05/1995]',0.002,0.009,0.010,70.668,-0.338
'[14:18:37.532 18/05/1995]',-0.019,0.001,0.010,70.668,-0.338
'[14:18:37.534 18/05/1995]',-0.019,0.009,0.020,70.668,-0.338
'[14:18:37.536 18/05/1995]',-0.019,0.009,0.020,69.015,-0.346
'[14:18:37.538 18/05/1995]',-0.039,0.001,0.020,69.015,-0.346
'[14:18:37.540 18/05/1995]',-0.019,0.009,0.010,69.015,-0.346
'[14:18:37.542 18/05/1995]',-0.019,0.009,0.010,69.015,-0.346
'[14:18:37.544 18/05/1995]',0.002,0.009,0.001,67.663,-0.354
'[14:18:37.546 18/05/1995]',0.002,0.001,0.001,67.663,-0.354
'[14:18:37.548 18/05/1995]',-0.019,0.001,0.001,67.663,-0.354
'[14:18:37.550 18/05/1995]',-0.039,0.001,0.001,67.663,-0.354
'[14:18:37.552 18/05/1995]',-0.039,0.001,0.010,66.611,-0.362
'[14:18:37.554 18/05/1995]',-0.039,-0.008,0.010,66.611,-0.362
'[14:18:37.556 18/05/1995]',-0.039,-0.008,0.010,66.611,-0.362
'[14:18:37.558 18/05/1995]',-0.039,-0.008,0.001,66.611,-0.362
'[14:18:37.560 18/05/1995]',-0.039,0.001,0.001,65.810,-0.370
'[14:18:37.562 18/05/1995]',-0.019,0.001,0.001,65.810,-0.370
'[14:18:37.564 18/05/1995]',-0.039,-0.008,0.001,65.810,-0.370
'[14:18:37.566 18/05/1995]',-0.039,-0.008,0.001,65.810,-0.370
'[14:18:37.568 18/05/1995]',-0.060,-0.025,0.001,65.158,-0.378
'[14:18:37.570 18/05/1995]',-0.080,-0.043,0.001,65.158,-0.378
'[14:18:37.572 18/05/1995]',-0.100,-0.052,0.001,65.158,-0.378
'[14:18:37.574 18/05/1995]',-0.100,-0.078,-0.019,65.158,-0.378
'[14:18:37.576 18/05/1995]',-0.121,-0.095,-0.028,64.758,-0.385
'[14:18:37.578 18/05/1995]',-0.162,-0.113,-0.038,64.758,-0.385
'[14:18:37.580 18/05/1995]',-0.162,-0.122,-0.038,64.758,-0.385
'[14:18:37.582 18/05/1995]',-0.203,-0.130,-0.038,64.758,-0.385
'[14:18:37.584 18/05/1995]',-0.244,-0.139,-0.038,64.457,-0.393
'[14:18:37.586 18/05/1995]',-0.285,-0.156,-0.028,64.457,-0.393
'[14:18:37.588 18/05/1995]',-0.304,-0.165,-0.028,64.457,-0.393
'[14:18:37.590 18/05/1995]',-0.325,-0.174,-0.028,64.457,-0.393
'[14:18:37.592 18/05/1995]',-0.366,-0.183,-0.038,64.307,-0.400
'[14:18:37.594 18/05/1995]',-0.407,-0.200,-0.038,64.307,-0.400
'[14:18:37.596 18/05/1995]',-0.427,-0.226,-0.038,64.307,-0.400
'[14:18:37.598 18/05/1995]',-0.488,-0.261,-0.058,64.307,-0.400
'[14:18:37.600 18/05/1995]',-0.509,-0.278,-0.067,64.207,-0.406
'[14:18:37.602 18/05/1995]',-0.529,-0.305,-0.067,64.207,-0.406
'[14:18:37.604 18/05/1995]',-0.550,-0.331,-0.077,64.207,-0.406
'[14:18:37.606 18/05/1995]',-0.550,-0.340,-0.077,64.207,-0.406
'[14:18:37.608 18/05/1995]',-0.550,-0.348,-0.077,64.307,-0.412
'[14:18:37.610 18/05/1995]',-0.550,-0.348,-0.087,64.307,-0.412
'[14:18:37.612 18/05/1995]',-0.570,-0.357,-0.077,64.307,-0.412
'[14:18:37.614 18/05/1995]',-0.590,-0.366,-0.077,64.307,-0.412
