'Time and date','MCL1 ','II ','V ','ABP ','PLETH '
'[13:41:53.934 12/05/1995]',-0.023,0.050,-0.029,78.227,-0.481
'[13:41:53.936 12/05/1995]',-0.023,0.050,-0.029,87.527,-0.481
'[13:41:53.938 12/05/1995]',-0.023,0.050,-0.029,87.527,-0.481
'[13:41:53.940 12/05/1995]',-0.023,0.050,-0.029,87.527,-0.481
'[13:41:53.942 12/05/1995]',-0.011,0.050,-0.023,87.527,-0.481
'[13:41:53.944 12/05/1995]',-0.023,0.050,-0.023,97.127,-0.472
'[13:41:53.946 12/05/1995]',-0.023,0.050,-0.023,97.127,-0.472
'[13:41:53.948 12/05/1995]',-0.011,0.034,-0.023,97.127,-0.472
'[13:41:53.950 12/05/1995]',-0.011,0.034,-0.023,97.127,-0.472
'[13:41:53.952 12/05/1995]',-0.011,0.034,-0.011,105.678,-0.468
'[13:41:53.954 12/05/1995]',-0.011,0.050,-0.023,105.678,-0.468
'[13:41:53.956 12/05/1995]',-0.005,0.050,-0.011,105.678,-0.468
'[13:41:53.958 12/05/1995]',-0.005,0.034,-0.011,105.678,-0.468
'[13:41:53.960 12/05/1995]',-0.005,0.034,-0.005,112.878,-0.451
'[13:41:53.962 12/05/1995]',-0.005,0.034,-0.005,112.878,-0.451
'[13:41:53.964 12/05/1995]',-0.005,0.034,-0.005,112.878,-0.451
'[13:41:53.966 12/05/1995]',-0.005,0.034,-0.005,112.878,-0.451
'[13:41:53.968 12/05/1995]',0.001,0.034,0.001,118.803,-0.433
'[13:41:53.970 12/05/1995]',0.001,0.034,-0.005,118.803,-0.433
'[13:41:53.972 12/05/1995]',0.001,0.034,0.001,118.803,-0.433
'[13:41:53.974 12/05/1995]',0.006,0.034,0.001,118.803,-0.433
'[13:41:53.976 12/05/1995]',0.001,0.034,0.001,123.378,-0.403
'[13:41:53.978 12/05/1995]',0.001,0.034,0.006,123.378,-0.403
'[13:41:53.980 12/05/1995]',0.001,0.017,0.006,123.378,-0.403
'[13:41:53.982 12/05/1995]',0.006,0.017,0.006,123.378,-0.403
'[13:41:53.984 12/05/1995]',0.006,0.017,0.006,126.678,-0.363
'[13:41:53.986 12/05/1995]',0.006,0.017,0.006,126.678,-0.363
'[13:41:53.988 12/05/1995]',0.012,0.017,0.012,126.678,-0.363
'[13:41:53.990 12/05/1995]',0.012,0.017,0.012,126.678,-0.363
'[13:41:53.992 12/05/1995]',0.012,0.017,0.012,128.853,-0.310
'[13:41:53.994 12/05/1995]',0.012,0.017,0.012,128.853,-0.310
'[13:41:53.996 12/05/1995]',0.012,0.017,0.012,128.853,-0.310
'[13:41:53.998 12/05/1995]',0.012,0.017,0.024,128.853,-0.310
'[13:41:54.000 12/05/1995]',0.012,0.001,0.024,130.278,-0.254
'[13:41:54.002 12/05/1995]',0.012,0.001,0.024,130.278,-0.254
'[13:41:54.004 12/05/1995]',0.012,0.017,0.024,130.278,-0.254
'[13:41:54.006 12/05/1995]',0.012,0.017,0.012,130.278,-0.254
'[13:41:54.008 12/05/1995]',0.012,0.001,0.024,131.178,-0.183
'[13:41:54.010 12/05/1995]',0.012,0.001,0.024,131.178,-0.183
'[13:41:54.012 12/05/1995]',0.012,0.001,0.024,131.178,-0.183
'[13:41:54.014 12/05/1995]',0.012,0.001,0.024,131.178,-0.183
'[13:41:54.016 12/05/1995]',0.012,0.001,0.024,131.703,-0.110
'[13:41:54.018 12/05/1995]',0.012,0.001,0.024,131.703,-0.110
'[13:41:54.020 12/05/1995]',0.012,0.001,0.024,131.703,-0.110
'[13:41:54.022 12/05/1995]',0.024,0.001,0.024,131.703,-0.110
'[13:41:54.024 12/05/1995]',0.012,0.001,0.024,131.553,-0.030
'[13:41:54.026 12/05/1995]',0.012,0.001,0.024,131.553,-0.030
'[13:41:54.028 12/05/1995]',0.012,0.001,0.024,131.553,-0.030
'[13:41:54.030 12/05/1995]',0.012,0.001,0.024,131.553,-0.030
'[13:41:54.032 12/05/1995]',0.012,0.001,0.024,131.103,0.052
'[13:41:54.034 12/05/1995]',0.012,0.001,0.012,131.103,0.052
'[13:41:54.036 12/05/1995]',0.012,0.001,0.012,131.103,0.052
'[13:41:54.038 12/05/1995]',0.012,0.001,0.012,131.103,0.052
'[13:41:54.040 12/05/1995]',0.012,0.001,0.012,130.278,0.132
'[13:41:54.042 12/05/1995]',0.012,0.001,0.012,130.278,0.132
'[13:41:54.044 12/05/1995]',0.006,0.001,0.012,130.278,0.132
'[13:41:54.046 12/05/1995]',0.006,0.001,0.012,130.278,0.132
'[13:41:54.048 12/05/1995]',0.012,0.001,0.024,129.153,0.214
'[13:41:54.050 12/05/1995]',0.006,0.001,0.012,129.153,0.214
'[13:41:54.052 12/05/1995]',0.012,0.001,0.006,129.153,0.214
'[13:41:54.054 12/05/1995]',0.006,0.001,0.012,129.153,0.214
'[13:41:54.056 12/05/1995]',0.006,0.001,0.006,127.953,0.284
'[13:41:54.058 12/05/1995]',0.001,0.001,0.006,127.953,0.284
'[13:41:54.060 12/05/1995]',0.006,0.001,0.006,127.953,0.284
'[13:41:54.062 12/05/1995]',0.006,0.001,0.006,127.953,0.284
'[13:41:54.064 12/05/1995]',0.001,0.001,0.006,126.378,0.345
'[13:41:54.066 12/05/1995]',0.001,0.001,0.006,126.378,0.345
'[13:41:54.068 12/05/1995]',0.001,0.001,0.006,126.378,0.345
'[13:41:54.070 12/05/1995]',0.001,0.001,0.006,126.378,0.345
'[13:41:54.072 12/05/1995]',0.001,0.001,0.006,124.728,0.407
'[13:41:54.074 12/05/1995]',0.001,0.001,0.001,124.728,0.407
'[13:41:54.076 12/05/1995]',0.001,0.001,0.001,124.728,0.407
'[13:41:54.078 12/05/1995]',0.001,0.001,0.006,124.728,0.407
'[13:41:54.080 12/05/1995]',0.001,0.001,0.001,122.853,0.451
'[13:41:54.082 12/05/1995]',-0.005,0.001,0.001,122.853,0.451
'[13:41:54.084 12/05/1995]',0.001,0.001,0.001,122.853,0.451
'[13:41:54.086 12/05/1995]',-0.005,0.001,0.001,122.853,0.451
'[13:41:54.088 12/05/1995]',0.001,0.017,-0.005,120.828,0.494
'[13:41:54.090 12/05/1995]',-0.005,0.017,-0.005,120.828,0.494
'[13:41:54.092 12/05/1995]',-0.005,0.001,0.001,120.828,0.494
'[13:41:54.094 12/05/1995]',0.001,0.001,0.001,120.828,0.494
'[13:41:54.096 12/05/1995]',-0.005,0.001,0.001,118.578,0.529
'[13:41:54.098 12/05/1995]',0.001,0.001,0.001,118.578,0.529
'[13:41:54.100 12/05/1995]',-0.005,0.001,0.001,118.578,0.529
'[13:41:54.102 12/05/1995]',0.001,0.001,-0.005,118.578,0.529
'[13:41:54.104 12/05/1995]',-0.005,0.001,-0.005,116.103,0.551
'[13:41:54.106 12/05/1995]',-0.005,0.001,-0.005,116.103,0.551
'[13:41:54.108 12/05/1995]',-0.005,0.001,-0.005,116.103,0.551
'[13:41:54.110 12/05/1995]',-0.005,0.001,-0.005,116.103,0.551
'[13:41:54.112 12/05/1995]',-0.005,0.001,-0.005,113.328,0.569
'[13:41:54.114 12/05/1995]',-0.005,0.001,0.001,113.328,0.569
'[13:41:54.116 12/05/1995]',-0.005,0.001,-0.005,113.328,0.569
'[13:41:54.118 12/05/1995]',-0.005,0.001,-0.005,113.328,0.569
'[13:41:54.120 12/05/1995]',-0.005,0.001,-0.005,110.028,0.573
'[13:41:54.122 12/05/1995]',-0.011,0.001,-0.005,110.028,0.573
'[13:41:54.124 12/05/1995]',-0.005,0.001,-0.011,110.028,0.573
'[13:41:54.126 12/05/1995]',-0.011,0.001,-0.005,110.028,0.573
'[13:41:54.128 12/05/1995]',-0.005,0.001,-0.005,106.353,0.573
'[13:41:54.130 12/05/1995]',-0.005,0.001,-0.005,106.353,0.573
'[13:41:54.132 12/05/1995]',-0.005,0.001,-0.005,106.353,0.573
'[13:41:54.134 12/05/1995]',-0.011,0.001,-0.005,106.353,0.573
'[13:41:54.136 12/05/1995]',-0.011,0.017,-0.005,102.378,0.569
'[13:41:54.138 12/05/1995]',-0.011,0.017,-0.011,102.378,0.569
'[13:41:54.140 12/05/1995]',-0.011,0.017,-0.011,102.378,0.569
'[13:41:54.142 12/05/1995]',-0.011,0.001,-0.011,102.378,0.569
'[13:41:54.144 12/05/1995]',-0.005,0.017,-0.005,98.477,0.555
'[13:41:54.146 12/05/1995]',-0.005,0.001,-0.011,98.477,0.555
'[13:41:54.148 12/05/1995]',-0.005,0.001,-0.005,98.477,0.555
'[13:41:54.150 12/05/1995]',-0.005,0.001,-0.005,98.477,0.555
'[13:41:54.152 12/05/1995]',-0.005,0.017,-0.005,94.952,0.542
'[13:41:54.154 12/05/1995]',-0.011,0.017,-0.005,94.952,0.542
'[13:41:54.156 12/05/1995]',-0.011,0.017,-0.011,94.952,0.542
'[13:41:54.158 12/05/1995]',-0.011,0.017,-0.005,94.952,0.542
'[13:41:54.160 12/05/1995]',-0.011,0.017,-0.011,92.252,0.525
'[13:41:54.162 12/05/1995]',-0.011,0.001,-0.011,92.252,0.525
'[13:41:54.164 12/05/1995]',-0.005,0.017,-0.005,92.252,0.525
'[13:41:54.166 12/05/1995]',-0.005,0.017,-0.005,92.252,0.525
'[13:41:54.168 12/05/1995]',-0.011,0.017,-0.011,90.602,0.494
'[13:41:54.170 12/05/1995]',-0.011,0.017,-0.011,90.602,0.494
'[13:41:54.172 12/05/1995]',-0.011,0.017,-0.011,90.602,0.494
'[13:41:54.174 12/05/1995]',-0.011,0.017,-0.011,90.602,0.494
'[13:41:54.176 12/05/1995]',-0.011,0.017,-0.011,89.702,0.472
'[13:41:54.178 12/05/1995]',-0.011,0.001,-0.011,89.702,0.472
'[13:41:54.180 12/05/1995]',-0.011,0.017,-0.005,89.702,0.472
'[13:41:54.182 12/05/1995]',-0.011,0.017,-0.011,89.702,0.472
'[13:41:54.184 12/05/1995]',-0.011,0.017,-0.011,89.177,0.433
'[13:41:54.186 12/05/1995]',-0.011,0.017,-0.011,89.177,0.433
'[13:41:54.188 12/05/1995]',-0.011,0.017,-0.011,89.177,0.433
'[13:41:54.190 12/05/1995]',-0.011,0.017,-0.011,89.177,0.433
'[13:41:54.192 12/05/1995]',-0.011,0.017,-0.011,88.577,0.403
'[13:41:54.194 12/05/1995]',-0.023,0.017,-0.011,88.577,0.403
'[13:41:54.196 12/05/1995]',-0.005,0.017,-0.011,88.577,0.403
'[13:41:54.198 12/05/1995]',-0.011,0.017,-0.011,88.577,0.403
'[13:41:54.200 12/05/1995]',-0.011,0.017,-0.011,88.202,0.367
'[13:41:54.202 12/05/1995]',-0.011,0.017,-0.011,88.202,0.367
'[13:41:54.204 12/05/1995]',-0.011,0.017,-0.011,88.202,0.367
'[13:41:54.206 12/05/1995]',-0.011,0.001,-0.023,88.202,0.367
'[13:41:54.208 12/05/1995]',-0.011,0.001,-0.011,87.902,0.333
'[13:41:54.210 12/05/1995]',-0.011,0.001,-0.011,87.902,0.333
'[13:41:54.212 12/05/1995]',-0.011,0.001,-0.011,87.902,0.333
'[13:41:54.214 12/05/1995]',-0.011,0.001,-0.005,87.902,0.333
'[13:41:54.216 12/05/1995]',-0.011,0.001,-0.011,87.827,0.293
'[13:41:54.218 12/05/1995]',-0.023,0.001,-0.011,87.827,0.293
'[13:41:54.220 12/05/1995]',-0.011,0.017,-0.011,87.827,0.293
'[13:41:54.222 12/05/1995]',-0.011,0.001,-0.011,87.827,0.293
'[13:41:54.224 12/05/1995]',-0.011,0.001,-0.011,87.677,0.258
'[13:41:54.226 12/05/1995]',-0.011,0.001,-0.011,87.677,0.258
'[13:41:54.228 12/05/1995]',-0.005,0.001,-0.011,87.677,0.258
'[13:41:54.230 12/05/1995]',-0.011,0.001,-0.005,87.677,0.258
'[13:41:54.232 12/05/1995]',-0.011,0.001,-0.011,87.527,0.223
'[13:41:54.234 12/05/1995]',-0.011,0.001,-0.005,87.527,0.223
'[13:41:54.236 12/05/1995]',-0.011,0.001,-0.011,87.527,0.223
'[13:41:54.238 12/05/1995]',-0.011,0.001,-0.011,87.527,0.223
'[13:41:54.240 12/05/1995]',-0.011,0.001,-0.011,87.227,0.188
'[13:41:54.242 12/05/1995]',-0.011,0.001,-0.011,87.227,0.188
'[13:41:54.244 12/05/1995]',-0.011,0.001,-0.011,87.227,0.188
'[13:41:54.246 12/05/1995]',-0.011,0.001,-0.005,87.227,0.188
'[13:41:54.248 12/05/1995]',-0.011,0.001,-0.011,86.852,0.158
'[13:41:54.250 12/05/1995]',-0.011,0.001,-0.011,86.852,0.158
'[13:41:54.252 12/05/1995]',-0.011,0.001,-0.011,86.852,0.158
'[13:41:54.254 12/05/1995]',-0.011,0.017,-0.011,86.852,0.158
'[13:41:54.256 12/05/1995]',-0.011,0.001,-0.011,86.477,0.127
'[13:41:54.258 12/05/1995]',-0.011,0.001,-0.023,86.477,0.127
'[13:41:54.260 12/05/1995]',-0.011,0.001,-0.011,86.477,0.127
'[13:41:54.262 12/05/1995]',-0.011,0.001,-0.005,86.477,0.127
'[13:41:54.264 12/05/1995]',-0.011,0.001,-0.011,85.952,0.087
'[13:41:54.266 12/05/1995]',-0.011,0.001,-0.011,85.952,0.087
'[13:41:54.268 12/05/1995]',-0.011,0.001,-0.011,85.952,0.087
'[13:41:54.270 12/05/1995]',-0.011,0.001,-0.011,85.952,0.087
'[13:41:54.272 12/05/1995]',-0.011,0.001,-0.011,85.427,0.061
'[13:41:54.274 12/05/1995]',-0.011,0.001,-0.011,85.427,0.061
'[13:41:54.276 12/05/1995]',-0.005,0.001,-0.011,85.427,0.061
'[13:41:54.278 12/05/1995]',-0.011,0.001,-0.011,85.427,0.061
'[13:41:54.280 12/05/1995]',-0.011,0.001,-0.005,84.827,0.035
'[13:41:54.282 12/05/1995]',-0.005,0.001,-0.005,84.827,0.035
'[13:41:54.284 12/05/1995]',-0.005,0.001,-0.011,84.827,0.035
'[13:41:54.286 12/05/1995]',-0.005,0.001,-0.011,84.827,0.035
'[13:41:54.288 12/05/1995]',-0.005,0.001,-0.011,84.227,0.009
'[13:41:54.290 12/05/1995]',-0.005,0.001,-0.011,84.227,0.009
'[13:41:54.292 12/05/1995]',-0.005,0.001,-0.011,84.227,0.009
'[13:41:54.294 12/05/1995]',-0.005,0.001,-0.005,84.227,0.009
'[13:41:54.296 12/05/1995]',-0.005,0.001,-0.005,83.777,-0.013
'[13:41:54.298 12/05/1995]',-0.005,0.001,-0.005,83.777,-0.013
'[13:41:54.300 12/05/1995]',-0.005,0.001,-0.005,83.777,-0.013
'[13:41:54.302 12/05/1995]',-0.005,0.001,-0.005,83.777,-0.013
'[13:41:54.304 12/05/1995]',-0.005,0.001,-0.011,83.102,-0.030
'[13:41:54.306 12/05/1995]',-0.011,0.001,-0.011,83.102,-0.030
'[13:41:54.308 12/05/1995]',-0.005,0.001,-0.005,83.102,-0.030
'[13:41:54.310 12/05/1995]',-0.005,0.001,-0.011,83.102,-0.030
'[13:41:54.312 12/05/1995]',-0.005,0.001,-0.005,82.427,-0.048
'[13:41:54.314 12/05/1995]',-0.005,0.001,-0.005,82.427,-0.048
'[13:41:54.316 12/05/1995]',-0.005,0.001,-0.005,82.427,-0.048
'[13:41:54.318 12/05/1995]',-0.005,0.001,-0.005,82.427,-0.048
'[13:41:54.320 12/05/1995]',-0.005,0.001,-0.011,81.677,-0.061
'[13:41:54.322 12/05/1995]',-0.005,0.001,-0.011,81.677,-0.061
'[13:41:54.324 12/05/1995]',-0.005,0.001,-0.011,81.677,-0.061
'[13:41:54.326 12/05/1995]',-0.011,0.001,-0.011,81.677,-0.061
'[13:41:54.328 12/05/1995]',-0.005,0.001,-0.005,81.002,-0.074
'[13:41:54.330 12/05/1995]',-0.005,0.001,-0.005,81.002,-0.074
'[13:41:54.332 12/05/1995]',-0.005,0.001,-0.005,81.002,-0.074
'[13:41:54.334 12/05/1995]',-0.005,0.001,-0.005,81.002,-0.074
'[13:41:54.336 12/05/1995]',-0.005,0.001,-0.011,80.327,-0.087
'[13:41:54.338 12/05/1995]',-0.005,0.001,-0.011,80.327,-0.087
'[13:41:54.340 12/05/1995]',-0.005,0.001,-0.005,80.327,-0.087
'[13:41:54.342 12/05/1995]',-0.005,0.001,-0.005,80.327,-0.087
'[13:41:54.344 12/05/1995]',-0.005,0.001,-0.005,79.577,-0.105
'[13:41:54.346 12/05/1995]',-0.011,0.001,-0.005,79.577,-0.105
'[13:41:54.348 12/05/1995]',-0.005,0.001,-0.005,79.577,-0.105
'[13:41:54.350 12/05/1995]',-0.005,0.001,-0.005,79.577,-0.105
'[13:41:54.352 12/05/1995]',-0.005,0.001,-0.005,78.677,-0.118
'[13:41:54.354 12/05/1995]',-0.005,0.001,-0.005,78.677,-0.118
'[13:41:54.356 12/05/1995]',-0.005,0.001,-0.011,78.677,-0.118
'[13:41:54.358 12/05/1995]',-0.005,0.001,-0.005,78.677,-0.118
'[13:41:54.360 12/05/1995]',-0.005,0.001,-0.005,77.927,-0.127
'[13:41:54.362 12/05/1995]',-0.005,0.001,-0.005,77.927,-0.127
'[13:41:54.364 12/05/1995]',-0.005,0.001,-0.005,77.927,-0.127
'[13:41:54.366 12/05/1995]',-0.005,0.001,-0.005,77.927,-0.127
'[13:41:54.368 12/05/1995]',-0.005,0.001,-0.005,77.177,-0.140
'[13:41:54.370 12/05/1995]',0.001,0.001,-0.005,77.177,-0.140
'[13:41:54.372 12/05/1995]',-0.005,0.001,-0.005,77.177,-0.140
'[13:41:54.374 12/05/1995]',-0.005,0.001,-0.005,77.177,-0.140
'[13:41:54.376 12/05/1995]',-0.005,0.001,-0.005,76.427,-0.148
'[13:41:54.378 12/05/1995]',-0.005,0.001,-0.005,76.427,-0.148
'[13:41:54.380 12/05/1995]',-0.005,0.001,-0.005,76.427,-0.148
'[13:41:54.382 12/05/1995]',-0.005,0.001,-0.005,76.427,-0.148
'[13:41:54.384 12/05/1995]',-0.005,0.017,-0.011,75.827,-0.162
'[13:41:54.386 12/05/1995]',-0.011,0.017,-0.011,75.827,-0.162
'[13:41:54.388 12/05/1995]',-0.011,0.034,-0.023,75.827,-0.162
'[13:41:54.390 12/05/1995]',-0.011,0.050,-0.023,75.827,-0.162
'[13:41:54.392 12/05/1995]',-0.011,0.050,-0.011,75.152,-0.175
'[13:41:54.394 12/05/1995]',-0.005,0.050,-0.011,75.152,-0.175
'[13:41:54.396 12/05/1995]',-0.005,0.050,-0.005,75.152,-0.175
'[13:41:54.398 12/05/1995]',0.001,0.050,0.001,75.152,-0.175
'[13:41:54.400 12/05/1995]',0.006,0.050,0.001,74.552,-0.188
'[13:41:54.402 12/05/1995]',0.001,0.034,0.001,74.552,-0.188
'[13:41:54.404 12/05/1995]',0.006,0.034,0.006,74.552,-0.188
'[13:41:54.406 12/05/1995]',0.006,0.034,0.006,74.552,-0.188
'[13:41:54.408 12/05/1995]',0.001,0.017,0.006,74.027,-0.205
'[13:41:54.410 12/05/1995]',-0.005,0.017,0.001,74.027,-0.205
'[13:41:54.412 12/05/1995]',-0.011,0.017,0.001,74.027,-0.205
'[13:41:54.414 12/05/1995]',-0.011,0.017,-0.005,74.027,-0.205
'[13:41:54.416 12/05/1995]',-0.023,0.017,-0.011,73.577,-0.214
'[13:41:54.418 12/05/1995]',-0.029,0.017,-0.023,73.577,-0.214
'[13:41:54.420 12/05/1995]',-0.035,0.017,-0.023,73.577,-0.214
'[13:41:54.422 12/05/1995]',-0.035,0.017,-0.029,73.577,-0.214
'[13:41:54.424 12/05/1995]',-0.047,0.017,-0.035,73.127,-0.232
'[13:41:54.426 12/05/1995]',-0.053,0.017,-0.035,73.127,-0.232
'[13:41:54.428 12/05/1995]',-0.053,0.001,-0.046,73.127,-0.232
'[13:41:54.430 12/05/1995]',-0.053,0.017,-0.035,73.127,-0.232
'[13:41:54.432 12/05/1995]',-0.053,0.017,-0.035,72.752,-0.245
'[13:41:54.434 12/05/1995]',-0.053,0.017,-0.046,72.752,-0.245
'[13:41:54.436 12/05/1995]',-0.047,0.034,-0.035,72.752,-0.245
'[13:41:54.438 12/05/1995]',-0.047,0.034,-0.035,72.752,-0.245
'[13:41:54.440 12/05/1995]',-0.047,0.034,-0.046,72.302,-0.263
'[13:41:54.442 12/05/1995]',-0.053,0.034,-0.046,72.302,-0.263
'[13:41:54.444 12/05/1995]',-0.053,0.034,-0.035,72.302,-0.263
'[13:41:54.446 12/05/1995]',-0.047,0.034,-0.035,72.302,-0.263
'[13:41:54.448 12/05/1995]',-0.035,0.050,-0.035,71.927,-0.276
'[13:41:54.450 12/05/1995]',-0.029,0.050,-0.035,71.927,-0.276
'[13:41:54.452 12/05/1995]',-0.029,0.050,-0.029,71.927,-0.276
'[13:41:54.454 12/05/1995]',-0.023,0.050,-0.029,71.927,-0.276
'[13:41:54.456 12/05/1995]',-0.023,0.050,-0.029,71.552,-0.288
'[13:41:54.458 12/05/1995]',-0.011,0.050,-0.029,71.552,-0.288
'[13:41:54.460 12/05/1995]',-0.005,0.034,-0.023,71.552,-0.288
'[13:41:54.462 12/05/1995]',-0.005,0.017,-0.023,71.552,-0.288
'[13:41:54.464 12/05/1995]',0.001,0.001,-0.005,71.177,-0.310
'[13:41:54.466 12/05/1995]',0.001,0.001,-0.005,71.177,-0.310
'[13:41:54.468 12/05/1995]',0.006,0.001,-0.005,71.177,-0.310
'[13:41:54.470 12/05/1995]',0.006,0.001,-0.005,71.177,-0.310
'[13:41:54.472 12/05/1995]',0.006,0.001,-0.005,70.802,-0.328
'[13:41:54.474 12/05/1995]',0.006,-0.015,0.001,70.802,-0.328
'[13:41:54.476 12/05/1995]',0.006,-0.015,-0.005,70.802,-0.328
'[13:41:54.478 12/05/1995]',0.006,-0.015,0.001,70.802,-0.328
'[13:41:54.480 12/05/1995]',0.006,-0.031,0.001,70.427,-0.341
'[13:41:54.482 12/05/1995]',0.006,-0.015,0.006,70.427,-0.341
'[13:41:54.484 12/05/1995]',0.006,-0.031,0.001,70.427,-0.341
'[13:41:54.486 12/05/1995]',0.006,-0.015,0.001,70.427,-0.341
'[13:41:54.488 12/05/1995]',0.006,-0.015,0.001,70.127,-0.358
'[13:41:54.490 12/05/1995]',0.006,-0.015,0.001,70.127,-0.358
'[13:41:54.492 12/05/1995]',0.001,-0.015,-0.005,70.127,-0.358
'[13:41:54.494 12/05/1995]',0.006,-0.031,0.001,70.127,-0.358
'[13:41:54.496 12/05/1995]',0.001,-0.015,0.001,69.752,-0.381
'[13:41:54.498 12/05/1995]',0.001,-0.031,0.001,69.752,-0.381
'[13:41:54.500 12/05/1995]',0.001,-0.015,0.001,69.752,-0.381
'[13:41:54.502 12/05/1995]',0.006,-0.015,0.001,69.752,-0.381
'[13:41:54.504 12/05/1995]',0.006,0.001,0.001,69.377,-0.398
'[13:41:54.506 12/05/1995]',0.006,0.001,0.006,69.377,-0.398
'[13:41:54.508 12/05/1995]',0.006,0.001,-0.005,69.377,-0.398
'[13:41:54.510 12/05/1995]',0.006,-0.015,0.001,69.377,-0.398
'[13:41:54.512 12/05/1995]',0.006,0.001,0.001,69.077,-0.420
'[13:41:54.514 12/05/1995]',0.001,0.001,0.001,69.077,-0.420
'[13:41:54.516 12/05/1995]',0.006,-0.015,0.001,69.077,-0.420
'[13:41:54.518 12/05/1995]',0.001,-0.015,0.001,69.077,-0.420
'[13:41:54.520 12/05/1995]',0.006,-0.015,0.001,68.702,-0.442
'[13:41:54.522 12/05/1995]',0.006,-0.015,0.001,68.702,-0.442
'[13:41:54.524 12/05/1995]',0.006,-0.015,0.006,68.702,-0.442
'[13:41:54.526 12/05/1995]',0.012,-0.015,0.012,68.702,-0.442
'[13:41:54.528 12/05/1995]',0.030,-0.015,0.030,68.402,-0.468
'[13:41:54.530 12/05/1995]',0.048,-0.031,0.035,68.402,-0.468
'[13:41:54.532 12/05/1995]',0.077,-0.015,0.071,68.402,-0.468
'[13:41:54.534 12/05/1995]',0.113,-0.031,0.094,68.402,-0.468
'[13:41:54.536 12/05/1995]',0.154,-0.031,0.135,68.102,-0.494
'[13:41:54.538 12/05/1995]',0.208,-0.048,0.182,68.102,-0.494
'[13:41:54.540 12/05/1995]',0.261,-0.064,0.229,68.102,-0.494
'[13:41:54.542 12/05/1995]',0.284,-0.048,0.258,68.102,-0.494
'[13:41:54.544 12/05/1995]',0.290,-0.031,0.269,67.802,-0.520
'[13:41:54.546 12/05/1995]',0.290,0.001,0.258,67.802,-0.520
'[13:41:54.548 12/05/1995]',0.284,0.017,0.246,67.802,-0.520
'[13:41:54.550 12/05/1995]',0.273,0.083,0.217,67.802,-0.520
'[13:41:54.552 12/05/1995]',0.243,0.148,0.176,67.427,-0.542
'[13:41:54.554 12/05/1995]',0.202,0.214,0.111,67.427,-0.542
'[13:41:54.556 12/05/1995]',0.154,0.295,0.047,67.427,-0.542
'[13:41:54.558 12/05/1995]',0.101,0.344,-0.005,67.427,-0.542
'[13:41:54.560 12/05/1995]',0.089,0.344,-0.029,67.127,-0.569
'[13:41:54.562 12/05/1995]',0.095,0.295,-0.035,67.127,-0.569
'[13:41:54.564 12/05/1995]',0.101,0.165,-0.023,67.127,-0.569
'[13:41:54.566 12/05/1995]',0.113,0.001,0.012,67.127,-0.569
'[13:41:54.568 12/05/1995]',0.131,-0.179,0.065,66.827,-0.595
'[13:41:54.570 12/05/1995]',0.143,-0.342,0.111,66.827,-0.595
'[13:41:54.572 12/05/1995]',0.137,-0.457,0.117,66.827,-0.595
'[13:41:54.574 12/05/1995]',0.089,-0.505,0.100,66.827,-0.595
'[13:41:54.576 12/05/1995]',0.048,-0.554,0.077,66.527,-0.617
'[13:41:54.578 12/05/1995]',0.024,-0.554,0.065,66.527,-0.617
'[13:41:54.580 12/05/1995]',0.001,-0.538,0.047,66.527,-0.617
'[13:41:54.582 12/05/1995]',-0.005,-0.505,0.035,66.527,-0.617
'[13:41:54.584 12/05/1995]',-0.011,-0.457,0.030,66.302,-0.634
'[13:41:54.586 12/05/1995]',-0.011,-0.391,0.024,66.302,-0.634
'[13:41:54.588 12/05/1995]',-0.023,-0.326,0.006,66.302,-0.634
'[13:41:54.590 12/05/1995]',-0.029,-0.260,0.001,66.302,-0.634
'[13:41:54.592 12/05/1995]',-0.047,-0.195,-0.023,66.077,-0.651
'[13:41:54.594 12/05/1995]',-0.053,-0.146,-0.029,66.077,-0.651
'[13:41:54.596 12/05/1995]',-0.065,-0.080,-0.035,66.077,-0.651
'[13:41:54.598 12/05/1995]',-0.065,-0.048,-0.035,66.077,-0.651
'[13:41:54.600 12/05/1995]',-0.053,-0.015,-0.035,65.777,-0.665
'[13:41:54.602 12/05/1995]',-0.053,0.001,-0.046,65.777,-0.665
'[13:41:54.604 12/05/1995]',-0.047,0.001,-0.035,65.777,-0.665
'[13:41:54.606 12/05/1995]',-0.047,0.001,-0.035,65.777,-0.665
'[13:41:54.608 12/05/1995]',-0.047,0.001,-0.029,65.627,-0.682
'[13:41:54.610 12/05/1995]',-0.047,-0.015,-0.023,65.627,-0.682
'[13:41:54.612 12/05/1995]',-0.047,0.001,-0.023,65.627,-0.682
'[13:41:54.614 12/05/1995]',-0.035,0.001,-0.023,65.627,-0.682
'[13:41:54.616 12/05/1995]',-0.047,0.001,-0.023,65.327,-0.704
'[13:41:54.618 12/05/1995]',-0.035,0.001,-0.023,65.327,-0.704
'[13:41:54.620 12/05/1995]',-0.047,0.001,-0.029,65.327,-0.704
'[13:41:54.622 12/05/1995]',-0.047,0.001,-0.029,65.327,-0.704
'[13:41:54.624 12/05/1995]',-0.035,0.001,-0.023,65.027,-0.718
'[13:41:54.626 12/05/1995]',-0.035,0.001,-0.029,65.027,-0.718
'[13:41:54.628 12/05/1995]',-0.035,0.001,-0.023,65.027,-0.718
