'Time and date','II','MCL1','V','ABP','RESP'
'[13:01:07.382 19/05/1995]',0.062,0.103,0.084,88.700,-0.603
'[13:01:07.384 19/05/1995]',0.061,0.103,0.084,98.100,-0.601
'[13:01:07.386 19/05/1995]',0.059,0.103,0.076,98.100,-0.601
'[13:01:07.388 19/05/1995]',0.058,0.082,0.076,98.100,-0.601
'[13:01:07.390 19/05/1995]',0.056,0.082,0.076,98.100,-0.601
'[13:01:07.392 19/05/1995]',0.055,0.082,0.076,106.400,-0.599
'[13:01:07.394 19/05/1995]',0.054,0.082,0.068,106.400,-0.599
'[13:01:07.396 19/05/1995]',0.052,0.072,0.068,106.400,-0.599
'[13:01:07.398 19/05/1995]',0.050,0.062,0.059,106.400,-0.599
'[13:01:07.400 19/05/1995]',0.049,0.062,0.059,113.100,-0.596
'[13:01:07.402 19/05/1995]',0.047,0.062,0.051,113.100,-0.596
'[13:01:07.404 19/05/1995]',0.046,0.062,0.059,113.100,-0.596
'[13:01:07.406 19/05/1995]',0.044,0.052,0.042,113.100,-0.596
'[13:01:07.408 19/05/1995]',0.042,0.052,0.042,118.350,-0.593
'[13:01:07.410 19/05/1995]',0.040,0.052,0.042,118.350,-0.593
'[13:01:07.412 19/05/1995]',0.038,0.041,0.034,118.350,-0.593
'[13:01:07.414 19/05/1995]',0.035,0.041,0.034,118.350,-0.593
'[13:01:07.416 19/05/1995]',0.033,0.031,0.026,121.900,-0.590
'[13:01:07.418 19/05/1995]',0.031,0.031,0.026,121.900,-0.590
'[13:01:07.420 19/05/1995]',0.029,0.031,0.017,121.900,-0.590
'[13:01:07.422 19/05/1995]',0.027,0.021,0.017,121.900,-0.590
'[13:01:07.424 19/05/1995]',0.026,0.021,0.009,123.950,-0.588
'[13:01:07.426 19/05/1995]',0.025,0.011,0.009,123.950,-0.588
'[13:01:07.428 19/05/1995]',0.024,0.011,0.001,123.950,-0.588
'[13:01:07.430 19/05/1995]',0.023,0.001,0.001,123.950,-0.588
'[13:01:07.432 19/05/1995]',0.021,0.001,0.001,124.600,-0.587
'[13:01:07.434 19/05/1995]',0.020,0.001,0.001,124.600,-0.587
'[13:01:07.436 19/05/1995]',0.019,0.001,0.001,124.600,-0.587
'[13:01:07.438 19/05/1995]',0.018,0.001,0.001,124.600,-0.587
'[13:01:07.440 19/05/1995]',0.016,0.001,-0.008,124.100,-0.586
'[13:01:07.442 19/05/1995]',0.015,0.001,-0.008,124.100,-0.586
'[13:01:07.444 19/05/1995]',0.014,-0.009,-0.016,124.100,-0.586
'[13:01:07.446 19/05/1995]',0.013,-0.009,-0.016,124.100,-0.586
'[13:01:07.448 19/05/1995]',0.012,-0.009,-0.016,122.600,-0.585
'[13:01:07.450 19/05/1995]',0.011,-0.009,-0.016,122.600,-0.585
'[13:01:07.452 19/05/1995]',0.011,-0.009,-0.016,122.600,-0.585
'[13:01:07.454 19/05/1995]',0.011,-0.020,-0.016,122.600,-0.585
'[13:01:07.456 19/05/1995]',0.010,-0.020,-0.024,120.500,-0.584
'[13:01:07.458 19/05/1995]',0.010,-0.009,-0.016,120.500,-0.584
'[13:01:07.460 19/05/1995]',0.010,-0.020,-0.024,120.500,-0.584
'[13:01:07.462 19/05/1995]',0.010,-0.020,-0.024,120.500,-0.584
'[13:01:07.464 19/05/1995]',0.010,-0.020,-0.024,117.900,-0.583
'[13:01:07.466 19/05/1995]',0.010,-0.020,-0.024,117.900,-0.583
'[13:01:07.468 19/05/1995]',0.010,-0.020,-0.024,117.900,-0.583
'[13:01:07.470 19/05/1995]',0.010,-0.030,-0.024,117.900,-0.583
'[13:01:07.472 19/05/1995]',0.010,-0.020,-0.016,115.000,-0.583
'[13:01:07.474 19/05/1995]',0.009,-0.020,-0.024,115.000,-0.583
'[13:01:07.476 19/05/1995]',0.009,-0.020,-0.024,115.000,-0.583
'[13:01:07.478 19/05/1995]',0.008,-0.020,-0.024,115.000,-0.583
'[13:01:07.480 19/05/1995]',0.007,-0.020,-0.024,111.750,-0.582
'[13:01:07.482 19/05/1995]',0.006,-0.020,-0.024,111.750,-0.582
'[13:01:07.484 19/05/1995]',0.006,-0.020,-0.024,111.750,-0.582
'[13:01:07.486 19/05/1995]',0.006,-0.020,-0.024,111.750,-0.582
'[13:01:07.488 19/05/1995]',0.005,-0.020,-0.024,108.300,-0.581
'[13:01:07.490 19/05/1995]',0.004,-0.030,-0.024,108.300,-0.581
'[13:01:07.492 19/05/1995]',0.003,-0.030,-0.024,108.300,-0.581
'[13:01:07.494 19/05/1995]',0.003,-0.030,-0.024,108.300,-0.581
'[13:01:07.496 19/05/1995]',0.002,-0.020,-0.024,104.500,-0.579
'[13:01:07.498 19/05/1995]',0.001,-0.030,-0.024,104.500,-0.579
'[13:01:07.500 19/05/1995]',0.001,-0.020,-0.024,104.500,-0.579
'[13:01:07.502 19/05/1995]',0.000,-0.030,-0.033,104.500,-0.579
'[13:01:07.504 19/05/1995]',0.000,-0.030,-0.033,100.300,-0.578
'[13:01:07.506 19/05/1995]',0.000,-0.030,-0.033,100.300,-0.578
'[13:01:07.508 19/05/1995]',0.001,-0.030,-0.041,100.300,-0.578
'[13:01:07.510 19/05/1995]',0.002,-0.030,-0.033,100.300,-0.578
'[13:01:07.512 19/05/1995]',0.003,-0.030,-0.041,95.600,-0.576
'[13:01:07.514 19/05/1995]',0.004,-0.030,-0.033,95.600,-0.576
'[13:01:07.516 19/05/1995]',0.004,-0.030,-0.033,95.600,-0.576
'[13:01:07.518 19/05/1995]',0.005,-0.030,-0.033,95.600,-0.576
'[13:01:07.520 19/05/1995]',0.005,-0.030,-0.024,90.550,-0.574
'[13:01:07.522 19/05/1995]',0.004,-0.030,-0.024,90.550,-0.574
'[13:01:07.524 19/05/1995]',0.004,-0.030,-0.033,90.550,-0.574
'[13:01:07.526 19/05/1995]',0.003,-0.030,-0.033,90.550,-0.574
'[13:01:07.528 19/05/1995]',0.003,-0.030,-0.033,85.500,-0.572
'[13:01:07.530 19/05/1995]',0.002,-0.030,-0.033,85.500,-0.572
'[13:01:07.532 19/05/1995]',0.003,-0.030,-0.033,85.500,-0.572
'[13:01:07.534 19/05/1995]',0.004,-0.030,-0.024,85.500,-0.572
'[13:01:07.536 19/05/1995]',0.006,-0.030,-0.033,80.800,-0.570
'[13:01:07.538 19/05/1995]',0.008,-0.030,-0.033,80.800,-0.570
'[13:01:07.540 19/05/1995]',0.010,-0.030,-0.033,80.800,-0.570
'[13:01:07.542 19/05/1995]',0.011,-0.030,-0.033,80.800,-0.570
'[13:01:07.544 19/05/1995]',0.014,-0.040,-0.033,76.850,-0.569
'[13:01:07.546 19/05/1995]',0.016,-0.030,-0.033,76.850,-0.569
'[13:01:07.548 19/05/1995]',0.018,-0.030,-0.033,76.850,-0.569
'[13:01:07.550 19/05/1995]',0.020,-0.030,-0.033,76.850,-0.569
'[13:01:07.552 19/05/1995]',0.022,-0.030,-0.033,74.150,-0.568
'[13:01:07.554 19/05/1995]',0.024,-0.030,-0.033,74.150,-0.568
'[13:01:07.556 19/05/1995]',0.025,-0.030,-0.041,74.150,-0.568
'[13:01:07.558 19/05/1995]',0.027,-0.030,-0.041,74.150,-0.568
'[13:01:07.560 19/05/1995]',0.028,-0.030,-0.041,72.650,-0.567
'[13:01:07.562 19/05/1995]',0.029,-0.030,-0.050,72.650,-0.567
'[13:01:07.564 19/05/1995]',0.028,-0.030,-0.050,72.650,-0.567
'[13:01:07.566 19/05/1995]',0.028,-0.030,-0.050,72.650,-0.567
'[13:01:07.568 19/05/1995]',0.026,-0.030,-0.050,72.150,-0.566
'[13:01:07.570 19/05/1995]',0.025,-0.030,-0.041,72.150,-0.566
'[13:01:07.572 19/05/1995]',0.023,-0.030,-0.050,72.150,-0.566
'[13:01:07.574 19/05/1995]',0.020,-0.030,-0.041,72.150,-0.566
'[13:01:07.576 19/05/1995]',0.017,-0.030,-0.041,72.400,-0.566
'[13:01:07.578 19/05/1995]',0.014,-0.030,-0.050,72.400,-0.566
'[13:01:07.580 19/05/1995]',0.012,-0.030,-0.041,72.400,-0.566
'[13:01:07.582 19/05/1995]',0.009,-0.030,-0.041,72.400,-0.566
'[13:01:07.584 19/05/1995]',0.007,-0.030,-0.041,73.000,-0.566
'[13:01:07.586 19/05/1995]',0.004,-0.030,-0.041,73.000,-0.566
'[13:01:07.588 19/05/1995]',0.001,-0.040,-0.041,73.000,-0.566
'[13:01:07.590 19/05/1995]',-0.001,-0.040,-0.041,73.000,-0.566
'[13:01:07.592 19/05/1995]',-0.004,-0.040,-0.050,73.750,-0.566
'[13:01:07.594 19/05/1995]',-0.006,-0.040,-0.050,73.750,-0.566
'[13:01:07.596 19/05/1995]',-0.008,-0.040,-0.050,73.750,-0.566
'[13:01:07.598 19/05/1995]',-0.009,-0.040,-0.050,73.750,-0.566
'[13:01:07.600 19/05/1995]',-0.010,-0.030,-0.041,74.500,-0.566
'[13:01:07.602 19/05/1995]',-0.011,-0.040,-0.041,74.500,-0.566
'[13:01:07.604 19/05/1995]',-0.012,-0.040,-0.041,74.500,-0.566
'[13:01:07.606 19/05/1995]',-0.013,-0.030,-0.041,74.500,-0.566
'[13:01:07.608 19/05/1995]',-0.013,-0.030,-0.041,75.200,-0.566
'[13:01:07.610 19/05/1995]',-0.014,-0.040,-0.041,75.200,-0.566
'[13:01:07.612 19/05/1995]',-0.014,-0.040,-0.041,75.200,-0.566
'[13:01:07.614 19/05/1995]',-0.014,-0.040,-0.041,75.200,-0.566
'[13:01:07.616 19/05/1995]',-0.015,-0.030,-0.033,75.750,-0.566
'[13:01:07.618 19/05/1995]',-0.016,-0.030,-0.033,75.750,-0.566
'[13:01:07.620 19/05/1995]',-0.016,-0.030,-0.033,75.750,-0.566
'[13:01:07.622 19/05/1995]',-0.016,-0.040,-0.033,75.750,-0.566
'[13:01:07.624 19/05/1995]',-0.015,-0.030,-0.033,75.950,-0.565
'[13:01:07.626 19/05/1995]',-0.015,-0.030,-0.033,75.950,-0.565
'[13:01:07.628 19/05/1995]',-0.014,-0.030,-0.024,75.950,-0.565
'[13:01:07.630 19/05/1995]',-0.014,-0.030,-0.033,75.950,-0.565
'[13:01:07.632 19/05/1995]',-0.013,-0.030,-0.033,75.950,-0.565
'[13:01:07.634 19/05/1995]',-0.012,-0.030,-0.033,75.950,-0.565
'[13:01:07.636 19/05/1995]',-0.012,-0.030,-0.024,75.950,-0.565
'[13:01:07.638 19/05/1995]',-0.011,-0.030,-0.033,75.950,-0.565
'[13:01:07.640 19/05/1995]',-0.011,-0.030,-0.024,75.700,-0.566
'[13:01:07.642 19/05/1995]',-0.011,-0.030,-0.033,75.700,-0.566
'[13:01:07.644 19/05/1995]',-0.010,-0.030,-0.024,75.700,-0.566
'[13:01:07.646 19/05/1995]',-0.010,-0.030,-0.033,75.700,-0.566
'[13:01:07.648 19/05/1995]',-0.010,-0.030,-0.024,75.200,-0.567
'[13:01:07.650 19/05/1995]',-0.011,-0.030,-0.024,75.200,-0.567
'[13:01:07.652 19/05/1995]',-0.011,-0.030,-0.024,75.200,-0.567
'[13:01:07.654 19/05/1995]',-0.011,-0.030,-0.033,75.200,-0.567
'[13:01:07.656 19/05/1995]',-0.010,-0.030,-0.024,74.500,-0.568
'[13:01:07.658 19/05/1995]',-0.010,-0.030,-0.033,74.500,-0.568
'[13:01:07.660 19/05/1995]',-0.009,-0.030,-0.024,74.500,-0.568
'[13:01:07.662 19/05/1995]',-0.008,-0.030,-0.033,74.500,-0.568
'[13:01:07.664 19/05/1995]',-0.006,-0.030,-0.024,73.650,-0.570
'[13:01:07.666 19/05/1995]',-0.004,-0.030,-0.024,73.650,-0.570
'[13:01:07.668 19/05/1995]',-0.000,-0.030,-0.024,73.650,-0.570
'[13:01:07.670 19/05/1995]',0.003,-0.020,-0.024,73.650,-0.570
'[13:01:07.672 19/05/1995]',0.006,-0.030,-0.024,72.650,-0.573
'[13:01:07.674 19/05/1995]',0.009,-0.020,-0.033,72.650,-0.573
'[13:01:07.676 19/05/1995]',0.010,-0.020,-0.024,72.650,-0.573
'[13:01:07.678 19/05/1995]',0.011,0.001,-0.016,72.650,-0.573
'[13:01:07.680 19/05/1995]',0.011,0.001,0.001,71.600,-0.575
'[13:01:07.682 19/05/1995]',0.011,0.021,0.009,71.600,-0.575
'[13:01:07.684 19/05/1995]',0.008,0.041,0.042,71.600,-0.575
'[13:01:07.686 19/05/1995]',0.004,0.072,0.076,71.600,-0.575
'[13:01:07.688 19/05/1995]',-0.006,0.103,0.126,70.450,-0.578
'[13:01:07.690 19/05/1995]',-0.016,0.144,0.160,70.450,-0.578
'[13:01:07.692 19/05/1995]',-0.035,0.174,0.218,70.450,-0.578
'[13:01:07.694 19/05/1995]',-0.054,0.215,0.268,70.450,-0.578
'[13:01:07.696 19/05/1995]',-0.079,0.235,0.302,69.350,-0.581
'[13:01:07.698 19/05/1995]',-0.104,0.256,0.335,69.350,-0.581
'[13:01:07.700 19/05/1995]',-0.133,0.256,0.369,69.350,-0.581
'[13:01:07.702 19/05/1995]',-0.162,0.256,0.394,69.350,-0.581
'[13:01:07.704 19/05/1995]',-0.192,0.246,0.402,68.300,-0.583
'[13:01:07.706 19/05/1995]',-0.222,0.235,0.411,68.300,-0.583
'[13:01:07.708 19/05/1995]',-0.248,0.246,0.427,68.300,-0.583
'[13:01:07.710 19/05/1995]',-0.274,0.225,0.419,68.300,-0.583
'[13:01:07.712 19/05/1995]',-0.294,0.174,0.394,67.300,-0.584
'[13:01:07.714 19/05/1995]',-0.314,0.123,0.327,67.300,-0.584
'[13:01:07.716 19/05/1995]',-0.326,0.041,0.243,67.300,-0.584
'[13:01:07.718 19/05/1995]',-0.339,-0.030,0.151,67.300,-0.584
'[13:01:07.720 19/05/1995]',-0.343,-0.122,0.042,66.350,-0.584
'[13:01:07.722 19/05/1995]',-0.348,-0.214,-0.066,66.350,-0.584
'[13:01:07.724 19/05/1995]',-0.341,-0.295,-0.158,66.350,-0.584
'[13:01:07.726 19/05/1995]',-0.335,-0.356,-0.242,66.350,-0.584
'[13:01:07.728 19/05/1995]',-0.320,-0.397,-0.301,65.550,-0.585
'[13:01:07.730 19/05/1995]',-0.304,-0.418,-0.318,65.550,-0.585
'[13:01:07.732 19/05/1995]',-0.281,-0.418,-0.334,65.550,-0.585
'[13:01:07.734 19/05/1995]',-0.259,-0.397,-0.326,65.550,-0.585
'[13:01:07.736 19/05/1995]',-0.232,-0.377,-0.318,64.700,-0.586
'[13:01:07.738 19/05/1995]',-0.205,-0.336,-0.292,64.700,-0.586
'[13:01:07.740 19/05/1995]',-0.178,-0.305,-0.259,64.700,-0.586
'[13:01:07.742 19/05/1995]',-0.152,-0.275,-0.242,64.700,-0.586
'[13:01:07.744 19/05/1995]',-0.127,-0.244,-0.209,63.950,-0.587
'[13:01:07.746 19/05/1995]',-0.103,-0.214,-0.184,63.950,-0.587
'[13:01:07.748 19/05/1995]',-0.083,-0.183,-0.167,63.950,-0.587
'[13:01:07.750 19/05/1995]',-0.062,-0.162,-0.158,63.950,-0.587
'[13:01:07.752 19/05/1995]',-0.046,-0.142,-0.133,63.300,-0.588
'[13:01:07.754 19/05/1995]',-0.031,-0.112,-0.117,63.300,-0.588
'[13:01:07.756 19/05/1995]',-0.020,-0.091,-0.092,63.300,-0.588
'[13:01:07.758 19/05/1995]',-0.009,-0.071,-0.083,63.300,-0.588
'[13:01:07.760 19/05/1995]',-0.001,-0.071,-0.083,62.750,-0.589
'[13:01:07.762 19/05/1995]',0.007,-0.060,-0.075,62.750,-0.589
'[13:01:07.764 19/05/1995]',0.013,-0.050,-0.075,62.750,-0.589
'[13:01:07.766 19/05/1995]',0.018,-0.050,-0.075,62.750,-0.589
'[13:01:07.768 19/05/1995]',0.022,-0.040,-0.066,62.150,-0.590
'[13:01:07.770 19/05/1995]',0.026,-0.040,-0.066,62.150,-0.590
'[13:01:07.772 19/05/1995]',0.029,-0.030,-0.066,62.150,-0.590
'[13:01:07.774 19/05/1995]',0.032,-0.030,-0.075,62.150,-0.590
'[13:01:07.776 19/05/1995]',0.035,-0.040,-0.066,61.600,-0.591
'[13:01:07.778 19/05/1995]',0.037,-0.030,-0.066,61.600,-0.591
'[13:01:07.780 19/05/1995]',0.039,-0.030,-0.058,61.600,-0.591
'[13:01:07.782 19/05/1995]',0.041,-0.030,-0.058,61.600,-0.591
'[13:01:07.784 19/05/1995]',0.043,-0.030,-0.058,61.100,-0.592
'[13:01:07.786 19/05/1995]',0.044,-0.030,-0.050,61.100,-0.592
'[13:01:07.788 19/05/1995]',0.046,-0.020,-0.050,61.100,-0.592
'[13:01:07.790 19/05/1995]',0.047,-0.020,-0.050,61.100,-0.592
'[13:01:07.792 19/05/1995]',0.049,-0.020,-0.050,60.600,-0.594
'[13:01:07.794 19/05/1995]',0.051,-0.009,-0.041,60.600,-0.594
'[13:01:07.796 19/05/1995]',0.053,-0.009,-0.041,60.600,-0.594
'[13:01:07.798 19/05/1995]',0.056,0.001,-0.041,60.600,-0.594
'[13:01:07.800 19/05/1995]',0.059,0.001,-0.033,60.150,-0.596
'[13:01:07.802 19/05/1995]',0.062,0.001,-0.033,60.150,-0.596
'[13:01:07.804 19/05/1995]',0.065,-0.009,-0.033,60.150,-0.596
'[13:01:07.806 19/05/1995]',0.069,0.001,-0.033,60.150,-0.596
'[13:01:07.808 19/05/1995]',0.072,0.001,-0.024,59.800,-0.598
'[13:01:07.810 19/05/1995]',0.076,0.001,-0.024,59.800,-0.598
'[13:01:07.812 19/05/1995]',0.080,0.001,-0.024,59.800,-0.598
'[13:01:07.814 19/05/1995]',0.085,0.001,-0.016,59.800,-0.598
'[13:01:07.816 19/05/1995]',0.089,0.011,-0.016,59.450,-0.601
'[13:01:07.818 19/05/1995]',0.093,0.011,-0.016,59.450,-0.601
'[13:01:07.820 19/05/1995]',0.097,0.021,-0.008,59.450,-0.601
'[13:01:07.822 19/05/1995]',0.101,0.031,-0.008,59.450,-0.601
'[13:01:07.824 19/05/1995]',0.104,0.031,0.001,59.200,-0.604
'[13:01:07.826 19/05/1995]',0.108,0.031,0.001,59.200,-0.604
'[13:01:07.828 19/05/1995]',0.110,0.041,-0.008,59.200,-0.604
'[13:01:07.830 19/05/1995]',0.113,0.041,0.001,59.200,-0.604
'[13:01:07.832 19/05/1995]',0.114,0.041,0.001,59.000,-0.607
'[13:01:07.834 19/05/1995]',0.114,0.052,0.001,59.000,-0.607
'[13:01:07.836 19/05/1995]',0.114,0.062,0.001,59.000,-0.607
'[13:01:07.838 19/05/1995]',0.113,0.052,0.001,59.000,-0.607
'[13:01:07.840 19/05/1995]',0.112,0.062,0.009,58.850,-0.610
'[13:01:07.842 19/05/1995]',0.112,0.062,0.009,58.850,-0.610
'[13:01:07.844 19/05/1995]',0.110,0.072,0.017,58.850,-0.610
'[13:01:07.846 19/05/1995]',0.109,0.072,0.026,58.850,-0.610
'[13:01:07.848 19/05/1995]',0.108,0.082,0.034,58.850,-0.613
'[13:01:07.850 19/05/1995]',0.107,0.082,0.034,58.850,-0.613
'[13:01:07.852 19/05/1995]',0.107,0.082,0.042,58.850,-0.613
'[13:01:07.854 19/05/1995]',0.106,0.093,0.051,58.850,-0.613
'[13:01:07.856 19/05/1995]',0.105,0.093,0.051,59.000,-0.615
'[13:01:07.858 19/05/1995]',0.104,0.103,0.059,59.000,-0.615
'[13:01:07.860 19/05/1995]',0.104,0.103,0.059,59.000,-0.615
'[13:01:07.862 19/05/1995]',0.103,0.103,0.068,59.000,-0.615
'[13:01:07.864 19/05/1995]',0.101,0.103,0.076,59.600,-0.617
'[13:01:07.866 19/05/1995]',0.099,0.113,0.076,59.600,-0.617
'[13:01:07.868 19/05/1995]',0.097,0.113,0.076,59.600,-0.617
'[13:01:07.870 19/05/1995]',0.095,0.113,0.076,59.600,-0.617
'[13:01:07.872 19/05/1995]',0.093,0.123,0.084,61.150,-0.619
'[13:01:07.874 19/05/1995]',0.092,0.123,0.093,61.150,-0.619
'[13:01:07.876 19/05/1995]',0.091,0.123,0.093,61.150,-0.619
'[13:01:07.878 19/05/1995]',0.090,0.123,0.093,61.150,-0.619
'[13:01:07.880 19/05/1995]',0.089,0.123,0.093,64.350,-0.621
'[13:01:07.882 19/05/1995]',0.089,0.123,0.093,64.350,-0.621
'[13:01:07.884 19/05/1995]',0.088,0.134,0.093,64.350,-0.621
'[13:01:07.886 19/05/1995]',0.087,0.123,0.093,64.350,-0.621
'[13:01:07.888 19/05/1995]',0.085,0.123,0.093,69.700,-0.622
'[13:01:07.890 19/05/1995]',0.084,0.113,0.093,69.700,-0.622
'[13:01:07.892 19/05/1995]',0.083,0.123,0.093,69.700,-0.622
'[13:01:07.894 19/05/1995]',0.081,0.113,0.093,69.700,-0.622
'[13:01:07.896 19/05/1995]',0.078,0.113,0.093,77.100,-0.624
'[13:01:07.898 19/05/1995]',0.076,0.103,0.084,77.100,-0.624
'[13:01:07.900 19/05/1995]',0.073,0.103,0.084,77.100,-0.624
'[13:01:07.902 19/05/1995]',0.070,0.103,0.076,77.100,-0.624
'[13:01:07.904 19/05/1995]',0.068,0.103,0.076,85.700,-0.625
'[13:01:07.906 19/05/1995]',0.066,0.093,0.076,85.700,-0.625
'[13:01:07.908 19/05/1995]',0.065,0.093,0.076,85.700,-0.625
'[13:01:07.910 19/05/1995]',0.064,0.082,0.068,85.700,-0.625
'[13:01:07.912 19/05/1995]',0.061,0.082,0.068,94.350,-0.627
'[13:01:07.914 19/05/1995]',0.059,0.072,0.059,94.350,-0.627
'[13:01:07.916 19/05/1995]',0.056,0.082,0.059,94.350,-0.627
'[13:01:07.918 19/05/1995]',0.054,0.072,0.059,94.350,-0.627
'[13:01:07.920 19/05/1995]',0.051,0.072,0.059,102.200,-0.628
'[13:01:07.922 19/05/1995]',0.048,0.072,0.051,102.200,-0.628
'[13:01:07.924 19/05/1995]',0.045,0.062,0.042,102.200,-0.628
'[13:01:07.926 19/05/1995]',0.043,0.062,0.042,102.200,-0.628
'[13:01:07.928 19/05/1995]',0.040,0.062,0.034,108.800,-0.629
'[13:01:07.930 19/05/1995]',0.038,0.062,0.042,108.800,-0.629
'[13:01:07.932 19/05/1995]',0.036,0.052,0.042,108.800,-0.629
'[13:01:07.934 19/05/1995]',0.034,0.041,0.034,108.800,-0.629
'[13:01:07.936 19/05/1995]',0.031,0.041,0.026,114.000,-0.629
'[13:01:07.938 19/05/1995]',0.029,0.031,0.026,114.000,-0.629
'[13:01:07.940 19/05/1995]',0.028,0.031,0.017,114.000,-0.629
'[13:01:07.942 19/05/1995]',0.026,0.021,0.009,114.000,-0.629
'[13:01:07.944 19/05/1995]',0.024,0.031,0.009,117.750,-0.629
'[13:01:07.946 19/05/1995]',0.022,0.021,0.009,117.750,-0.629
'[13:01:07.948 19/05/1995]',0.021,0.021,0.001,117.750,-0.629
'[13:01:07.950 19/05/1995]',0.020,0.021,0.001,117.750,-0.629
'[13:01:07.952 19/05/1995]',0.019,0.011,0.001,120.150,-0.628
'[13:01:07.954 19/05/1995]',0.018,0.011,0.001,120.150,-0.628
'[13:01:07.956 19/05/1995]',0.016,0.011,0.001,120.150,-0.628
'[13:01:07.958 19/05/1995]',0.015,0.001,0.001,120.150,-0.628
'[13:01:07.960 19/05/1995]',0.014,0.001,0.001,121.250,-0.627
'[13:01:07.962 19/05/1995]',0.013,0.001,0.001,121.250,-0.627
'[13:01:07.964 19/05/1995]',0.012,0.001,0.001,121.250,-0.627
'[13:01:07.966 19/05/1995]',0.011,0.001,0.001,121.250,-0.627
'[13:01:07.968 19/05/1995]',0.011,0.001,0.001,121.250,-0.626
'[13:01:07.970 19/05/1995]',0.010,0.001,-0.008,121.250,-0.626
'[13:01:07.972 19/05/1995]',0.009,0.001,-0.008,121.250,-0.626
'[13:01:07.974 19/05/1995]',0.008,0.001,-0.008,121.250,-0.626
'[13:01:07.976 19/05/1995]',0.008,0.001,-0.008,120.400,-0.625
'[13:01:07.978 19/05/1995]',0.007,-0.009,-0.016,120.400,-0.625
'[13:01:07.980 19/05/1995]',0.008,-0.009,-0.016,120.400,-0.625
'[13:01:07.982 19/05/1995]',0.008,-0.009,-0.016,120.400,-0.625
'[13:01:07.984 19/05/1995]',0.008,-0.009,-0.016,118.750,-0.512
'[13:01:07.986 19/05/1995]',0.008,-0.009,-0.016,118.750,-0.512
'[13:01:07.988 19/05/1995]',0.008,-0.009,-0.016,118.750,-0.512
'[13:01:07.990 19/05/1995]',0.008,-0.009,-0.016,118.750,-0.512
'[13:01:07.992 19/05/1995]',0.008,-0.009,-0.016,116.650,-0.512
'[13:01:07.994 19/05/1995]',0.008,-0.009,-0.016,116.650,-0.512
'[13:01:07.996 19/05/1995]',0.008,-0.009,-0.016,116.650,-0.512
'[13:01:07.998 19/05/1995]',0.007,-0.020,-0.024,116.650,-0.512
'[13:01:08.000 19/05/1995]',0.006,-0.020,-0.024,114.000,-0.512
'[13:01:08.002 19/05/1995]',0.005,-0.030,-0.024,114.000,-0.512
'[13:01:08.004 19/05/1995]',0.004,-0.020,-0.024,114.000,-0.512
'[13:01:08.006 19/05/1995]',0.002,-0.030,-0.024,114.000,-0.512
'[13:01:08.008 19/05/1995]',0.002,-0.020,-0.024,111.000,-0.512
'[13:01:08.010 19/05/1995]',0.001,-0.030,-0.024,111.000,-0.512
'[13:01:08.012 19/05/1995]',0.001,-0.020,-0.024,111.000,-0.512
'[13:01:08.014 19/05/1995]',0.000,-0.020,-0.024,111.000,-0.512
'[13:01:08.016 19/05/1995]',0.000,-0.020,-0.024,107.650,-0.512
'[13:01:08.018 19/05/1995]',0.000,-0.020,-0.024,107.650,-0.512
'[13:01:08.020 19/05/1995]',0.001,-0.030,-0.024,107.650,-0.512
'[13:01:08.022 19/05/1995]',0.003,-0.030,-0.033,107.650,-0.512
'[13:01:08.024 19/05/1995]',0.004,-0.030,-0.033,103.900,-0.512
'[13:01:08.026 19/05/1995]',0.006,-0.030,-0.033,103.900,-0.512
'[13:01:08.028 19/05/1995]',0.007,-0.030,-0.033,103.900,-0.512
'[13:01:08.030 19/05/1995]',0.009,-0.030,-0.033,103.900,-0.512
'[13:01:08.032 19/05/1995]',0.009,0.001,0.001,99.750,-0.512
'[13:01:08.034 19/05/1995]',0.010,0.001,0.001,99.750,-0.512
'[13:01:08.036 19/05/1995]',0.010,0.001,0.001,99.750,-0.512
'[13:01:08.038 19/05/1995]',0.011,0.001,0.001,99.750,-0.512
'[13:01:08.040 19/05/1995]',0.010,0.001,0.001,95.050,-0.512
'[13:01:08.042 19/05/1995]',0.010,0.001,0.001,95.050,-0.512
'[13:01:08.044 19/05/1995]',0.010,0.001,0.001,95.050,-0.512
'[13:01:08.046 19/05/1995]',0.010,0.001,0.001,95.050,-0.512
'[13:01:08.048 19/05/1995]',0.010,0.001,0.001,90.150,-0.512
'[13:01:08.050 19/05/1995]',0.010,0.001,0.001,90.150,-0.512
'[13:01:08.052 19/05/1995]',0.010,0.001,0.001,90.150,-0.512
'[13:01:08.054 19/05/1995]',0.010,0.001,0.001,90.150,-0.512
'[13:01:08.056 19/05/1995]',0.010,0.001,0.001,85.100,-0.512
'[13:01:08.058 19/05/1995]',0.010,0.001,0.001,85.100,-0.512
'[13:01:08.060 19/05/1995]',0.010,0.001,0.001,85.100,-0.512
'[13:01:08.062 19/05/1995]',0.010,0.001,0.001,85.100,-0.512
'[13:01:08.064 19/05/1995]',0.010,0.001,0.001,80.550,-0.512
'[13:01:08.066 19/05/1995]',0.010,0.001,0.001,80.550,-0.512
'[13:01:08.068 19/05/1995]',0.010,0.001,0.001,80.550,-0.512
'[13:01:08.070 19/05/1995]',0.010,0.001,0.001,80.550,-0.512
'[13:01:08.072 19/05/1995]',0.010,0.001,0.001,76.750,-0.512
