'Time and date','MCL1 ','II ','V ','ABP ','PLETH '
'[11:01:09.198 11/05/1995]',-0.025,0.025,-0.033,180.400,0.465
'[11:01:09.200 11/05/1995]',-0.025,0.025,-0.044,180.400,0.496
'[11:01:09.202 11/05/1995]',-0.025,0.002,-0.033,180.400,0.496
'[11:01:09.204 11/05/1995]',-0.025,0.002,-0.021,180.400,0.496
'[11:01:09.206 11/05/1995]',-0.025,0.002,0.001,180.400,0.496
'[11:01:09.208 11/05/1995]',-0.025,0.002,0.001,180.400,0.521
'[11:01:09.210 11/05/1995]',-0.025,0.002,0.001,180.400,0.521
'[11:01:09.212 11/05/1995]',-0.025,0.002,-0.010,180.400,0.521
'[11:01:09.214 11/05/1995]',-0.031,0.025,-0.033,180.400,0.521
'[11:01:09.216 11/05/1995]',-0.031,0.025,-0.044,180.400,0.538
'[11:01:09.218 11/05/1995]',-0.031,0.025,-0.033,180.400,0.538
'[11:01:09.220 11/05/1995]',-0.031,0.002,-0.033,180.400,0.538
'[11:01:09.222 11/05/1995]',-0.031,0.002,0.001,180.400,0.538
'[11:01:09.224 11/05/1995]',-0.025,0.002,0.001,180.400,0.546
'[11:01:09.226 11/05/1995]',-0.025,0.002,0.001,180.400,0.546
'[11:01:09.228 11/05/1995]',-0.025,0.002,0.001,180.400,0.546
'[11:01:09.230 11/05/1995]',-0.031,0.025,-0.033,180.400,0.546
'[11:01:09.232 11/05/1995]',-0.031,0.025,-0.044,180.400,0.549
'[11:01:09.234 11/05/1995]',-0.031,0.025,-0.044,180.400,0.549
'[11:01:09.236 11/05/1995]',-0.031,0.002,-0.033,180.400,0.549
'[11:01:09.238 11/05/1995]',-0.025,0.002,0.001,180.400,0.549
'[11:01:09.240 11/05/1995]',-0.025,0.002,0.001,180.400,0.544
'[11:01:09.242 11/05/1995]',-0.025,0.002,0.001,180.400,0.544
'[11:01:09.244 11/05/1995]',-0.025,0.002,0.001,180.400,0.544
'[11:01:09.246 11/05/1995]',-0.025,0.002,-0.021,180.400,0.544
'[11:01:09.248 11/05/1995]',-0.031,0.025,-0.033,180.400,0.534
'[11:01:09.250 11/05/1995]',-0.031,0.025,-0.044,180.400,0.534
'[11:01:09.252 11/05/1995]',-0.031,0.002,-0.033,180.400,0.534
'[11:01:09.254 11/05/1995]',-0.031,0.002,-0.021,180.400,0.534
'[11:01:09.256 11/05/1995]',-0.031,0.002,0.001,180.400,0.519
'[11:01:09.258 11/05/1995]',-0.025,0.002,0.001,180.400,0.519
'[11:01:09.260 11/05/1995]',-0.025,0.002,0.001,180.400,0.519
'[11:01:09.262 11/05/1995]',-0.025,0.002,-0.010,180.400,0.519
'[11:01:09.264 11/05/1995]',-0.031,0.025,-0.033,180.400,0.498
'[11:01:09.266 11/05/1995]',-0.031,0.025,-0.044,180.400,0.498
'[11:01:09.268 11/05/1995]',-0.025,0.002,-0.044,180.400,0.498
'[11:01:09.270 11/05/1995]',-0.025,0.002,-0.021,180.400,0.498
'[11:01:09.272 11/05/1995]',-0.025,0.002,0.001,180.400,0.471
'[11:01:09.274 11/05/1995]',-0.025,0.002,0.001,180.400,0.471
'[11:01:09.276 11/05/1995]',-0.025,0.002,0.001,180.400,0.471
'[11:01:09.278 11/05/1995]',-0.025,0.002,0.001,180.400,0.471
'[11:01:09.280 11/05/1995]',-0.031,0.002,-0.033,180.400,0.440
'[11:01:09.282 11/05/1995]',-0.031,0.025,-0.044,180.400,0.440
'[11:01:09.284 11/05/1995]',-0.031,0.002,-0.044,180.400,0.440
'[11:01:09.286 11/05/1995]',-0.025,0.002,-0.033,180.400,0.440
'[11:01:09.288 11/05/1995]',-0.025,0.002,0.001,180.400,0.406
'[11:01:09.290 11/05/1995]',-0.025,0.002,0.001,180.400,0.406
'[11:01:09.292 11/05/1995]',-0.025,0.002,0.012,180.400,0.406
'[11:01:09.294 11/05/1995]',-0.025,0.002,0.001,180.400,0.406
'[11:01:09.296 11/05/1995]',-0.025,0.002,-0.010,180.400,0.370
'[11:01:09.298 11/05/1995]',-0.025,0.002,-0.033,180.400,0.370
'[11:01:09.300 11/05/1995]',-0.025,0.002,-0.033,180.400,0.370
'[11:01:09.302 11/05/1995]',-0.025,0.002,-0.033,180.400,0.370
'[11:01:09.304 11/05/1995]',-0.012,0.002,-0.010,180.400,0.332
'[11:01:09.306 11/05/1995]',-0.012,0.002,0.001,180.400,0.332
'[11:01:09.308 11/05/1995]',-0.012,0.002,0.012,180.400,0.332
'[11:01:09.310 11/05/1995]',-0.012,0.002,0.001,180.400,0.332
'[11:01:09.312 11/05/1995]',-0.012,0.002,0.001,180.400,0.291
'[11:01:09.314 11/05/1995]',-0.025,0.002,-0.033,180.400,0.291
'[11:01:09.316 11/05/1995]',-0.025,0.002,-0.044,180.400,0.291
'[11:01:09.318 11/05/1995]',-0.025,0.002,-0.033,180.400,0.291
'[11:01:09.320 11/05/1995]',-0.025,0.002,-0.010,180.400,0.252
'[11:01:09.322 11/05/1995]',-0.025,0.002,0.001,180.400,0.252
'[11:01:09.324 11/05/1995]',-0.012,0.002,0.012,180.400,0.252
'[11:01:09.326 11/05/1995]',-0.012,0.002,0.012,180.400,0.252
'[11:01:09.328 11/05/1995]',-0.012,0.002,0.001,180.400,0.213
'[11:01:09.330 11/05/1995]',-0.012,0.002,-0.021,180.400,0.213
'[11:01:09.332 11/05/1995]',-0.025,0.002,-0.033,180.400,0.213
'[11:01:09.334 11/05/1995]',-0.025,0.002,-0.033,180.400,0.213
'[11:01:09.336 11/05/1995]',-0.012,0.002,-0.021,180.400,0.175
'[11:01:09.338 11/05/1995]',-0.012,0.002,0.001,180.400,0.175
'[11:01:09.340 11/05/1995]',-0.006,-0.022,0.012,180.400,0.175
'[11:01:09.342 11/05/1995]',-0.012,-0.022,0.012,180.400,0.175
'[11:01:09.344 11/05/1995]',-0.012,0.002,0.001,180.400,0.138
'[11:01:09.346 11/05/1995]',-0.012,0.002,-0.010,180.400,0.138
'[11:01:09.348 11/05/1995]',-0.012,0.002,-0.033,180.400,0.138
'[11:01:09.350 11/05/1995]',-0.012,0.002,-0.033,180.400,0.138
'[11:01:09.352 11/05/1995]',-0.012,0.002,-0.021,180.400,0.102
'[11:01:09.354 11/05/1995]',-0.006,0.002,0.001,180.400,0.102
'[11:01:09.356 11/05/1995]',-0.012,0.002,0.012,180.400,0.102
'[11:01:09.358 11/05/1995]',-0.006,0.002,0.023,180.400,0.102
'[11:01:09.360 11/05/1995]',-0.012,0.002,0.012,180.400,0.069
'[11:01:09.362 11/05/1995]',-0.012,0.002,0.001,180.400,0.069
'[11:01:09.364 11/05/1995]',-0.012,0.002,-0.021,180.400,0.069
'[11:01:09.366 11/05/1995]',-0.012,0.002,-0.033,180.400,0.069
'[11:01:09.368 11/05/1995]',-0.012,0.002,-0.033,180.400,0.036
'[11:01:09.370 11/05/1995]',-0.012,0.002,0.001,180.400,0.036
'[11:01:09.372 11/05/1995]',-0.012,0.002,0.001,180.400,0.036
'[11:01:09.374 11/05/1995]',-0.006,0.002,0.023,180.400,0.036
'[11:01:09.376 11/05/1995]',-0.006,0.002,0.012,180.400,0.006
'[11:01:09.378 11/05/1995]',-0.006,0.002,0.001,180.400,0.006
'[11:01:09.380 11/05/1995]',-0.012,0.002,-0.021,180.400,0.006
'[11:01:09.382 11/05/1995]',-0.012,0.002,-0.033,180.400,0.006
'[11:01:09.384 11/05/1995]',-0.012,0.002,-0.033,180.400,-0.025
'[11:01:09.386 11/05/1995]',-0.012,0.002,-0.010,180.400,-0.025
'[11:01:09.388 11/05/1995]',-0.012,0.002,0.001,180.400,-0.025
'[11:01:09.390 11/05/1995]',-0.006,-0.022,0.012,180.400,-0.025
'[11:01:09.392 11/05/1995]',-0.006,-0.022,0.023,180.400,-0.051
'[11:01:09.394 11/05/1995]',-0.012,0.002,0.001,180.400,-0.051
'[11:01:09.396 11/05/1995]',-0.006,0.002,0.001,180.400,-0.051
'[11:01:09.398 11/05/1995]',-0.012,0.002,-0.033,180.400,-0.051
'[11:01:09.400 11/05/1995]',-0.012,0.002,-0.033,180.400,-0.078
'[11:01:09.402 11/05/1995]',-0.012,0.002,-0.021,180.400,-0.078
'[11:01:09.404 11/05/1995]',-0.006,0.002,0.001,180.400,-0.078
'[11:01:09.406 11/05/1995]',-0.006,-0.022,0.012,180.400,-0.078
'[11:01:09.408 11/05/1995]',-0.006,-0.022,0.023,180.400,-0.100
'[11:01:09.410 11/05/1995]',-0.006,0.002,0.012,180.400,-0.100
'[11:01:09.412 11/05/1995]',-0.006,0.002,0.001,180.400,-0.100
'[11:01:09.414 11/05/1995]',-0.012,0.002,-0.021,180.400,-0.100
'[11:01:09.416 11/05/1995]',-0.012,0.002,-0.033,180.400,-0.123
'[11:01:09.418 11/05/1995]',-0.012,0.002,-0.033,180.400,-0.123
'[11:01:09.420 11/05/1995]',-0.012,0.002,-0.010,180.400,-0.123
'[11:01:09.422 11/05/1995]',-0.006,0.002,0.001,180.400,-0.123
'[11:01:09.424 11/05/1995]',-0.006,-0.022,0.023,180.400,-0.143
'[11:01:09.426 11/05/1995]',-0.006,0.002,0.012,180.400,-0.143
'[11:01:09.428 11/05/1995]',-0.006,0.002,0.001,180.400,-0.143
'[11:01:09.430 11/05/1995]',-0.006,0.002,-0.010,180.400,-0.143
'[11:01:09.432 11/05/1995]',-0.012,0.002,-0.033,180.400,-0.163
'[11:01:09.434 11/05/1995]',-0.006,0.002,-0.033,180.400,-0.163
'[11:01:09.436 11/05/1995]',-0.006,0.002,0.001,180.400,-0.163
'[11:01:09.438 11/05/1995]',0.001,0.002,0.001,180.400,-0.163
'[11:01:09.440 11/05/1995]',0.001,0.002,0.023,180.400,-0.181
'[11:01:09.442 11/05/1995]',0.001,0.002,0.023,180.400,-0.181
'[11:01:09.444 11/05/1995]',0.001,0.002,0.012,180.400,-0.181
'[11:01:09.446 11/05/1995]',-0.012,0.002,0.001,180.400,-0.181
'[11:01:09.448 11/05/1995]',-0.006,0.025,-0.021,180.400,-0.199
'[11:01:09.450 11/05/1995]',-0.006,0.025,-0.033,180.400,-0.199
'[11:01:09.452 11/05/1995]',-0.012,0.025,-0.021,180.400,-0.199
'[11:01:09.454 11/05/1995]',-0.006,0.025,0.001,180.400,-0.199
'[11:01:09.456 11/05/1995]',-0.006,0.025,0.012,180.400,-0.215
'[11:01:09.458 11/05/1995]',-0.006,0.025,0.012,180.400,-0.215
'[11:01:09.460 11/05/1995]',-0.006,0.025,0.001,180.400,-0.215
'[11:01:09.462 11/05/1995]',-0.012,0.050,0.001,180.400,-0.215
'[11:01:09.464 11/05/1995]',-0.012,0.050,-0.021,180.400,-0.233
'[11:01:09.466 11/05/1995]',-0.012,0.050,-0.021,180.400,-0.233
'[11:01:09.468 11/05/1995]',-0.006,0.050,-0.010,180.400,-0.233
'[11:01:09.470 11/05/1995]',-0.006,0.025,0.001,180.400,-0.233
'[11:01:09.472 11/05/1995]',0.001,0.002,0.023,180.400,-0.249
'[11:01:09.474 11/05/1995]',0.001,0.002,0.034,180.400,-0.249
'[11:01:09.476 11/05/1995]',-0.006,0.002,0.023,180.400,-0.249
'[11:01:09.478 11/05/1995]',-0.012,0.002,0.001,180.400,-0.249
'[11:01:09.480 11/05/1995]',-0.025,0.025,-0.021,180.400,-0.265
'[11:01:09.482 11/05/1995]',-0.031,0.025,-0.033,180.400,-0.265
'[11:01:09.484 11/05/1995]',-0.037,0.025,-0.044,180.400,-0.265
'[11:01:09.486 11/05/1995]',-0.037,0.025,-0.033,180.400,-0.265
'[11:01:09.488 11/05/1995]',-0.050,0.002,-0.021,180.400,-0.280
'[11:01:09.490 11/05/1995]',-0.050,0.002,0.001,180.400,-0.280
'[11:01:09.492 11/05/1995]',-0.050,0.002,-0.010,180.400,-0.280
'[11:01:09.494 11/05/1995]',-0.037,0.002,-0.021,180.400,-0.280
'[11:01:09.496 11/05/1995]',-0.050,0.002,-0.033,180.400,-0.294
'[11:01:09.498 11/05/1995]',-0.050,0.025,-0.055,180.400,-0.294
'[11:01:09.500 11/05/1995]',-0.050,0.025,-0.066,180.400,-0.294
'[11:01:09.502 11/05/1995]',-0.050,0.002,-0.044,180.400,-0.294
'[11:01:09.504 11/05/1995]',-0.037,0.002,-0.033,180.400,-0.308
'[11:01:09.506 11/05/1995]',-0.037,0.002,-0.010,180.400,-0.308
'[11:01:09.508 11/05/1995]',-0.037,0.002,0.001,180.400,-0.308
'[11:01:09.510 11/05/1995]',-0.031,0.002,0.001,180.400,-0.308
'[11:01:09.512 11/05/1995]',-0.031,0.002,-0.021,180.400,-0.322
'[11:01:09.514 11/05/1995]',-0.025,0.025,-0.044,180.400,-0.322
'[11:01:09.516 11/05/1995]',-0.025,0.025,-0.055,180.400,-0.322
'[11:01:09.518 11/05/1995]',-0.012,0.025,-0.044,180.400,-0.322
'[11:01:09.520 11/05/1995]',-0.012,0.002,-0.021,180.400,-0.335
'[11:01:09.522 11/05/1995]',-0.006,0.002,0.001,180.400,-0.335
'[11:01:09.524 11/05/1995]',0.001,0.002,0.012,180.400,-0.335
'[11:01:09.526 11/05/1995]',0.007,0.002,0.012,180.400,-0.335
'[11:01:09.528 11/05/1995]',0.007,0.002,0.001,180.400,-0.348
'[11:01:09.530 11/05/1995]',0.007,0.002,-0.010,180.400,-0.348
'[11:01:09.532 11/05/1995]',0.013,0.002,-0.021,180.400,-0.348
'[11:01:09.534 11/05/1995]',0.007,0.002,-0.021,180.400,-0.348
'[11:01:09.536 11/05/1995]',0.013,-0.022,-0.010,180.400,-0.361
'[11:01:09.538 11/05/1995]',0.013,-0.022,0.001,180.400,-0.361
'[11:01:09.540 11/05/1995]',0.013,-0.046,0.034,180.400,-0.361
'[11:01:09.542 11/05/1995]',0.025,-0.046,0.034,180.400,-0.361
'[11:01:09.544 11/05/1995]',0.025,-0.022,0.023,180.400,-0.374
'[11:01:09.546 11/05/1995]',0.013,-0.022,0.001,180.400,-0.374
'[11:01:09.548 11/05/1995]',0.007,-0.022,-0.021,180.400,-0.374
'[11:01:09.550 11/05/1995]',0.007,-0.022,-0.021,180.400,-0.374
'[11:01:09.552 11/05/1995]',0.007,-0.022,-0.010,180.400,-0.386
'[11:01:09.554 11/05/1995]',0.007,-0.022,0.001,180.400,-0.386
'[11:01:09.556 11/05/1995]',0.013,-0.046,0.023,180.400,-0.386
'[11:01:09.558 11/05/1995]',0.013,-0.046,0.034,180.400,-0.386
'[11:01:09.560 11/05/1995]',0.013,-0.022,0.023,180.400,-0.398
'[11:01:09.562 11/05/1995]',0.013,-0.022,0.001,180.400,-0.398
'[11:01:09.564 11/05/1995]',0.001,-0.022,-0.021,180.400,-0.398
'[11:01:09.566 11/05/1995]',0.007,0.002,-0.021,180.400,-0.398
'[11:01:09.568 11/05/1995]',0.007,-0.022,-0.021,180.400,-0.408
'[11:01:09.570 11/05/1995]',0.013,-0.022,0.001,180.400,-0.408
'[11:01:09.572 11/05/1995]',0.007,-0.046,0.012,180.400,-0.408
'[11:01:09.574 11/05/1995]',0.013,-0.046,0.023,180.400,-0.408
'[11:01:09.576 11/05/1995]',0.013,-0.046,0.023,180.400,-0.417
'[11:01:09.578 11/05/1995]',0.013,-0.022,0.012,180.400,-0.417
'[11:01:09.580 11/05/1995]',0.013,-0.022,0.001,180.400,-0.417
'[11:01:09.582 11/05/1995]',0.007,0.002,-0.021,180.400,-0.417
'[11:01:09.584 11/05/1995]',0.007,0.002,-0.021,180.400,-0.426
'[11:01:09.586 11/05/1995]',0.007,-0.022,-0.010,180.400,-0.426
'[11:01:09.588 11/05/1995]',0.007,-0.022,0.012,180.400,-0.426
'[11:01:09.590 11/05/1995]',0.013,-0.022,0.034,180.400,-0.426
'[11:01:09.592 11/05/1995]',0.013,-0.046,0.034,180.400,-0.434
'[11:01:09.594 11/05/1995]',0.007,-0.022,0.012,180.400,-0.434
'[11:01:09.596 11/05/1995]',0.007,-0.022,0.001,180.400,-0.434
'[11:01:09.598 11/05/1995]',0.007,0.002,-0.010,180.400,-0.434
'[11:01:09.600 11/05/1995]',0.025,0.002,0.001,180.400,-0.442
'[11:01:09.602 11/05/1995]',0.038,0.002,0.012,180.400,-0.442
'[11:01:09.604 11/05/1995]',0.069,-0.022,0.045,180.400,-0.442
'[11:01:09.606 11/05/1995]',0.101,-0.022,0.102,180.400,-0.442
'[11:01:09.608 11/05/1995]',0.145,-0.022,0.135,180.400,-0.449
'[11:01:09.610 11/05/1995]',0.170,-0.022,0.158,180.400,-0.449
'[11:01:09.612 11/05/1995]',0.213,0.002,0.180,180.400,-0.449
'[11:01:09.614 11/05/1995]',0.239,0.025,0.168,180.400,-0.449
'[11:01:09.616 11/05/1995]',0.257,0.074,0.168,180.400,-0.455
'[11:01:09.618 11/05/1995]',0.264,0.098,0.180,180.400,-0.455
'[11:01:09.620 11/05/1995]',0.264,0.147,0.180,180.400,-0.455
'[11:01:09.622 11/05/1995]',0.276,0.171,0.202,180.400,-0.455
'[11:01:09.624 11/05/1995]',0.264,0.244,0.180,180.400,-0.460
'[11:01:09.626 11/05/1995]',0.245,0.293,0.135,180.400,-0.460
'[11:01:09.628 11/05/1995]',0.213,0.342,0.090,180.400,-0.460
'[11:01:09.630 11/05/1995]',0.195,0.317,0.068,180.400,-0.460
'[11:01:09.632 11/05/1995]',0.220,0.220,0.068,180.400,-0.466
'[11:01:09.634 11/05/1995]',0.239,0.074,0.113,180.400,-0.466
'[11:01:09.636 11/05/1995]',0.264,-0.071,0.168,180.400,-0.466
'[11:01:09.638 11/05/1995]',0.264,-0.265,0.224,180.400,-0.466
'[11:01:09.640 11/05/1995]',0.282,-0.410,0.281,180.400,-0.470
'[11:01:09.642 11/05/1995]',0.282,-0.532,0.303,180.400,-0.470
'[11:01:09.644 11/05/1995]',0.276,-0.605,0.303,180.400,-0.470
'[11:01:09.646 11/05/1995]',0.264,-0.629,0.281,180.400,-0.470
'[11:01:09.648 11/05/1995]',0.232,-0.654,0.247,180.400,-0.475
'[11:01:09.650 11/05/1995]',0.195,-0.678,0.213,180.400,-0.475
'[11:01:09.652 11/05/1995]',0.163,-0.654,0.202,180.400,-0.475
'[11:01:09.654 11/05/1995]',0.126,-0.629,0.180,180.400,-0.475
'[11:01:09.656 11/05/1995]',0.101,-0.605,0.180,180.400,-0.479
'[11:01:09.658 11/05/1995]',0.082,-0.532,0.158,180.400,-0.479
'[11:01:09.660 11/05/1995]',0.057,-0.459,0.124,180.400,-0.479
'[11:01:09.662 11/05/1995]',0.032,-0.362,0.079,180.400,-0.479
'[11:01:09.664 11/05/1995]',0.007,-0.290,0.023,180.400,-0.482
'[11:01:09.666 11/05/1995]',-0.012,-0.192,-0.010,180.400,-0.482
'[11:01:09.668 11/05/1995]',-0.031,-0.144,-0.033,180.400,-0.482
'[11:01:09.670 11/05/1995]',-0.031,-0.095,-0.033,180.400,-0.482
'[11:01:09.672 11/05/1995]',-0.025,-0.071,0.001,180.400,-0.485
'[11:01:09.674 11/05/1995]',-0.025,-0.071,0.001,180.400,-0.485
'[11:01:09.676 11/05/1995]',-0.025,-0.046,0.001,180.400,-0.485
'[11:01:09.678 11/05/1995]',-0.025,-0.022,-0.010,180.400,-0.485
'[11:01:09.680 11/05/1995]',-0.031,0.002,-0.033,180.400,-0.486
'[11:01:09.682 11/05/1995]',-0.031,0.002,-0.033,180.400,-0.486
'[11:01:09.684 11/05/1995]',-0.031,0.002,-0.033,180.400,-0.486
'[11:01:09.686 11/05/1995]',-0.031,0.002,-0.021,180.400,-0.486
'[11:01:09.688 11/05/1995]',-0.025,-0.022,0.001,180.400,-0.487
'[11:01:09.690 11/05/1995]',-0.025,-0.022,0.012,180.400,-0.487
'[11:01:09.692 11/05/1995]',-0.025,-0.022,0.023,180.400,-0.487
'[11:01:09.694 11/05/1995]',-0.025,-0.022,0.001,180.400,-0.487
'[11:01:09.696 11/05/1995]',-0.025,0.002,-0.010,180.400,-0.488
'[11:01:09.698 11/05/1995]',-0.031,0.002,-0.033,180.400,-0.488
'[11:01:09.700 11/05/1995]',-0.031,0.002,-0.044,180.400,-0.488
'[11:01:09.702 11/05/1995]',-0.031,0.002,-0.033,180.400,-0.488
'[11:01:09.704 11/05/1995]',-0.025,0.002,-0.010,180.400,-0.488
'[11:01:09.706 11/05/1995]',-0.025,0.002,0.001,180.400,-0.488
'[11:01:09.708 11/05/1995]',-0.012,0.002,0.012,180.400,-0.488
'[11:01:09.710 11/05/1995]',-0.025,0.002,0.001,180.400,-0.488
'[11:01:09.712 11/05/1995]',-0.025,0.002,-0.010,180.400,-0.489
'[11:01:09.714 11/05/1995]',-0.025,0.025,-0.033,180.400,-0.489
'[11:01:09.716 11/05/1995]',-0.025,0.025,-0.044,180.400,-0.489
'[11:01:09.718 11/05/1995]',-0.025,0.025,-0.033,180.400,-0.489
'[11:01:09.720 11/05/1995]',-0.025,0.002,-0.021,180.400,-0.488
'[11:01:09.722 11/05/1995]',-0.012,0.002,0.001,180.400,-0.488
'[11:01:09.724 11/05/1995]',-0.012,0.002,0.001,180.400,-0.488
'[11:01:09.726 11/05/1995]',-0.012,0.002,0.001,180.400,-0.488
'[11:01:09.728 11/05/1995]',-0.025,0.002,-0.010,180.400,-0.489
'[11:01:09.730 11/05/1995]',-0.025,0.025,-0.033,180.400,-0.489
'[11:01:09.732 11/05/1995]',-0.025,0.025,-0.055,180.400,-0.489
'[11:01:09.734 11/05/1995]',-0.031,0.025,-0.055,180.400,-0.489
'[11:01:09.736 11/05/1995]',-0.031,0.025,-0.033,180.400,-0.489
'[11:01:09.738 11/05/1995]',-0.025,0.025,-0.010,180.400,-0.489
'[11:01:09.740 11/05/1995]',-0.025,0.002,0.001,180.400,-0.489
'[11:01:09.742 11/05/1995]',-0.025,0.002,0.001,180.400,-0.489
'[11:01:09.744 11/05/1995]',-0.025,0.025,0.001,180.400,-0.489
'[11:01:09.746 11/05/1995]',-0.025,0.025,-0.033,180.400,-0.489
'[11:01:09.748 11/05/1995]',-0.025,0.050,-0.044,180.400,-0.489
'[11:01:09.750 11/05/1995]',-0.031,0.050,-0.066,180.400,-0.489
'[11:01:09.752 11/05/1995]',-0.031,0.025,-0.044,180.400,-0.488
'[11:01:09.754 11/05/1995]',-0.025,0.025,-0.021,180.400,-0.488
'[11:01:09.756 11/05/1995]',-0.025,0.002,0.001,180.400,-0.488
'[11:01:09.758 11/05/1995]',-0.025,0.025,0.001,180.400,-0.488
'[11:01:09.760 11/05/1995]',-0.025,0.025,0.001,180.400,-0.487
'[11:01:09.762 11/05/1995]',-0.025,0.050,-0.021,180.400,-0.487
'[11:01:09.764 11/05/1995]',-0.031,0.050,-0.044,180.400,-0.487
'[11:01:09.766 11/05/1995]',-0.031,0.050,-0.055,180.400,-0.487
'[11:01:09.768 11/05/1995]',-0.025,0.050,-0.055,180.400,-0.485
'[11:01:09.770 11/05/1995]',-0.025,0.025,-0.033,180.400,-0.485
'[11:01:09.772 11/05/1995]',-0.025,0.025,-0.010,180.400,-0.485
'[11:01:09.774 11/05/1995]',-0.025,0.025,0.001,180.400,-0.485
'[11:01:09.776 11/05/1995]',-0.025,0.025,0.001,180.400,-0.484
'[11:01:09.778 11/05/1995]',-0.025,0.025,-0.021,180.400,-0.484
'[11:01:09.780 11/05/1995]',-0.025,0.050,-0.033,180.400,-0.484
'[11:01:09.782 11/05/1995]',-0.031,0.074,-0.055,180.400,-0.484
'[11:01:09.784 11/05/1995]',-0.031,0.050,-0.055,180.400,-0.483
'[11:01:09.786 11/05/1995]',-0.031,0.050,-0.033,180.400,-0.483
'[11:01:09.788 11/05/1995]',-0.025,0.025,-0.021,180.400,-0.483
'[11:01:09.790 11/05/1995]',-0.025,0.025,0.001,180.400,-0.483
'[11:01:09.792 11/05/1995]',-0.012,0.025,0.001,180.400,-0.482
'[11:01:09.794 11/05/1995]',-0.025,0.050,-0.010,180.400,-0.482
'[11:01:09.796 11/05/1995]',-0.025,0.050,-0.033,180.400,-0.482
'[11:01:09.798 11/05/1995]',-0.031,0.074,-0.066,180.400,-0.482
'[11:01:09.800 11/05/1995]',-0.031,0.074,-0.055,180.400,-0.481
'[11:01:09.802 11/05/1995]',-0.031,0.050,-0.055,180.400,-0.481
'[11:01:09.804 11/05/1995]',-0.025,0.050,-0.033,180.400,-0.481
'[11:01:09.806 11/05/1995]',-0.012,0.025,0.001,180.400,-0.481
'[11:01:09.808 11/05/1995]',-0.025,0.025,0.001,180.400,-0.467
'[11:01:09.810 11/05/1995]',-0.025,0.050,0.001,180.400,-0.467
'[11:01:09.812 11/05/1995]',-0.025,0.050,-0.033,180.400,-0.467
'[11:01:09.814 11/05/1995]',-0.025,0.074,-0.044,180.400,-0.467
'[11:01:09.816 11/05/1995]',-0.025,0.074,-0.055,180.400,-0.465
'[11:01:09.818 11/05/1995]',-0.025,0.074,-0.055,180.400,-0.465
'[11:01:09.820 11/05/1995]',-0.025,0.074,-0.033,180.400,-0.465
'[11:01:09.822 11/05/1995]',-0.025,0.050,0.001,180.400,-0.465
'[11:01:09.824 11/05/1995]',-0.012,0.050,0.001,180.400,-0.464
'[11:01:09.826 11/05/1995]',-0.012,0.050,0.001,180.400,-0.464
'[11:01:09.828 11/05/1995]',-0.025,0.074,-0.021,180.400,-0.464
'[11:01:09.830 11/05/1995]',-0.025,0.074,-0.044,180.400,-0.464
'[11:01:09.832 11/05/1995]',-0.031,0.074,-0.055,180.400,-0.463
'[11:01:09.834 11/05/1995]',-0.031,0.074,-0.055,180.400,-0.463
'[11:01:09.836 11/05/1995]',-0.025,0.074,-0.033,180.400,-0.463
'[11:01:09.838 11/05/1995]',-0.025,0.050,-0.010,180.400,-0.463
'[11:01:09.840 11/05/1995]',-0.012,0.050,0.001,180.400,-0.462
'[11:01:09.842 11/05/1995]',-0.012,0.050,0.001,180.400,-0.462
'[11:01:09.844 11/05/1995]',-0.012,0.074,0.001,180.400,-0.462
'[11:01:09.846 11/05/1995]',-0.012,0.074,-0.021,180.400,-0.462
'[11:01:09.848 11/05/1995]',-0.012,0.074,-0.044,180.400,-0.460
'[11:01:09.850 11/05/1995]',-0.012,0.098,-0.044,180.400,-0.460
'[11:01:09.852 11/05/1995]',-0.012,0.074,-0.033,180.400,-0.460
'[11:01:09.854 11/05/1995]',-0.012,0.074,-0.010,180.400,-0.460
'[11:01:09.856 11/05/1995]',-0.006,0.050,0.001,180.400,-0.459
'[11:01:09.858 11/05/1995]',-0.006,0.050,0.012,180.400,-0.459
'[11:01:09.860 11/05/1995]',-0.006,0.050,0.001,180.400,-0.459
'[11:01:09.862 11/05/1995]',-0.006,0.074,0.001,180.400,-0.459
'[11:01:09.864 11/05/1995]',-0.012,0.074,-0.033,180.400,-0.457
'[11:01:09.866 11/05/1995]',-0.006,0.074,-0.033,180.400,-0.457
'[11:01:09.868 11/05/1995]',-0.006,0.074,-0.021,180.400,-0.457
'[11:01:09.870 11/05/1995]',0.001,0.074,0.001,180.400,-0.457
'[11:01:09.872 11/05/1995]',0.007,0.050,0.012,180.400,-0.455
'[11:01:09.874 11/05/1995]',0.007,0.025,0.034,180.400,-0.455
'[11:01:09.876 11/05/1995]',0.007,0.050,0.034,180.400,-0.455
'[11:01:09.878 11/05/1995]',0.007,0.050,0.012,180.400,-0.455
'[11:01:09.880 11/05/1995]',0.007,0.074,0.001,180.400,-0.453
'[11:01:09.882 11/05/1995]',0.007,0.074,-0.010,180.400,-0.453
'[11:01:09.884 11/05/1995]',0.013,0.074,0.001,180.400,-0.453
'[11:01:09.886 11/05/1995]',0.007,0.050,0.001,180.400,-0.453
'[11:01:09.888 11/05/1995]',0.013,0.025,0.034,180.400,-0.447
'[11:01:09.890 11/05/1995]',0.025,0.025,0.045,180.400,-0.447
'[11:01:09.892 11/05/1995]',0.025,0.002,0.057,180.400,-0.447
