'Time and date','aVR','II','V','ABP','PLETH','RESP'
'[09:10:56.910 26/12/1995]',0.013,0.023,-0.027,67.813,-0.302,-0.419
'[09:10:56.912 26/12/1995]',0.012,0.016,-0.027,67.162,-0.294,-0.414
'[09:10:56.914 26/12/1995]',0.011,0.016,-0.027,67.162,-0.294,-0.414
'[09:10:56.916 26/12/1995]',0.011,0.016,-0.027,67.162,-0.294,-0.414
'[09:10:56.918 26/12/1995]',0.010,0.016,-0.020,67.162,-0.294,-0.414
'[09:10:56.920 26/12/1995]',0.009,0.016,-0.027,66.160,-0.286,-0.409
'[09:10:56.922 26/12/1995]',0.008,0.016,-0.027,66.160,-0.286,-0.409
'[09:10:56.924 26/12/1995]',0.007,0.016,-0.020,66.160,-0.286,-0.409
'[09:10:56.926 26/12/1995]',0.007,0.023,-0.020,66.160,-0.286,-0.409
'[09:10:56.928 26/12/1995]',0.007,0.023,-0.020,64.908,-0.282,-0.406
'[09:10:56.930 26/12/1995]',0.006,0.031,-0.020,64.908,-0.282,-0.406
'[09:10:56.932 26/12/1995]',0.007,0.023,-0.020,64.908,-0.282,-0.406
'[09:10:56.934 26/12/1995]',0.007,0.016,-0.020,64.908,-0.282,-0.406
'[09:10:56.936 26/12/1995]',0.008,0.023,-0.013,63.506,-0.282,-0.405
'[09:10:56.938 26/12/1995]',0.009,0.008,-0.013,63.506,-0.282,-0.405
'[09:10:56.940 26/12/1995]',0.009,0.008,-0.006,63.506,-0.282,-0.405
'[09:10:56.942 26/12/1995]',0.009,0.001,-0.006,63.506,-0.282,-0.405
'[09:10:56.944 26/12/1995]',0.008,-0.007,-0.006,62.053,-0.286,-0.405
'[09:10:56.946 26/12/1995]',0.008,0.001,-0.013,62.053,-0.286,-0.405
'[09:10:56.948 26/12/1995]',0.008,-0.007,-0.013,62.053,-0.286,-0.405
'[09:10:56.950 26/12/1995]',0.007,-0.007,-0.013,62.053,-0.286,-0.405
'[09:10:56.952 26/12/1995]',0.007,0.001,-0.013,60.501,-0.286,-0.406
'[09:10:56.954 26/12/1995]',0.006,-0.007,-0.013,60.501,-0.286,-0.406
'[09:10:56.956 26/12/1995]',0.007,-0.007,-0.013,60.501,-0.286,-0.406
'[09:10:56.958 26/12/1995]',0.007,0.001,-0.006,60.501,-0.286,-0.406
'[09:10:56.960 26/12/1995]',0.008,0.001,-0.006,59.098,-0.252,-0.409
'[09:10:56.962 26/12/1995]',0.008,0.001,-0.006,59.098,-0.252,-0.409
'[09:10:56.964 26/12/1995]',0.008,0.001,-0.006,59.098,-0.252,-0.409
'[09:10:56.966 26/12/1995]',0.007,0.001,-0.006,59.098,-0.252,-0.409
'[09:10:56.968 26/12/1995]',0.006,0.001,0.001,57.846,-0.256,-0.413
'[09:10:56.970 26/12/1995]',0.005,0.001,-0.006,57.846,-0.256,-0.413
'[09:10:56.972 26/12/1995]',0.005,0.001,-0.006,57.846,-0.256,-0.413
'[09:10:56.974 26/12/1995]',0.004,0.008,-0.006,57.846,-0.256,-0.413
'[09:10:56.976 26/12/1995]',0.004,0.001,-0.006,56.795,-0.256,-0.419
'[09:10:56.978 26/12/1995]',0.003,0.008,-0.006,56.795,-0.256,-0.419
'[09:10:56.980 26/12/1995]',0.004,0.001,-0.013,56.795,-0.256,-0.419
'[09:10:56.982 26/12/1995]',0.004,0.001,-0.006,56.795,-0.256,-0.419
'[09:10:56.984 26/12/1995]',0.004,-0.015,-0.006,55.943,-0.260,-0.426
'[09:10:56.986 26/12/1995]',0.004,-0.022,-0.006,55.943,-0.260,-0.426
'[09:10:56.988 26/12/1995]',0.004,-0.022,0.001,55.943,-0.260,-0.426
'[09:10:56.990 26/12/1995]',0.003,-0.007,0.001,55.943,-0.260,-0.426
'[09:10:56.992 26/12/1995]',0.002,-0.015,0.001,55.192,-0.256,-0.434
'[09:10:56.994 26/12/1995]',0.002,-0.007,0.007,55.192,-0.256,-0.434
'[09:10:56.996 26/12/1995]',0.001,0.001,0.001,55.192,-0.256,-0.434
'[09:10:56.998 26/12/1995]',-0.001,0.016,-0.006,55.192,-0.256,-0.434
'[09:10:57.000 26/12/1995]',-0.001,0.016,-0.006,54.441,-0.256,-0.443
'[09:10:57.002 26/12/1995]',-0.002,0.008,-0.006,54.441,-0.256,-0.443
'[09:10:57.004 26/12/1995]',-0.002,0.008,-0.006,54.441,-0.256,-0.443
'[09:10:57.006 26/12/1995]',-0.002,0.008,-0.006,54.441,-0.256,-0.443
'[09:10:57.008 26/12/1995]',-0.002,0.008,0.001,53.840,-0.252,-0.453
'[09:10:57.010 26/12/1995]',-0.002,0.001,0.001,53.840,-0.252,-0.453
'[09:10:57.012 26/12/1995]',-0.002,0.001,0.001,53.840,-0.252,-0.453
'[09:10:57.014 26/12/1995]',-0.003,0.001,-0.006,53.840,-0.252,-0.453
'[09:10:57.016 26/12/1995]',-0.003,0.001,0.001,53.239,-0.252,-0.463
'[09:10:57.018 26/12/1995]',-0.004,0.001,-0.006,53.239,-0.252,-0.463
'[09:10:57.020 26/12/1995]',-0.004,0.001,-0.006,53.239,-0.252,-0.463
'[09:10:57.022 26/12/1995]',-0.004,-0.007,0.001,53.239,-0.252,-0.463
'[09:10:57.024 26/12/1995]',-0.004,0.001,0.001,52.688,-0.248,-0.473
'[09:10:57.026 26/12/1995]',-0.003,0.008,0.001,52.688,-0.248,-0.473
'[09:10:57.028 26/12/1995]',-0.002,0.001,-0.006,52.688,-0.248,-0.473
'[09:10:57.030 26/12/1995]',0.000,0.001,-0.006,52.688,-0.248,-0.473
'[09:10:57.032 26/12/1995]',0.001,-0.007,0.001,52.287,-0.248,-0.481
'[09:10:57.034 26/12/1995]',0.002,-0.007,0.001,52.287,-0.248,-0.481
'[09:10:57.036 26/12/1995]',0.003,-0.007,0.001,52.287,-0.248,-0.481
'[09:10:57.038 26/12/1995]',0.003,0.001,0.001,52.287,-0.248,-0.481
'[09:10:57.040 26/12/1995]',0.003,-0.007,0.001,51.936,-0.244,-0.489
'[09:10:57.042 26/12/1995]',0.002,-0.007,0.001,51.936,-0.244,-0.489
'[09:10:57.044 26/12/1995]',0.001,-0.007,0.001,51.936,-0.244,-0.489
'[09:10:57.046 26/12/1995]',0.000,-0.007,0.001,51.936,-0.244,-0.489
'[09:10:57.048 26/12/1995]',0.000,-0.015,0.001,51.636,-0.244,-0.495
'[09:10:57.050 26/12/1995]',0.000,-0.007,-0.006,51.636,-0.244,-0.495
'[09:10:57.052 26/12/1995]',0.001,-0.007,-0.006,51.636,-0.244,-0.495
'[09:10:57.054 26/12/1995]',0.002,0.001,0.001,51.636,-0.244,-0.495
'[09:10:57.056 26/12/1995]',0.003,0.008,0.001,51.285,-0.237,-0.501
'[09:10:57.058 26/12/1995]',0.004,0.008,0.001,51.285,-0.237,-0.501
'[09:10:57.060 26/12/1995]',0.004,0.008,0.001,51.285,-0.237,-0.501
'[09:10:57.062 26/12/1995]',0.005,0.008,0.007,51.285,-0.237,-0.501
'[09:10:57.064 26/12/1995]',0.005,0.001,0.007,51.085,-0.237,-0.505
'[09:10:57.066 26/12/1995]',0.005,0.001,0.001,51.085,-0.237,-0.505
'[09:10:57.068 26/12/1995]',0.006,0.001,0.001,51.085,-0.237,-0.505
'[09:10:57.070 26/12/1995]',0.006,0.001,0.001,51.085,-0.237,-0.505
'[09:10:57.072 26/12/1995]',0.006,0.001,0.001,50.785,-0.233,-0.508
'[09:10:57.074 26/12/1995]',0.006,-0.007,0.001,50.785,-0.233,-0.508
'[09:10:57.076 26/12/1995]',0.006,-0.015,0.001,50.785,-0.233,-0.508
'[09:10:57.078 26/12/1995]',0.006,-0.015,0.001,50.785,-0.233,-0.508
'[09:10:57.080 26/12/1995]',0.007,-0.007,0.001,50.484,-0.233,-0.510
'[09:10:57.082 26/12/1995]',0.008,-0.007,0.001,50.484,-0.233,-0.510
'[09:10:57.084 26/12/1995]',0.008,-0.007,0.001,50.484,-0.233,-0.510
'[09:10:57.086 26/12/1995]',0.008,-0.015,0.001,50.484,-0.233,-0.510
'[09:10:57.088 26/12/1995]',0.007,-0.022,0.007,50.184,-0.233,-0.512
'[09:10:57.090 26/12/1995]',0.006,-0.022,0.007,50.184,-0.233,-0.512
'[09:10:57.092 26/12/1995]',0.005,-0.015,0.007,50.184,-0.233,-0.512
'[09:10:57.094 26/12/1995]',0.004,-0.007,0.007,50.184,-0.233,-0.512
'[09:10:57.096 26/12/1995]',0.002,-0.007,0.001,49.933,-0.233,-0.514
'[09:10:57.098 26/12/1995]',0.001,0.001,0.001,49.933,-0.233,-0.514
'[09:10:57.100 26/12/1995]',0.001,-0.007,0.001,49.933,-0.233,-0.514
'[09:10:57.102 26/12/1995]',0.001,-0.007,0.001,49.933,-0.233,-0.514
'[09:10:57.104 26/12/1995]',0.002,0.001,0.001,49.733,-0.240,-0.518
'[09:10:57.106 26/12/1995]',0.003,0.008,0.001,49.733,-0.240,-0.518
'[09:10:57.108 26/12/1995]',0.005,0.001,0.007,49.733,-0.240,-0.518
'[09:10:57.110 26/12/1995]',0.007,0.001,0.007,49.733,-0.240,-0.518
'[09:10:57.112 26/12/1995]',0.008,0.001,0.014,49.482,-0.244,-0.522
'[09:10:57.114 26/12/1995]',0.010,-0.007,0.007,49.482,-0.244,-0.522
'[09:10:57.116 26/12/1995]',0.010,-0.015,0.007,49.482,-0.244,-0.522
'[09:10:57.118 26/12/1995]',0.010,-0.015,0.007,49.482,-0.244,-0.522
'[09:10:57.120 26/12/1995]',0.010,-0.015,0.001,49.282,-0.248,-0.526
'[09:10:57.122 26/12/1995]',0.009,-0.015,0.001,49.282,-0.248,-0.526
'[09:10:57.124 26/12/1995]',0.009,-0.015,0.007,49.282,-0.248,-0.526
'[09:10:57.126 26/12/1995]',0.008,-0.015,0.007,49.282,-0.248,-0.526
'[09:10:57.128 26/12/1995]',0.008,-0.015,0.014,49.132,-0.252,-0.529
'[09:10:57.130 26/12/1995]',0.008,-0.015,0.007,49.132,-0.252,-0.529
'[09:10:57.132 26/12/1995]',0.008,-0.022,0.007,49.132,-0.252,-0.529
'[09:10:57.134 26/12/1995]',0.008,-0.022,0.007,49.132,-0.252,-0.529
'[09:10:57.136 26/12/1995]',0.008,-0.022,0.007,48.931,-0.256,-0.531
'[09:10:57.138 26/12/1995]',0.008,-0.015,0.007,48.931,-0.256,-0.531
'[09:10:57.140 26/12/1995]',0.008,-0.022,0.014,48.931,-0.256,-0.531
'[09:10:57.142 26/12/1995]',0.008,-0.022,0.007,48.931,-0.256,-0.531
'[09:10:57.144 26/12/1995]',0.007,-0.015,0.014,48.831,-0.248,-0.532
'[09:10:57.146 26/12/1995]',0.007,-0.015,0.007,48.831,-0.248,-0.532
'[09:10:57.148 26/12/1995]',0.006,-0.015,0.007,48.831,-0.248,-0.532
'[09:10:57.150 26/12/1995]',0.005,-0.007,0.007,48.831,-0.248,-0.532
'[09:10:57.152 26/12/1995]',0.005,-0.007,0.007,48.731,-0.244,-0.533
'[09:10:57.154 26/12/1995]',0.004,-0.007,0.001,48.731,-0.244,-0.533
'[09:10:57.156 26/12/1995]',0.004,-0.007,0.001,48.731,-0.244,-0.533
'[09:10:57.158 26/12/1995]',0.003,-0.007,0.001,48.731,-0.244,-0.533
'[09:10:57.160 26/12/1995]',0.004,0.001,0.007,48.631,-0.240,-0.534
'[09:10:57.162 26/12/1995]',0.004,0.001,0.001,48.631,-0.240,-0.534
'[09:10:57.164 26/12/1995]',0.005,-0.007,0.001,48.631,-0.240,-0.534
'[09:10:57.166 26/12/1995]',0.006,-0.007,0.001,48.631,-0.240,-0.534
'[09:10:57.168 26/12/1995]',0.007,-0.007,0.001,48.581,-0.233,-0.535
'[09:10:57.170 26/12/1995]',0.008,-0.007,0.001,48.581,-0.233,-0.535
'[09:10:57.172 26/12/1995]',0.008,-0.015,0.001,48.581,-0.233,-0.535
'[09:10:57.174 26/12/1995]',0.008,-0.007,0.007,48.581,-0.233,-0.535
'[09:10:57.176 26/12/1995]',0.008,-0.015,0.007,48.531,-0.229,-0.537
'[09:10:57.178 26/12/1995]',0.008,-0.015,0.007,48.531,-0.229,-0.537
'[09:10:57.180 26/12/1995]',0.007,-0.015,0.007,48.531,-0.229,-0.537
'[09:10:57.182 26/12/1995]',0.007,-0.022,0.001,48.531,-0.229,-0.537
'[09:10:57.184 26/12/1995]',0.006,-0.015,0.007,48.481,-0.226,-0.539
'[09:10:57.186 26/12/1995]',0.006,-0.015,0.001,48.481,-0.226,-0.539
'[09:10:57.188 26/12/1995]',0.006,-0.015,0.001,48.481,-0.226,-0.539
'[09:10:57.190 26/12/1995]',0.005,-0.015,0.007,48.481,-0.226,-0.539
'[09:10:57.192 26/12/1995]',0.006,-0.015,0.007,48.280,-0.222,-0.541
'[09:10:57.194 26/12/1995]',0.006,-0.007,0.007,48.280,-0.222,-0.541
'[09:10:57.196 26/12/1995]',0.006,-0.015,0.007,48.280,-0.222,-0.541
'[09:10:57.198 26/12/1995]',0.005,-0.015,0.007,48.280,-0.222,-0.541
'[09:10:57.200 26/12/1995]',0.005,-0.007,0.007,48.080,-0.214,-0.542
'[09:10:57.202 26/12/1995]',0.004,-0.007,0.007,48.080,-0.214,-0.542
'[09:10:57.204 26/12/1995]',0.004,-0.007,0.001,48.080,-0.214,-0.542
'[09:10:57.206 26/12/1995]',0.003,-0.015,0.001,48.080,-0.214,-0.542
'[09:10:57.208 26/12/1995]',0.004,-0.015,0.001,47.780,-0.214,-0.543
'[09:10:57.210 26/12/1995]',0.004,-0.015,0.001,47.780,-0.214,-0.543
'[09:10:57.212 26/12/1995]',0.005,-0.007,-0.006,47.780,-0.214,-0.543
'[09:10:57.214 26/12/1995]',0.005,-0.015,-0.006,47.780,-0.214,-0.543
'[09:10:57.216 26/12/1995]',0.006,-0.015,0.001,47.429,-0.210,-0.544
'[09:10:57.218 26/12/1995]',0.006,-0.015,0.001,47.429,-0.210,-0.544
'[09:10:57.220 26/12/1995]',0.007,-0.015,0.001,47.429,-0.210,-0.544
'[09:10:57.222 26/12/1995]',0.008,-0.015,0.001,47.429,-0.210,-0.544
'[09:10:57.224 26/12/1995]',0.009,-0.015,0.001,47.179,-0.210,-0.545
'[09:10:57.226 26/12/1995]',0.010,-0.015,0.007,47.179,-0.210,-0.545
'[09:10:57.228 26/12/1995]',0.010,-0.022,0.001,47.179,-0.210,-0.545
'[09:10:57.230 26/12/1995]',0.010,-0.015,0.001,47.179,-0.210,-0.545
'[09:10:57.232 26/12/1995]',0.010,-0.015,0.001,46.928,-0.206,-0.545
'[09:10:57.234 26/12/1995]',0.009,-0.015,0.001,46.928,-0.206,-0.545
'[09:10:57.236 26/12/1995]',0.009,-0.015,0.001,46.928,-0.206,-0.545
'[09:10:57.238 26/12/1995]',0.008,-0.030,0.001,46.928,-0.206,-0.545
'[09:10:57.240 26/12/1995]',0.008,-0.037,0.007,46.728,-0.206,-0.546
'[09:10:57.242 26/12/1995]',0.007,-0.022,0.007,46.728,-0.206,-0.546
'[09:10:57.244 26/12/1995]',0.006,-0.007,0.007,46.728,-0.206,-0.546
'[09:10:57.246 26/12/1995]',0.005,0.001,0.001,46.728,-0.206,-0.546
'[09:10:57.248 26/12/1995]',0.003,0.008,0.001,46.527,-0.214,-0.546
'[09:10:57.250 26/12/1995]',0.002,0.008,0.001,46.527,-0.214,-0.546
'[09:10:57.252 26/12/1995]',0.000,0.008,0.001,46.527,-0.214,-0.546
'[09:10:57.254 26/12/1995]',-0.002,0.001,0.007,46.527,-0.214,-0.546
'[09:10:57.256 26/12/1995]',-0.003,-0.007,0.001,46.377,-0.218,-0.545
'[09:10:57.258 26/12/1995]',-0.004,-0.007,0.007,46.377,-0.218,-0.545
'[09:10:57.260 26/12/1995]',-0.006,-0.007,0.001,46.377,-0.218,-0.545
'[09:10:57.262 26/12/1995]',-0.008,-0.007,0.001,46.377,-0.218,-0.545
'[09:10:57.264 26/12/1995]',-0.008,0.001,-0.006,46.127,-0.229,-0.544
'[09:10:57.266 26/12/1995]',-0.009,-0.007,-0.006,46.127,-0.229,-0.544
'[09:10:57.268 26/12/1995]',-0.009,-0.022,-0.006,46.127,-0.229,-0.544
'[09:10:57.270 26/12/1995]',-0.008,-0.015,-0.006,46.127,-0.229,-0.544
'[09:10:57.272 26/12/1995]',-0.005,-0.007,-0.006,45.977,-0.252,-0.542
'[09:10:57.274 26/12/1995]',-0.003,0.008,-0.006,45.977,-0.252,-0.542
'[09:10:57.276 26/12/1995]',0.002,0.023,-0.013,45.977,-0.252,-0.542
'[09:10:57.278 26/12/1995]',0.008,0.031,-0.020,45.977,-0.252,-0.542
'[09:10:57.280 26/12/1995]',0.016,0.023,-0.020,45.826,-0.275,-0.539
'[09:10:57.282 26/12/1995]',0.024,0.008,-0.027,45.826,-0.275,-0.539
'[09:10:57.284 26/12/1995]',0.035,0.001,-0.027,45.826,-0.275,-0.539
'[09:10:57.286 26/12/1995]',0.046,-0.015,-0.020,45.826,-0.275,-0.539
'[09:10:57.288 26/12/1995]',0.058,-0.037,-0.020,45.726,-0.301,-0.536
'[09:10:57.290 26/12/1995]',0.071,-0.068,-0.013,45.726,-0.301,-0.536
'[09:10:57.292 26/12/1995]',0.083,-0.083,-0.006,45.726,-0.301,-0.536
'[09:10:57.294 26/12/1995]',0.096,-0.106,0.001,45.726,-0.301,-0.536
'[09:10:57.296 26/12/1995]',0.109,-0.121,0.014,45.626,-0.332,-0.532
'[09:10:57.298 26/12/1995]',0.122,-0.151,0.028,45.626,-0.332,-0.532
'[09:10:57.300 26/12/1995]',0.134,-0.174,0.034,45.626,-0.332,-0.532
'[09:10:57.302 26/12/1995]',0.146,-0.189,0.048,45.626,-0.332,-0.532
'[09:10:57.304 26/12/1995]',0.157,-0.204,0.062,45.476,-0.359,-0.527
'[09:10:57.306 26/12/1995]',0.169,-0.219,0.068,45.476,-0.359,-0.527
'[09:10:57.308 26/12/1995]',0.180,-0.242,0.089,45.476,-0.359,-0.527
'[09:10:57.310 26/12/1995]',0.191,-0.249,0.096,45.476,-0.359,-0.527
'[09:10:57.312 26/12/1995]',0.200,-0.280,0.109,45.376,-0.378,-0.522
'[09:10:57.314 26/12/1995]',0.209,-0.303,0.116,45.376,-0.378,-0.522
'[09:10:57.316 26/12/1995]',0.213,-0.340,0.143,45.376,-0.378,-0.522
'[09:10:57.318 26/12/1995]',0.218,-0.363,0.157,45.376,-0.378,-0.522
'[09:10:57.320 26/12/1995]',0.216,-0.378,0.164,45.275,-0.401,-0.519
'[09:10:57.322 26/12/1995]',0.215,-0.386,0.177,45.275,-0.401,-0.519
'[09:10:57.324 26/12/1995]',0.208,-0.386,0.184,45.275,-0.401,-0.519
'[09:10:57.326 26/12/1995]',0.202,-0.363,0.184,45.275,-0.401,-0.519
'[09:10:57.328 26/12/1995]',0.191,-0.355,0.157,45.125,-0.412,-0.517
'[09:10:57.330 26/12/1995]',0.180,-0.340,0.150,45.125,-0.412,-0.517
'[09:10:57.332 26/12/1995]',0.170,-0.310,0.143,45.125,-0.412,-0.517
'[09:10:57.334 26/12/1995]',0.159,-0.295,0.136,45.125,-0.412,-0.517
'[09:10:57.336 26/12/1995]',0.150,-0.287,0.129,45.075,-0.420,-0.515
'[09:10:57.338 26/12/1995]',0.140,-0.280,0.116,45.075,-0.420,-0.515
'[09:10:57.340 26/12/1995]',0.132,-0.257,0.116,45.075,-0.420,-0.515
'[09:10:57.342 26/12/1995]',0.124,-0.249,0.109,45.075,-0.420,-0.515
'[09:10:57.344 26/12/1995]',0.116,-0.234,0.096,44.975,-0.423,-0.515
'[09:10:57.346 26/12/1995]',0.109,-0.227,0.096,44.975,-0.423,-0.515
'[09:10:57.348 26/12/1995]',0.100,-0.212,0.075,44.975,-0.423,-0.515
'[09:10:57.350 26/12/1995]',0.091,-0.189,0.075,44.975,-0.423,-0.515
'[09:10:57.352 26/12/1995]',0.081,-0.181,0.068,44.825,-0.427,-0.515
'[09:10:57.354 26/12/1995]',0.071,-0.166,0.062,44.825,-0.427,-0.515
'[09:10:57.356 26/12/1995]',0.062,-0.151,0.055,44.825,-0.427,-0.515
'[09:10:57.358 26/12/1995]',0.052,-0.136,0.048,44.825,-0.427,-0.515
'[09:10:57.360 26/12/1995]',0.043,-0.098,0.034,44.724,-0.427,-0.516
'[09:10:57.362 26/12/1995]',0.033,-0.083,0.028,44.724,-0.427,-0.516
'[09:10:57.364 26/12/1995]',0.026,-0.053,0.021,44.724,-0.427,-0.516
'[09:10:57.366 26/12/1995]',0.019,-0.045,0.014,44.724,-0.427,-0.516
'[09:10:57.368 26/12/1995]',0.013,-0.022,0.007,44.624,-0.420,-0.517
'[09:10:57.370 26/12/1995]',0.007,-0.007,0.007,44.624,-0.420,-0.517
'[09:10:57.372 26/12/1995]',0.003,0.001,0.001,44.624,-0.420,-0.517
'[09:10:57.374 26/12/1995]',-0.002,0.008,-0.006,44.624,-0.420,-0.517
'[09:10:57.376 26/12/1995]',-0.005,0.016,-0.006,44.474,-0.412,-0.519
'[09:10:57.378 26/12/1995]',-0.008,0.023,-0.006,44.474,-0.412,-0.519
'[09:10:57.380 26/12/1995]',-0.011,0.023,-0.006,44.474,-0.412,-0.519
'[09:10:57.382 26/12/1995]',-0.013,0.023,-0.013,44.474,-0.412,-0.519
'[09:10:57.384 26/12/1995]',-0.015,0.031,-0.020,44.374,-0.412,-0.521
'[09:10:57.386 26/12/1995]',-0.017,0.023,-0.013,44.374,-0.412,-0.521
'[09:10:57.388 26/12/1995]',-0.019,0.023,-0.013,44.374,-0.412,-0.521
'[09:10:57.390 26/12/1995]',-0.021,0.023,-0.013,44.374,-0.412,-0.521
'[09:10:57.392 26/12/1995]',-0.022,0.038,-0.013,44.274,-0.408,-0.523
'[09:10:57.394 26/12/1995]',-0.023,0.046,-0.020,44.274,-0.408,-0.523
'[09:10:57.396 26/12/1995]',-0.024,0.054,-0.027,44.274,-0.408,-0.523
'[09:10:57.398 26/12/1995]',-0.025,0.046,-0.027,44.274,-0.408,-0.523
'[09:10:57.400 26/12/1995]',-0.026,0.054,-0.027,44.123,-0.408,-0.526
'[09:10:57.402 26/12/1995]',-0.027,0.046,-0.027,44.123,-0.408,-0.526
'[09:10:57.404 26/12/1995]',-0.027,0.046,-0.027,44.123,-0.408,-0.526
'[09:10:57.406 26/12/1995]',-0.028,0.038,-0.020,44.123,-0.408,-0.526
'[09:10:57.408 26/12/1995]',-0.029,0.046,-0.020,44.023,-0.412,-0.528
'[09:10:57.410 26/12/1995]',-0.030,0.054,-0.020,44.023,-0.412,-0.528
'[09:10:57.412 26/12/1995]',-0.031,0.054,-0.020,44.023,-0.412,-0.528
'[09:10:57.414 26/12/1995]',-0.033,0.054,-0.013,44.023,-0.412,-0.528
'[09:10:57.416 26/12/1995]',-0.035,0.046,-0.020,43.973,-0.412,-0.530
'[09:10:57.418 26/12/1995]',-0.036,0.054,-0.020,43.973,-0.412,-0.530
'[09:10:57.420 26/12/1995]',-0.037,0.054,-0.020,43.973,-0.412,-0.530
'[09:10:57.422 26/12/1995]',-0.038,0.054,-0.020,43.973,-0.412,-0.530
'[09:10:57.424 26/12/1995]',-0.039,0.069,-0.020,43.823,-0.420,-0.532
'[09:10:57.426 26/12/1995]',-0.040,0.076,-0.020,43.823,-0.420,-0.532
'[09:10:57.428 26/12/1995]',-0.041,0.069,-0.020,43.823,-0.420,-0.532
'[09:10:57.430 26/12/1995]',-0.042,0.069,-0.020,43.823,-0.420,-0.532
'[09:10:57.432 26/12/1995]',-0.043,0.076,-0.020,43.773,-0.423,-0.534
'[09:10:57.434 26/12/1995]',-0.044,0.076,-0.020,43.773,-0.423,-0.534
'[09:10:57.436 26/12/1995]',-0.045,0.084,-0.013,43.773,-0.423,-0.534
'[09:10:57.438 26/12/1995]',-0.046,0.092,-0.013,43.773,-0.423,-0.534
'[09:10:57.440 26/12/1995]',-0.046,0.084,-0.013,43.973,-0.423,-0.537
'[09:10:57.442 26/12/1995]',-0.047,0.092,-0.013,43.973,-0.423,-0.537
'[09:10:57.444 26/12/1995]',-0.046,0.092,-0.020,43.973,-0.423,-0.537
'[09:10:57.446 26/12/1995]',-0.046,0.099,-0.020,43.973,-0.423,-0.537
'[09:10:57.448 26/12/1995]',-0.045,0.099,-0.027,44.724,-0.427,-0.543
'[09:10:57.450 26/12/1995]',-0.045,0.099,-0.020,44.724,-0.427,-0.543
'[09:10:57.452 26/12/1995]',-0.045,0.092,-0.020,44.724,-0.427,-0.543
'[09:10:57.454 26/12/1995]',-0.044,0.092,-0.013,44.724,-0.427,-0.543
'[09:10:57.456 26/12/1995]',-0.045,0.092,-0.013,46.327,-0.423,-0.552
'[09:10:57.458 26/12/1995]',-0.046,0.092,-0.020,46.327,-0.423,-0.552
'[09:10:57.460 26/12/1995]',-0.047,0.099,-0.013,46.327,-0.423,-0.552
'[09:10:57.462 26/12/1995]',-0.048,0.099,-0.020,46.327,-0.423,-0.552
'[09:10:57.464 26/12/1995]',-0.048,0.092,-0.020,49.082,-0.416,-0.564
'[09:10:57.466 26/12/1995]',-0.049,0.092,-0.020,49.082,-0.416,-0.564
'[09:10:57.468 26/12/1995]',-0.049,0.084,-0.020,49.082,-0.416,-0.564
'[09:10:57.470 26/12/1995]',-0.050,0.092,-0.020,49.082,-0.416,-0.564
'[09:10:57.472 26/12/1995]',-0.051,0.092,-0.020,52.888,-0.401,-0.576
'[09:10:57.474 26/12/1995]',-0.052,0.099,-0.020,52.888,-0.401,-0.576
'[09:10:57.476 26/12/1995]',-0.054,0.092,-0.020,52.888,-0.401,-0.576
'[09:10:57.478 26/12/1995]',-0.056,0.092,-0.020,52.888,-0.401,-0.576
'[09:10:57.480 26/12/1995]',-0.057,0.099,-0.020,57.646,-0.382,-0.589
'[09:10:57.482 26/12/1995]',-0.058,0.099,-0.020,57.646,-0.382,-0.589
'[09:10:57.484 26/12/1995]',-0.060,0.092,-0.020,57.646,-0.382,-0.589
'[09:10:57.486 26/12/1995]',-0.062,0.092,-0.027,57.646,-0.382,-0.589
'[09:10:57.488 26/12/1995]',-0.062,0.099,-0.020,62.805,-0.351,-0.601
'[09:10:57.490 26/12/1995]',-0.063,0.107,-0.020,62.805,-0.351,-0.601
'[09:10:57.492 26/12/1995]',-0.063,0.099,-0.027,62.805,-0.351,-0.601
'[09:10:57.494 26/12/1995]',-0.063,0.099,-0.027,62.805,-0.351,-0.601
'[09:10:57.496 26/12/1995]',-0.062,0.107,-0.027,68.163,-0.317,-0.613
'[09:10:57.498 26/12/1995]',-0.061,0.107,-0.027,68.163,-0.317,-0.613
'[09:10:57.500 26/12/1995]',-0.060,0.107,-0.033,68.163,-0.317,-0.613
'[09:10:57.502 26/12/1995]',-0.059,0.107,-0.027,68.163,-0.317,-0.613
'[09:10:57.504 26/12/1995]',-0.059,0.099,-0.027,73.372,-0.271,-0.624
'[09:10:57.506 26/12/1995]',-0.058,0.107,-0.027,73.372,-0.271,-0.624
'[09:10:57.508 26/12/1995]',-0.058,0.099,-0.027,73.372,-0.271,-0.624
'[09:10:57.510 26/12/1995]',-0.058,0.107,-0.020,73.372,-0.271,-0.624
'[09:10:57.512 26/12/1995]',-0.059,0.099,-0.020,78.330,-0.214,-0.630
'[09:10:57.514 26/12/1995]',-0.059,0.099,-0.027,78.330,-0.214,-0.630
'[09:10:57.516 26/12/1995]',-0.059,0.099,-0.027,78.330,-0.214,-0.630
'[09:10:57.518 26/12/1995]',-0.059,0.107,-0.033,78.330,-0.214,-0.630
'[09:10:57.520 26/12/1995]',-0.059,0.107,-0.033,82.888,-0.153,-0.634
'[09:10:57.522 26/12/1995]',-0.059,0.114,-0.033,82.888,-0.153,-0.634
'[09:10:57.524 26/12/1995]',-0.058,0.107,-0.033,82.888,-0.153,-0.634
